province,year,month,lst_day_c
Kapisa,2016,1,6.186295125631419
Kunar,2016,1,7.427000281764285
Kunduz,2016,1,12.1321965085082
Laghman,2016,1,9.54965395838671
Logar,2016,1,4.5348903298435514
Nangarhar,2016,1,12.048955145976944
Nimroz,2016,1,23.64938132600176
Nuristan,2016,1,-6.223894132483662
Paktya,2016,1,5.816471790782067
Samangan,2016,1,2.4849598909919113
Sar-e-Pul,2016,1,1.5213743310232348
Takhar,2016,1,2.08358704602084
Wardak,2016,1,-3.8889277031654483
Zabul,2016,1,12.88265903287743
Khost,2016,2,18.63989290243318
Paktika,2016,2,20.51988430682457
Daykundi,2016,2,8.383593584419772
Panjsher,2016,2,-4.116620268326073
Parwan,2016,2,5.164721502796136
Uruzgan,2016,2,14.694191776278469
Badakhshan,2016,2,-5.219455147760763
Badghis,2016,2,15.158381974542321
Baghlan,2016,2,7.09406196624474
Balkh,2016,2,17.704658243595578
Bamyan,2016,2,-1.873099438339845
Farah,2016,2,22.649766914952444
Faryab,2016,2,15.19732874281115
Ghazni,2016,2,10.014329843697242
Ghor,2016,2,5.024744081739971
Hilmand,2016,2,26.80939969617727
Hirat,2016,2,20.39150064498783
Jawzjan,2016,2,19.15846601619513
Kabul,2016,2,14.24815679970788
Kandahar,2016,2,27.15029314204722
Kapisa,2016,2,10.799923466520463
Kunar,2016,2,10.21668033377821
Kunduz,2016,2,17.469780783046986
Laghman,2016,2,14.09177480109369
Logar,2016,2,12.780634928475298
Nangarhar,2016,2,17.399554620892626
Nimroz,2016,2,28.636821679325063
Nuristan,2016,2,-3.7816253766098895
Paktya,2016,2,14.340860449199448
Samangan,2016,2,9.016072433789299
Sar-e-Pul,2016,2,7.089691049244575
Takhar,2016,2,7.375309986256449
Wardak,2016,2,2.9369508490765233
Zabul,2016,2,20.28985728596228
Khost,2016,3,20.288547025482554
Paktika,2016,3,20.64386552839611
Daykundi,2016,3,12.145318070900483
Panjsher,2016,3,0.8694060509413912
Parwan,2016,3,10.047394323661138
Uruzgan,2016,3,16.828578197784452
Badakhshan,2016,3,1.6026656800283936
Badghis,2016,3,19.14487674915581
Baghlan,2016,3,14.764659953830973
Balkh,2016,3,24.60551725047331
Bamyan,2016,3,5.823761999335633
Farah,2016,3,27.848571759627006
Faryab,2016,3,20.72771647887713
Ghazni,2016,3,12.510701588956785
Ghor,2016,3,10.92700223019334
Hilmand,2016,3,32.62594970802483
Hirat,2016,3,22.144244404691175
Jawzjan,2016,3,25.103925872446116
Kabul,2016,3,15.824664975062895
Kandahar,2016,3,30.18264400083326
Kapisa,2016,3,13.681877959697609
Kunar,2016,3,14.075318012234435
Kunduz,2016,3,25.187325480153177
Laghman,2016,3,17.548743223451186
Logar,2016,3,14.521172418648655
Nangarhar,2016,3,20.345853017779664
Nimroz,2016,3,37.345260326050486
Nuristan,2016,3,0.8940393938953253
Paktya,2016,3,14.53478701329088
Samangan,2016,3,17.570573658193506
Sar-e-Pul,2016,3,13.742081858743013
Takhar,2016,3,14.750987256697739
Wardak,2016,3,7.8286315171898835
Zabul,2016,3,20.224809727119528
Khost,2016,4,28.963223093384453
Paktika,2016,4,32.09078470488334
Daykundi,2016,4,23.293310069107704
Panjsher,2016,4,8.686262139792227
Parwan,2016,4,19.41770784153436
Uruzgan,2016,4,27.584507144161403
Badakhshan,2016,4,8.606769993401407
Badghis,2016,4,27.887642416426356
Baghlan,2016,4,20.71878572206002
Balkh,2016,4,34.95047028907447
Bamyan,2016,4,16.591600702974464
Farah,2016,4,39.96557600061099
Faryab,2016,4,28.950585225375733
Ghazni,2016,4,24.699427159270453
Ghor,2016,4,23.149816713278618
Hilmand,2016,4,44.20093478191706
Hirat,2016,4,33.69763663661633
Jawzjan,2016,4,36.41730225981112
Kabul,2016,4,25.039272808638717
Kandahar,2016,4,42.97659891474418
Kapisa,2016,4,22.31709463993163
Kunar,2016,4,22.372752765501083
Kunduz,2016,4,34.31455529675384
Laghman,2016,4,26.453379767594033
Logar,2016,4,24.412061114793254
Nangarhar,2016,4,29.61453049968569
Nimroz,2016,4,48.28264303345925
Nuristan,2016,4,8.843131188260827
Paktya,2016,4,24.941757984573073
Samangan,2016,4,24.624969248098814
Sar-e-Pul,2016,4,23.011683635867755
Takhar,2016,4,21.310426534930812
Wardak,2016,4,19.030482307383057
Zabul,2016,4,33.122820259061946
Khost,2016,5,37.20881673180082
Paktika,2016,5,42.75341226895087
Daykundi,2016,5,33.861253467186806
Panjsher,2016,5,17.25721307582789
Parwan,2016,5,28.90682628563274
Uruzgan,2016,5,39.051484955630904
Badakhshan,2016,5,14.919695759250315
Badghis,2016,5,41.681821482190124
Baghlan,2016,5,28.73176195013557
Balkh,2016,5,44.58402795393474
Bamyan,2016,5,27.220537736127326
Farah,2016,5,48.08158772148809
Faryab,2016,5,42.21088205242498
Ghazni,2016,5,35.79915801846754
Ghor,2016,5,33.40170873199146
Hilmand,2016,5,51.79862883784195
Hirat,2016,5,43.67373564434609
Jawzjan,2016,5,48.618702041689694
Kabul,2016,5,35.32756852643948
Kandahar,2016,5,51.71490863606901
Kapisa,2016,5,31.962697155170844
Kunar,2016,5,30.245411677917406
Kunduz,2016,5,44.23942725459578
Laghman,2016,5,35.82008260005048
Logar,2016,5,35.688874359747516
Nangarhar,2016,5,38.90456992561455
Nimroz,2016,5,52.90137051030374
Nuristan,2016,5,16.93754914924037
Paktya,2016,5,34.72514394291717
Samangan,2016,5,32.33565684119364
Sar-e-Pul,2016,5,32.89219890603125
Takhar,2016,5,28.90654657898747
Wardak,2016,5,30.465037544593777
Zabul,2016,5,43.99871673611476
Khost,2016,6,37.852320508247985
Paktika,2016,6,45.07553680398755
Daykundi,2016,6,39.45023373760988
Panjsher,2016,6,23.469312743482604
Parwan,2016,6,33.49713846401665
Uruzgan,2016,6,42.21506659072368
Badakhshan,2016,6,22.861837499870614
Badghis,2016,6,45.28566402901336
Baghlan,2016,6,34.930848977585875
Balkh,2016,6,48.94094533649075
Bamyan,2016,6,33.39679100468813
Farah,2016,6,48.77001216678125
Faryab,2016,6,47.15734303706857
Ghazni,2016,6,40.198075507938036
Ghor,2016,6,39.22443667844266
Hilmand,2016,6,51.948657685015
Hirat,2016,6,44.665340874123
Jawzjan,2016,6,52.68344719316926
Kabul,2016,6,38.99082764316274
Kandahar,2016,6,52.25046576291142
Kapisa,2016,6,35.78013569620938
Kunar,2016,6,31.796098063895567
Kunduz,2016,6,48.59692587112819
Laghman,2016,6,38.41383490543126
Logar,2016,6,38.956894526887204
Nangarhar,2016,6,40.75267730260764
Nimroz,2016,6,53.41051406567906
Nuristan,2016,6,22.73950691228541
Paktya,2016,6,37.570342076447524
Samangan,2016,6,39.16925588383415
Sar-e-Pul,2016,6,39.236963240965125
Takhar,2016,6,35.73833046309014
Wardak,2016,6,35.30682214982983
Zabul,2016,6,46.72904724173518
Khost,2016,7,32.55124929378978
Paktika,2016,7,43.94097701826195
Daykundi,2016,7,41.1815409015532
Panjsher,2016,7,28.52178768520915
Parwan,2016,7,36.141636020834184
Uruzgan,2016,7,43.61791824918605
Badakhshan,2016,7,26.219129741082536
Badghis,2016,7,46.75163975755261
Baghlan,2016,7,37.10978670572108
Balkh,2016,7,49.614703525249666
Bamyan,2016,7,36.276804572361904
Farah,2016,7,49.1061540050404
Faryab,2016,7,48.621822892101605
Ghazni,2016,7,41.97371763201318
Ghor,2016,7,41.15655039295615
Hilmand,2016,7,51.32308875026082
Hirat,2016,7,44.800482454011686
Jawzjan,2016,7,53.836808503466685
Kabul,2016,7,40.10929489032821
Kandahar,2016,7,51.63858892792501
Kapisa,2016,7,36.307075974890736
Kunar,2016,7,29.00830831297267
Kunduz,2016,7,48.02517064673353
Laghman,2016,7,35.874584286056404
Logar,2016,7,40.662161606451015
Nangarhar,2016,7,38.410653997164864
Nimroz,2016,7,52.3278670272481
Nuristan,2016,7,25.328569178022214
Paktya,2016,7,37.37793065275031
Samangan,2016,7,41.59654282301433
Sar-e-Pul,2016,7,41.34160168471427
Takhar,2016,7,37.2299128348242
Wardak,2016,7,38.27164302431247
Zabul,2016,7,46.65756426484918
Khost,2016,8,32.547456725561474
Paktika,2016,8,41.73854673098638
Daykundi,2016,8,37.62243639036106
Panjsher,2016,8,26.597750947879618
Parwan,2016,8,34.09443830018251
Uruzgan,2016,8,39.61197837417674
Badakhshan,2016,8,24.567127384587312
Badghis,2016,8,43.89326714615627
Baghlan,2016,8,35.47173727310729
Balkh,2016,8,46.92441592237626
Bamyan,2016,8,34.01638808680347
Farah,2016,8,45.925773656891685
Faryab,2016,8,46.12931704072745
Ghazni,2016,8,38.64713677262037
Ghor,2016,8,38.541386612669505
Hilmand,2016,8,48.019158405935286
Hirat,2016,8,42.006941621855276
Jawzjan,2016,8,50.55954556391517
Kabul,2016,8,37.16916439912911
Kandahar,2016,8,49.723909930656724
Kapisa,2016,8,33.95015309250436
Kunar,2016,8,27.82296593959132
Kunduz,2016,8,44.910775905426554
Laghman,2016,8,33.73152909344307
Logar,2016,8,36.90237620269667
Nangarhar,2016,8,35.93573803566361
Nimroz,2016,8,49.86904109909252
Nuristan,2016,8,22.11163023822877
Paktya,2016,8,34.66571958608889
Samangan,2016,8,39.75518142342753
Sar-e-Pul,2016,8,39.09362016046053
Takhar,2016,8,35.52945971237806
Wardak,2016,8,35.3684994189509
Zabul,2016,8,44.14232688132342
Khost,2016,9,32.83296704766461
Paktika,2016,9,40.81608622833559
Daykundi,2016,9,35.118588072217655
Panjsher,2016,9,24.442339142325924
Parwan,2016,9,32.05258944960191
Uruzgan,2016,9,37.50945419921409
Badakhshan,2016,9,23.453945471725966
Badghis,2016,9,39.51093470573932
Baghlan,2016,9,32.31034671286785
Balkh,2016,9,41.66111754004387
Bamyan,2016,9,31.490993264279794
Farah,2016,9,44.510018189972975
Faryab,2016,9,40.57821231411579
Ghazni,2016,9,37.041507499846894
Ghor,2016,9,35.97538852358962
Hilmand,2016,9,47.4744125210955
Hirat,2016,9,40.319550047347924
Jawzjan,2016,9,43.40304920934977
Kabul,2016,9,35.029386270826265
Kandahar,2016,9,48.06356860389469
Kapisa,2016,9,32.03827135495258
Kunar,2016,9,26.818087217293193
Kunduz,2016,9,41.00879963992237
Laghman,2016,9,32.323955786107625
Logar,2016,9,35.530800070184284
Nangarhar,2016,9,34.43045896177389
Nimroz,2016,9,49.231348427317656
Nuristan,2016,9,21.803527793358494
Paktya,2016,9,34.23587648351898
Samangan,2016,9,36.19811289110938
Sar-e-Pul,2016,9,35.263340070746935
Takhar,2016,9,32.586096159594405
Wardak,2016,9,33.56317728239968
Zabul,2016,9,42.749695217102996
Khost,2016,10,28.19777733491458
Paktika,2016,10,31.509793219174224
Daykundi,2016,10,25.039948884411306
Panjsher,2016,10,14.217544711988946
Parwan,2016,10,22.336243500801928
Uruzgan,2016,10,27.65579077525513
Badakhshan,2016,10,10.966345811108187
Badghis,2016,10,28.582863414727413
Baghlan,2016,10,21.704699163994988
Balkh,2016,10,29.716344369965956
Bamyan,2016,10,20.98107548093251
Farah,2016,10,33.679065233786545
Faryab,2016,10,28.725169948166375
Ghazni,2016,10,26.678994549787745
Ghor,2016,10,25.316949065030887
Hilmand,2016,10,37.40145112119016
Hirat,2016,10,29.913794956487344
Jawzjan,2016,10,30.533271609970463
Kabul,2016,10,25.747051553222928
Kandahar,2016,10,37.833699916711915
Kapisa,2016,10,23.712860247209573
Kunar,2016,10,21.413192498587907
Kunduz,2016,10,29.590501882584437
Laghman,2016,10,25.647544646072742
Logar,2016,10,25.963585556508274
Nangarhar,2016,10,27.89290677910698
Nimroz,2016,10,38.791401502602504
Nuristan,2016,10,12.580106447102697
Paktya,2016,10,25.603486613327295
Samangan,2016,10,24.980581930400717
Sar-e-Pul,2016,10,24.417575337150062
Takhar,2016,10,22.04430607841446
Wardak,2016,10,23.39234414926149
Zabul,2016,10,32.224448361351605
Khost,2016,11,21.716232220264537
Paktika,2016,11,22.56267713335251
Daykundi,2016,11,15.101002899522419
Panjsher,2016,11,4.7968527320885554
Parwan,2016,11,13.376214307197491
Uruzgan,2016,11,17.84963898924253
Badakhshan,2016,11,-0.21179447956177014
Badghis,2016,11,18.418328841062547
Baghlan,2016,11,11.997947229043998
Balkh,2016,11,18.422697328418277
Bamyan,2016,11,10.180125760260468
Farah,2016,11,25.80236360521742
Faryab,2016,11,17.070520900962837
Ghazni,2016,11,16.536577411421405
Ghor,2016,11,14.354487111326197
Hilmand,2016,11,29.133392653557863
Hirat,2016,11,19.397918587662865
Jawzjan,2016,11,20.91354917846214
Kabul,2016,11,17.560438959316713
Kandahar,2016,11,29.011331198023832
Kapisa,2016,11,15.950455193116195
Kunar,2016,11,15.862350765239233
Kunduz,2016,11,15.500526467428978
Laghman,2016,11,18.75594097778861
Logar,2016,11,16.4977009298668
Nangarhar,2016,11,20.937756272193916
Nimroz,2016,11,31.494505576650198
Nuristan,2016,11,3.72903630556706
Paktya,2016,11,17.072751471954273
Samangan,2016,11,14.007388452286564
Sar-e-Pul,2016,11,11.937372502395858
Takhar,2016,11,9.309653517015315
Wardak,2016,11,12.410495787864713
Zabul,2016,11,23.30676431841691
Khost,2016,12,18.25327336895892
Paktika,2016,12,19.0595637554182
Daykundi,2016,12,9.310569742863002
Panjsher,2016,12,-1.6454046692307644
Parwan,2016,12,8.12452901857285
Uruzgan,2016,12,13.47745447244252
Badakhshan,2016,12,-5.991609231401475
Badghis,2016,12,13.595543746447715
Baghlan,2016,12,7.632587725354783
Balkh,2016,12,11.640512209988763
Bamyan,2016,12,3.9220040071645097
Farah,2016,12,21.37861443485945
Faryab,2016,12,11.82199132572497
Ghazni,2016,12,12.435992191566992
Ghor,2016,12,7.624400756921451
Hilmand,2016,12,24.941194954218993
Hirat,2016,12,16.902691708877224
Jawzjan,2016,12,12.895890387130368
Kabul,2016,12,13.898151826572468
Kandahar,2016,12,25.705954899308747
Kapisa,2016,12,12.097773677296901
Kunar,2016,12,11.839579708208596
Kunduz,2016,12,13.00438505837979
Laghman,2016,12,14.68507371494744
Logar,2016,12,13.465884003683211
Nangarhar,2016,12,16.668093796520175
Nimroz,2016,12,26.660553469204938
Nuristan,2016,12,-2.2895616507318564
Paktya,2016,12,13.984191338013522
Samangan,2016,12,8.570209034636255
Sar-e-Pul,2016,12,6.738012549752138
Takhar,2016,12,6.212347013156447
Wardak,2016,12,8.403520537880159
Zabul,2016,12,19.58659259614581
Khost,2017,1,8.54138030470694
Paktika,2017,1,9.427187449798806
Daykundi,2017,1,-0.08268285939331084
Panjsher,2017,1,-12.277670764251344
Parwan,2017,1,-4.36414954279658
Uruzgan,2017,1,6.761022589945082
Badakhshan,2017,1,-14.659507540568873
Badghis,2017,1,4.230857851780666
Baghlan,2017,1,-1.4319331172849659
Balkh,2017,1,7.998951387783394
Bamyan,2017,1,-8.640831400520126
Farah,2017,1,15.347245236727732
Faryab,2017,1,5.744437270076994
Ghazni,2017,1,0.6875213542544748
Ghor,2017,1,-2.3857370185725753
Hilmand,2017,1,19.24871095939238
Hirat,2017,1,10.365350800021506
Jawzjan,2017,1,9.566671837549638
Kabul,2017,1,2.107279661513264
Kandahar,2017,1,17.003449760732593
Kapisa,2017,1,1.7686932257482437
Kunar,2017,1,3.87017964458017
Kunduz,2017,1,8.15233681578787
Laghman,2017,1,5.141844331039001
Logar,2017,1,0.5647870354875208
Nangarhar,2017,1,7.668618219799819
Nimroz,2017,1,21.756122327412534
Nuristan,2017,1,-10.120041942253991
Paktya,2017,1,2.2630118882996824
Samangan,2017,1,0.3275766919899974
Sar-e-Pul,2017,1,-2.189799578258984
Takhar,2017,1,-1.2193996218611662
Wardak,2017,1,-5.940917270024649
Zabul,2017,1,9.894991868870509
Khost,2017,2,13.773973549880822
Paktika,2017,2,11.807457983189623
Daykundi,2017,2,1.0709161020297289
Panjsher,2017,2,-9.02957176367823
Parwan,2017,2,-1.4800862919612294
Uruzgan,2017,2,8.366894173996714
Badakhshan,2017,2,-10.396181497589986
Badghis,2017,2,4.57808330387054
Baghlan,2017,2,2.0328595072587006
Balkh,2017,2,11.07145891068735
Bamyan,2017,2,-6.353069013261936
Farah,2017,2,19.069991830319317
Faryab,2017,2,6.964686538838812
Ghazni,2017,2,-0.4093415148337694
Ghor,2017,2,-2.788010539281067
Hilmand,2017,2,22.25241793641693
Hirat,2017,2,12.750021435917782
Jawzjan,2017,2,12.990874941354583
Kabul,2017,2,5.015119046301611
Kandahar,2017,2,21.626217314569704
Kapisa,2017,2,4.7716768024423954
Kunar,2017,2,7.3082899685297456
Kunduz,2017,2,10.219903315765212
Laghman,2017,2,10.149291165597107
Logar,2017,2,1.4609275333577956
Nangarhar,2017,2,13.404275672775261
Nimroz,2017,2,25.93751618246815
Nuristan,2017,2,-7.220556665414291
Paktya,2017,2,3.4257206623763454
Samangan,2017,2,2.614514507172798
Sar-e-Pul,2017,2,-0.42433358202885313
Takhar,2017,2,1.475894209305754
Wardak,2017,2,-5.367380314111427
Zabul,2017,2,11.202205744658901
Khost,2017,3,23.02729432892747
Paktika,2017,3,24.743798308762024
Daykundi,2017,3,11.718276186418697
Panjsher,2017,3,-1.2581670568653514
Parwan,2017,3,10.056650526872168
Uruzgan,2017,3,17.55196851494036
Badakhshan,2017,3,-2.596293157364453
Badghis,2017,3,17.33914271949075
Baghlan,2017,3,14.362989614616433
Balkh,2017,3,23.767761118310606
Bamyan,2017,3,3.8140852841165214
Farah,2017,3,27.959710110739604
Faryab,2017,3,19.2871013045527
Ghazni,2017,3,13.531417468613451
Ghor,2017,3,9.367223622132116
Hilmand,2017,3,32.94951350463514
Hirat,2017,3,22.180022000138177
Jawzjan,2017,3,24.492194057989806
Kabul,2017,3,18.68114663048754
Kandahar,2017,3,31.74674027000426
Kapisa,2017,3,16.244424891943734
Kunar,2017,3,15.235533007430394
Kunduz,2017,3,26.278339470631515
Laghman,2017,3,18.47896612995897
Logar,2017,3,16.378238918898212
Nangarhar,2017,3,22.665544543175642
Nimroz,2017,3,36.16666384375676
Nuristan,2017,3,0.6187250318737063
Paktya,2017,3,16.23044348904653
Samangan,2017,3,15.172109698030932
Sar-e-Pul,2017,3,10.965091414359076
Takhar,2017,3,13.45948389642554
Wardak,2017,3,6.302313977036633
Zabul,2017,3,23.32740198873819
Khost,2017,4,33.94964639182398
Paktika,2017,4,38.20344441556643
Daykundi,2017,4,26.433084617862544
Panjsher,2017,4,8.601515294906843
Parwan,2017,4,22.417512115594267
Uruzgan,2017,4,31.51374092817526
Badakhshan,2017,4,5.697482746378742
Badghis,2017,4,29.767055173699163
Baghlan,2017,4,20.179136099756402
Balkh,2017,4,32.52500567124744
Bamyan,2017,4,17.04482056182059
Farah,2017,4,38.87114469223305
Faryab,2017,4,29.47255434172761
Ghazni,2017,4,28.99568363719001
Ghor,2017,4,25.87527320268784
Hilmand,2017,4,44.743102102669226
Hirat,2017,4,33.09462804369322
Jawzjan,2017,4,34.08594401767593
Kabul,2017,4,29.591795862130045
Kandahar,2017,4,45.197738207974325
Kapisa,2017,4,26.505414485388734
Kunar,2017,4,25.196222466800172
Kunduz,2017,4,31.902935732002774
Laghman,2017,4,29.692396356284224
Logar,2017,4,29.288938361037143
Nangarhar,2017,4,33.55269130573331
Nimroz,2017,4,46.45794723603309
Nuristan,2017,4,9.658881802822236
Paktya,2017,4,29.895034990137646
Samangan,2017,4,25.09939387653994
Sar-e-Pul,2017,4,21.753187384040253
Takhar,2017,4,19.09664142516154
Wardak,2017,4,22.379326570147605
Zabul,2017,4,36.706691625864565
Khost,2017,5,36.954008827375844
Paktika,2017,5,42.714165169602005
Daykundi,2017,5,33.84559744836273
Panjsher,2017,5,17.7787173366952
Parwan,2017,5,30.000594951061753
Uruzgan,2017,5,38.441415852659
Badakhshan,2017,5,15.454703844734357
Badghis,2017,5,40.574257988072475
Baghlan,2017,5,29.901997122052375
Balkh,2017,5,44.398672783598705
Bamyan,2017,5,26.97122191377619
Farah,2017,5,47.368239068476164
Faryab,2017,5,41.99667691585083
Ghazni,2017,5,35.10135451354316
Ghor,2017,5,34.07540727138971
Hilmand,2017,5,51.08800240560687
Hirat,2017,5,42.94119432847766
Jawzjan,2017,5,47.53209986181031
Kabul,2017,5,35.763090162690965
Kandahar,2017,5,50.91787167668366
Kapisa,2017,5,32.61445495866781
Kunar,2017,5,30.663483446678406
Kunduz,2017,5,44.64290756816807
Laghman,2017,5,35.7698427734588
Logar,2017,5,34.67933532802879
Nangarhar,2017,5,38.59047009115119
Nimroz,2017,5,53.059767230934206
Nuristan,2017,5,17.55041333635125
Paktya,2017,5,33.30993663164575
Samangan,2017,5,34.62402535919359
Sar-e-Pul,2017,5,33.673399186969796
Takhar,2017,5,28.40685782341534
Wardak,2017,5,30.238700323252655
Zabul,2017,5,43.4792583602506
Khost,2017,6,38.34249747364673
Paktika,2017,6,46.571107917833885
Daykundi,2017,6,40.25220255780244
Panjsher,2017,6,25.79508353896709
Parwan,2017,6,36.17900607413474
Uruzgan,2017,6,43.7296010476346
Badakhshan,2017,6,22.773094602356018
Badghis,2017,6,45.932456650840855
Baghlan,2017,6,37.15900346169556
Balkh,2017,6,48.872829126323474
Bamyan,2017,6,35.27232489990343
Farah,2017,6,50.052894658931436
Faryab,2017,6,47.8994501813855
Ghazni,2017,6,41.7978423337428
Ghor,2017,6,39.869241669593755
Hilmand,2017,6,53.82438476997656
Hirat,2017,6,45.27258541189868
Jawzjan,2017,6,52.33451200509757
Kabul,2017,6,41.36800782352358
Kandahar,2017,6,53.920307258062365
Kapisa,2017,6,37.76553965980572
Kunar,2017,6,33.68160668262013
Kunduz,2017,6,48.77834644837533
Laghman,2017,6,39.09784062260785
Logar,2017,6,41.22140064625488
Nangarhar,2017,6,41.842588159365924
Nimroz,2017,6,54.82242913711314
Nuristan,2017,6,24.798779430917307
Paktya,2017,6,38.915005196402376
Samangan,2017,6,41.780969212630076
Sar-e-Pul,2017,6,40.48976469318876
Takhar,2017,6,35.9256884840786
Wardak,2017,6,37.72003014831324
Zabul,2017,6,48.52106015592692
Khost,2017,7,32.47652675826071
Paktika,2017,7,43.87889013248015
Daykundi,2017,7,41.02751728794278
Panjsher,2017,7,29.401363592880216
Parwan,2017,7,37.12561454467492
Uruzgan,2017,7,43.11593212478964
Badakhshan,2017,7,27.329224186412784
Badghis,2017,7,45.724458848402215
Baghlan,2017,7,38.44405796206918
Balkh,2017,7,48.636224477279995
Bamyan,2017,7,37.04839272175221
Farah,2017,7,47.855681923609424
Faryab,2017,7,47.83604079665295
Ghazni,2017,7,42.20443853750133
Ghor,2017,7,41.09233027496382
Hilmand,2017,7,50.05452787142105
Hirat,2017,7,43.44253397753156
Jawzjan,2017,7,51.465207871724466
Kabul,2017,7,39.8603120279326
Kandahar,2017,7,51.14838285720408
Kapisa,2017,7,36.11751765174708
Kunar,2017,7,28.52579583531213
Kunduz,2017,7,47.35525324872091
Laghman,2017,7,34.016709863762685
Logar,2017,7,40.05829396777286
Nangarhar,2017,7,36.84118387252318
Nimroz,2017,7,51.339424602531174
Nuristan,2017,7,25.097707931770724
Paktya,2017,7,36.35138360819272
Samangan,2017,7,42.74021224683865
Sar-e-Pul,2017,7,41.1080324151939
Takhar,2017,7,37.56904874524889
Wardak,2017,7,38.653264018515706
Zabul,2017,7,47.0336182251603
Khost,2017,8,31.407425101054155
Paktika,2017,8,43.650441193584655
Daykundi,2017,8,39.05155474449847
Panjsher,2017,8,27.95386400927258
Parwan,2017,8,35.487541302510905
Uruzgan,2017,8,40.92333708807929
Badakhshan,2017,8,26.844106017203433
Badghis,2017,8,44.48943479680606
Baghlan,2017,8,36.1713722773637
Balkh,2017,8,46.91233441664743
Bamyan,2017,8,35.192042623356684
Farah,2017,8,46.50006098414928
Faryab,2017,8,46.706722375079806
Ghazni,2017,8,40.62451952098204
Ghor,2017,8,40.069987292434675
Hilmand,2017,8,48.66061348764983
Hirat,2017,8,42.649269175279386
Jawzjan,2017,8,50.526186501779
Kabul,2017,8,37.71076715282124
Kandahar,2017,8,50.33249045981742
Kapisa,2017,8,34.07099091611975
Kunar,2017,8,27.272540134876387
Kunduz,2017,8,44.88197475692774
Laghman,2017,8,32.8795438319656
Logar,2017,8,38.47314572949166
Nangarhar,2017,8,35.499875084073764
Nimroz,2017,8,50.56642832486685
Nuristan,2017,8,23.77325817336782
Paktya,2017,8,35.92302755666089
Samangan,2017,8,40.124519054761734
Sar-e-Pul,2017,8,39.697767194099555
Takhar,2017,8,35.76838621132488
Wardak,2017,8,37.16456896138578
Zabul,2017,8,45.54743098711764
Khost,2017,9,32.33585463141906
Paktika,2017,9,39.952198216733144
Daykundi,2017,9,33.446938479858325
Panjsher,2017,9,22.192600909998674
Parwan,2017,9,30.612100532203314
Uruzgan,2017,9,35.68758338791347
Badakhshan,2017,9,20.53812133315265
Badghis,2017,9,37.962224518777525
Baghlan,2017,9,30.13096303291068
Balkh,2017,9,38.57787480590986
Bamyan,2017,9,29.585804328549287
Farah,2017,9,41.67500560431868
Faryab,2017,9,38.731533488502826
Ghazni,2017,9,35.574340377739375
Ghor,2017,9,34.4164299199525
Hilmand,2017,9,44.65985669805081
Hirat,2017,9,38.17597132152181
Jawzjan,2017,9,41.20150356306789
Kabul,2017,9,33.67642609325985
Kandahar,2017,9,46.842174582101805
Kapisa,2017,9,30.785630941392505
Kunar,2017,9,25.924429146201323
Kunduz,2017,9,37.80076357471224
Laghman,2017,9,31.322797366882455
Logar,2017,9,34.22066693403499
Nangarhar,2017,9,33.950710208564054
Nimroz,2017,9,46.48841130665399
Nuristan,2017,9,18.982749869294505
Paktya,2017,9,32.964209807600504
Samangan,2017,9,33.520452334532685
Sar-e-Pul,2017,9,32.9838756253577
Takhar,2017,9,29.62620741376491
Wardak,2017,9,31.998899517120126
Zabul,2017,9,41.183465107536826
Khost,2017,10,29.018536442488156
Paktika,2017,10,33.11608690705125
Daykundi,2017,10,26.60730831963808
Panjsher,2017,10,14.720822082200575
Parwan,2017,10,23.37049173204554
Uruzgan,2017,10,29.251476402480925
Badakhshan,2017,10,13.244588892210082
Badghis,2017,10,31.119097632452267
Baghlan,2017,10,23.905448326657226
Balkh,2017,10,31.93577316445978
Bamyan,2017,10,22.578022550668642
Farah,2017,10,36.91914949531538
Faryab,2017,10,31.539225701025625
Ghazni,2017,10,28.076768156292957
Ghor,2017,10,27.14159407270995
Hilmand,2017,10,40.438016820651825
Hirat,2017,10,32.92610601508593
Jawzjan,2017,10,33.01420329096626
Kabul,2017,10,26.874909695054797
Kandahar,2017,10,40.38289134948981
Kapisa,2017,10,24.253826287961598
Kunar,2017,10,22.696700698854897
Kunduz,2017,10,31.35955020390542
Laghman,2017,10,26.141658221281865
Logar,2017,10,27.114783926839426
Nangarhar,2017,10,28.23709664672295
Nimroz,2017,10,42.02881305785937
Nuristan,2017,10,13.430594518870622
Paktya,2017,10,26.645952727232437
Samangan,2017,10,27.531241697350325
Sar-e-Pul,2017,10,26.363614699503746
Takhar,2017,10,23.831901721925156
Wardak,2017,10,24.67212424957373
Zabul,2017,10,34.282122882155434
Khost,2017,11,19.690484232964106
Paktika,2017,11,22.602214508498584
Daykundi,2017,11,15.919268215656572
Panjsher,2017,11,6.490721345164891
Parwan,2017,11,13.172394302642047
Uruzgan,2017,11,19.068636976214126
Badakhshan,2017,11,5.766286845449711
Badghis,2017,11,21.937596479792514
Baghlan,2017,11,15.386781151890352
Balkh,2017,11,22.39571485213902
Bamyan,2017,11,9.63006178435103
Farah,2017,11,27.28843875942912
Faryab,2017,11,21.244522718923605
Ghazni,2017,11,15.497326237161088
Ghor,2017,11,15.874498908035108
Hilmand,2017,11,30.47562426701021
Hirat,2017,11,23.774873206612853
Jawzjan,2017,11,22.545814180943935
Kabul,2017,11,16.824314394379556
