province,year,month,vv_db,vh_db
Kunar,2016,12,-8.238366595564683,-15.804988409764128
Kunduz,2016,12,,
Laghman,2016,12,-7.211658814882744,-15.958431207892977
Logar,2016,12,,
Nangarhar,2016,12,-8.493962778130633,-16.05832958788345
Nimroz,2016,12,,
Nuristan,2016,12,,
Paktya,2016,12,,
Samangan,2016,12,,
Sar-e-Pul,2016,12,,
Takhar,2016,12,,
Wardak,2016,12,,
Zabul,2016,12,,
Khost,2017,1,,
Paktika,2017,1,,
Daykundi,2017,1,,
Panjsher,2017,1,,
Parwan,2017,1,,
Uruzgan,2017,1,,
Badakhshan,2017,1,,
Badghis,2017,1,,
Baghlan,2017,1,,
Balkh,2017,1,,
Bamyan,2017,1,,
Farah,2017,1,,
Faryab,2017,1,,
Ghazni,2017,1,,
Ghor,2017,1,,
Hilmand,2017,1,,
Hirat,2017,1,,
Jawzjan,2017,1,,
Kabul,2017,1,,
Kandahar,2017,1,,
Kapisa,2017,1,,
Kunar,2017,1,,
Kunduz,2017,1,,
Laghman,2017,1,,
Logar,2017,1,,
Nangarhar,2017,1,,
Nimroz,2017,1,,
Nuristan,2017,1,,
Paktya,2017,1,,
Samangan,2017,1,,
Sar-e-Pul,2017,1,,
Takhar,2017,1,,
Wardak,2017,1,,
Zabul,2017,1,,
Khost,2017,2,-9.414367112688614,-17.180412608317702
Paktika,2017,2,-12.183262960046385,-21.543232485477326
Daykundi,2017,2,-9.891412305874141,-18.190815257468945
Panjsher,2017,2,-8.867159518374782,-15.615299317115413
Parwan,2017,2,-9.816529895659118,-17.649578019824155
Uruzgan,2017,2,-8.922268608367565,-17.406485433568044
Badakhshan,2017,2,-9.09769487236798,-16.320946815451006
Badghis,2017,2,-10.342296513970945,-20.51876477750075
Baghlan,2017,2,-9.868960318994723,-18.821894176543964
Balkh,2017,2,-12.66680996666692,-23.12012827953183
Bamyan,2017,2,-11.30846010567495,-19.21226263963351
Farah,2017,2,-11.645440892405166,-20.676031933834583
Faryab,2017,2,-11.616885567631554,-22.191077791395717
Ghazni,2017,2,-12.765065774738414,-21.340356090552483
Ghor,2017,2,-11.957773332125834,-20.660597939514393
Hilmand,2017,2,-14.77658371401553,-24.05075434250886
Hirat,2017,2,-12.588716771652713,-22.360422403220888
Jawzjan,2017,2,-14.362888036395274,-25.10651830586291
Kabul,2017,2,-9.848351180869454,-18.295984394875745
Kandahar,2017,2,-14.608534893578124,-23.67310695029168
Kapisa,2017,2,-8.69181692212843,-17.112025319392675
Kunar,2017,2,-8.919466082576026,-16.167380880017028
Kunduz,2017,2,-12.663388414727056,-22.584243299471357
Laghman,2017,2,-9.28498232807475,-17.166460660400592
Logar,2017,2,-10.993527154802148,-19.586976736897473
Nangarhar,2017,2,-9.655107834866667,-17.30374945872689
Nimroz,2017,2,-15.680614417335061,-26.321956124110624
Nuristan,2017,2,-8.329998696897427,-14.772176540114602
Paktya,2017,2,-10.7847821890669,-19.510807954805742
Samangan,2017,2,-11.018597581104236,-20.350862682604504
Sar-e-Pul,2017,2,-10.887777551188083,-20.038849483322057
Takhar,2017,2,-8.714458913318643,-17.69531959683923
Wardak,2017,2,-11.347776221113772,-19.307882303898865
Zabul,2017,2,-11.291940260713334,-20.485042559723215
Khost,2017,3,-9.46684979544123,-16.874935070248352
Paktika,2017,3,-12.123358387613264,-21.294978146441057
Daykundi,2017,3,-9.559012271883118,-17.706717630843183
Panjsher,2017,3,-9.246417438686656,-16.383559613048487
Parwan,2017,3,-9.794913714257262,-17.864029873401293
Uruzgan,2017,3,-9.709922561932295,-17.736548370908462
Badakhshan,2017,3,-9.00428052633248,-16.373054981591704
Badghis,2017,3,-12.147716239224973,-21.82031064478267
Baghlan,2017,3,-10.566360727597703,-19.002415823659963
Balkh,2017,3,-13.174438079072491,-23.108202533327464
Bamyan,2017,3,-11.64124781997463,-19.698501846326185
Farah,2017,3,-11.746415422074884,-20.26000683339968
Faryab,2017,3,-12.959420294802094,-22.66849683488925
Ghazni,2017,3,-12.743506580600314,-21.419906184714712
Ghor,2017,3,-11.20031590629415,-19.788291328840305
Hilmand,2017,3,-15.3042547326297,-23.75858475104411
Hirat,2017,3,-12.779584620035578,-22.1528726864635
Jawzjan,2017,3,-15.7768909721021,-25.276000637821028
Kabul,2017,3,-9.585794693340805,-17.917593456742072
Kandahar,2017,3,-15.631041678146598,-23.56502971545003
Kapisa,2017,3,-9.06369233896861,-17.187663328386723
Kunar,2017,3,-8.582507577797955,-15.973283424783343
Kunduz,2017,3,-15.121028883352624,-23.567637998070605
Laghman,2017,3,-9.283363240345894,-17.12337769891528
Logar,2017,3,-10.642352397387373,-19.296043804262048
Nangarhar,2017,3,-9.410296133133766,-16.973281299437723
Nimroz,2017,3,-16.391128747949463,-26.23633905906168
Nuristan,2017,3,-8.003312912141908,-14.966905613810967
Paktya,2017,3,-10.074949416016501,-18.639207993662104
Samangan,2017,3,-11.045153018393371,-20.159313656555135
Sar-e-Pul,2017,3,-10.693088260960367,-19.658167982414493
Takhar,2017,3,-9.943369415668101,-18.670552497829238
Wardak,2017,3,-11.722891907560836,-19.98891016548293
Zabul,2017,3,-11.552576886058263,-20.307850702300886
Khost,2017,4,-9.60404666529449,-16.820969007231447
Paktika,2017,4,-12.15911990216996,-20.433977422154843
Daykundi,2017,4,-9.493423244040464,-17.330988259543417
Panjsher,2017,4,-10.34017378595333,-18.072637601166257
Parwan,2017,4,-9.693046102910637,-17.598705450250826
Uruzgan,2017,4,-9.700063571987457,-17.05063685243301
Badakhshan,2017,4,-10.047596214653247,-17.608705214953062
Badghis,2017,4,-12.128769028264589,-20.800843194475757
Baghlan,2017,4,-9.991191151510067,-18.23663912035199
Balkh,2017,4,-14.156098163431167,-22.71578105582956
Bamyan,2017,4,-11.514138737126185,-19.678919829527292
Farah,2017,4,-11.576347997730075,-19.77066523338141
Faryab,2017,4,-13.008692650316743,-21.786205567574076
Ghazni,2017,4,-12.027808273488859,-20.271303359349012
Ghor,2017,4,-10.824671653332114,-19.233069549357133
Hilmand,2017,4,-15.208316486450641,-23.361589089029504
Hirat,2017,4,-13.053949114409004,-21.65354311208469
Jawzjan,2017,4,-16.633787425962808,-24.634832647085585
Kabul,2017,4,-9.613500864182818,-17.60680464315529
Kandahar,2017,4,-15.759338829334009,-22.852750203163843
Kapisa,2017,4,-8.951557597277727,-16.89420175557587
Kunar,2017,4,-8.402888755998031,-15.466922120265883
Kunduz,2017,4,-14.671932088169099,-22.305189200576066
Laghman,2017,4,-9.401532564131116,-17.179999088597146
Logar,2017,4,-10.611848596819616,-18.757887160026538
Nangarhar,2017,4,-9.212793370926098,-16.638112986434187
Nimroz,2017,4,-16.401143479810266,-26.12826627696211
Nuristan,2017,4,-9.489374479967537,-17.13978409207311
Paktya,2017,4,-10.198895662419714,-18.263303201125094
Samangan,2017,4,-10.820574976380378,-19.557777727116044
Sar-e-Pul,2017,4,-11.635569156367154,-20.029604390907583
Takhar,2017,4,-9.190193968891117,-17.468929434938698
Wardak,2017,4,-11.22317602011046,-19.445174724457164
Zabul,2017,4,-11.51753951605915,-19.533645697472213
Khost,2017,5,-9.114953223086957,-16.457820288505562
Paktika,2017,5,-11.758463052448356,-19.90691603919685
Daykundi,2017,5,-8.815782001602505,-16.121761893925022
Panjsher,2017,5,-10.013012671884887,-18.07119241141438
Parwan,2017,5,-8.874551096752056,-16.52696092979776
Uruzgan,2017,5,-8.922241166767972,-15.877158192730107
Badakhshan,2017,5,-10.15224532660852,-18.12325269099465
Badghis,2017,5,-12.62310416857055,-20.544816972482344
Baghlan,2017,5,-10.884785579158278,-18.646389669638506
Balkh,2017,5,-14.510470523148896,-22.110829788607997
Bamyan,2017,5,-10.315657968314765,-18.141520766855916
Farah,2017,5,-11.22565688672024,-19.196147061491132
Faryab,2017,5,-13.873263856416745,-21.79552031548342
Ghazni,2017,5,-11.430457577362866,-18.983703498000253
Ghor,2017,5,-10.347870221098685,-17.882743230709693
Hilmand,2017,5,-14.948929948623304,-22.947723129261917
Hirat,2017,5,-12.635809270865987,-20.537554832279646
Jawzjan,2017,5,-16.760763238678035,-24.037608970211757
Kabul,2017,5,-9.138088248610112,-16.787035373014188
Kandahar,2017,5,-15.438203195944233,-22.349621060940844
Kapisa,2017,5,-8.324454451876308,-16.042395250775535
Kunar,2017,5,-8.286237763435896,-15.301877278926577
Kunduz,2017,5,-15.479298157529517,-22.729687412430692
Laghman,2017,5,-9.030037461343948,-16.64534068131814
Logar,2017,5,-9.923334458048208,-17.822753904427035
Nangarhar,2017,5,-8.960901900160263,-16.274926862637507
Nimroz,2017,5,-16.05271194458894,-25.71344082116735
Nuristan,2017,5,-9.165907603810444,-17.247451512797383
Paktya,2017,5,-9.596734880898786,-17.316867352118553
Samangan,2017,5,-11.095572475975887,-18.923527621288883
Sar-e-Pul,2017,5,-11.380732141609696,-18.88647250552357
Takhar,2017,5,-10.666164138571112,-18.32352563991072
Wardak,2017,5,-10.064322596979157,-17.863299154148187
Zabul,2017,5,-11.318013650481149,-18.864387487897222
Khost,2017,6,-8.880149128867082,-16.41516386451965
Paktika,2017,6,-11.569708484633825,-19.70608135018402
Daykundi,2017,6,-8.396755254163647,-15.415327412056243
Panjsher,2017,6,-7.97844258301112,-15.57653121723695
Parwan,2017,6,-8.090438074586933,-15.218600045178334
Uruzgan,2017,6,-8.436258380961466,-15.25994695283522
Badakhshan,2017,6,-9.423024461608023,-17.042892988155508
Badghis,2017,6,-12.250623182541961,-20.444747537954598
Baghlan,2017,6,-10.3170332660829,-18.10462736468487
Balkh,2017,6,-14.53330930296234,-22.43816765370685
Bamyan,2017,6,-9.457786498734881,-16.486209728446013
Farah,2017,6,-10.653455709496882,-18.639569445646227
Faryab,2017,6,-13.663270181814633,-21.863095095920627
Ghazni,2017,6,-10.707047548748315,-17.956085119806392
Ghor,2017,6,-9.745458861783183,-16.920884637884832
Hilmand,2017,6,-14.731421762464386,-22.762415674183355
Hirat,2017,6,-12.316406580391819,-20.408579244709614
Jawzjan,2017,6,-16.917894642477602,-24.694001355869222
Kabul,2017,6,-8.912656376887334,-16.00453278111144
Kandahar,2017,6,-15.42078004335003,-22.341056787343266
Kapisa,2017,6,-7.865698291876895,-15.052274988138935
Kunar,2017,6,-7.99077164465341,-14.88109563813374
Kunduz,2017,6,-15.369206304035636,-22.980447093767424
Laghman,2017,6,-8.629085809485856,-16.123235503769166
Logar,2017,6,-9.680216816366823,-16.92929790058342
Nangarhar,2017,6,-8.685784351905129,-15.82742502672708
Nimroz,2017,6,-15.67752593343559,-25.325424574513193
Nuristan,2017,6,-7.791928244517043,-15.485191902526386
Paktya,2017,6,-9.671467576020518,-16.977511973209342
Samangan,2017,6,-10.678582392878646,-18.025794162388696
Sar-e-Pul,2017,6,-10.789977559352018,-18.278941562534108
Takhar,2017,6,-9.944431392488212,-18.12844461748919
Wardak,2017,6,-9.193421274512277,-16.40676080022887
Zabul,2017,6,-10.755569560375262,-18.29311714884277
Khost,2017,7,-8.774790704678683,-16.296319508228233
Paktika,2017,7,-11.655968799206207,-19.96643431717843
Daykundi,2017,7,-8.123394917155691,-15.16921228914956
Panjsher,2017,7,-7.155639631585053,-14.432929188550903
Parwan,2017,7,-8.069176747032417,-15.286980198883438
Uruzgan,2017,7,-8.218093769819415,-15.012186970443839
Badakhshan,2017,7,-8.741671709854272,-16.23673374908673
Badghis,2017,7,-12.326776630104202,-20.530539197941337
Baghlan,2017,7,-10.196661335616799,-17.935718027938492
Balkh,2017,7,-14.320246107558583,-22.30224285390202
Bamyan,2017,7,-9.158464785460161,-16.144626916835552
Farah,2017,7,-10.64582875173358,-18.529479263546968
Faryab,2017,7,-13.874342845471919,-22.129922503536495
Ghazni,2017,7,-10.793605300924904,-18.137205987404222
Ghor,2017,7,-9.66679684856829,-16.845999936717114
Hilmand,2017,7,-14.582511265059976,-22.614200923730547
Hirat,2017,7,-12.289247923249375,-20.413007010341033
Jawzjan,2017,7,-16.917539703484493,-24.75453613374008
Kabul,2017,7,-8.8342170961744,-16.21902507925789
Kandahar,2017,7,-15.439708621509615,-22.4499636605326
Kapisa,2017,7,-7.754936839415933,-15.134209230592873
Kunar,2017,7,-8.145088254475034,-15.159491916024646
Kunduz,2017,7,-15.417259467603403,-22.919762401809564
Laghman,2017,7,-8.58806937078153,-16.273334175272087
Logar,2017,7,-9.643410980740297,-17.23277762620428
Nangarhar,2017,7,-8.71983871669763,-16.028483209294198
Nimroz,2017,7,-15.668045067772354,-25.30102009494655
Nuristan,2017,7,-7.195656956974303,-14.80737055819715
Paktya,2017,7,-9.62528125521905,-17.22254632757015
Samangan,2017,7,-10.38765376503427,-17.78964674012108
Sar-e-Pul,2017,7,-10.478601938479587,-18.027224634249777
Takhar,2017,7,-9.831973802531088,-18.027417141308142
Wardak,2017,7,-9.313939980568088,-16.68751070093634
Zabul,2017,7,-10.702969078765582,-18.275880398942775
Khost,2017,8,-9.191734366674421,-16.4235885488027
Paktika,2017,8,-11.678793540828748,-19.954060693047566
Daykundi,2017,8,-8.267071054944038,-15.263611883137578
Panjsher,2017,8,-6.978280009539595,-14.053628359457594
Parwan,2017,8,-7.889329960240789,-15.039468035535073
Uruzgan,2017,8,-8.325090297787495,-15.033705333181421
Badakhshan,2017,8,-8.492980038873243,-15.676228163530336
Badghis,2017,8,-12.58535487094151,-20.877292235169453
Baghlan,2017,8,-10.044657578200743,-17.75837847971106
Balkh,2017,8,-14.545392300432539,-22.53378606287531
Bamyan,2017,8,-9.249007338561023,-16.230351911397825
Farah,2017,8,-10.635516998232076,-18.510814979581586
Faryab,2017,8,-14.232826251702505,-22.558323197607493
Ghazni,2017,8,-10.754983534072345,-18.108828672768194
Ghor,2017,8,-9.766665915771462,-16.98538454369295
Hilmand,2017,8,-14.729301144986753,-22.74333283294887
Hirat,2017,8,-12.43554331590843,-20.674074571708857
Jawzjan,2017,8,-17.298303126449913,-25.077149969646495
Kabul,2017,8,-9.12220410116818,-16.47341560555407
Kandahar,2017,8,-15.494341265464012,-22.569942414412306
Kapisa,2017,8,-7.79933421496374,-15.10096008657787
Kunar,2017,8,-8.0829830317871,-15.174485764063197
Kunduz,2017,8,-15.322442761284128,-22.833933760577594
Laghman,2017,8,-8.862687032298524,-16.48992262860784
Logar,2017,8,-9.64399824705409,-17.11689355807429
Nangarhar,2017,8,-8.997540502413718,-16.32131638480659
Nimroz,2017,8,-15.778726328857735,-25.364689349182306
Nuristan,2017,8,-7.262281639153645,-14.819560313322706
Paktya,2017,8,-9.81884358921641,-17.33336035168461
Samangan,2017,8,-10.535670850235194,-17.943279159306172
Sar-e-Pul,2017,8,-10.770376593162714,-18.288526269675828
Takhar,2017,8,-9.690765628033057,-17.818156356212036
Wardak,2017,8,-9.134549354856146,-16.47878301957526
Zabul,2017,8,-10.812291154196345,-18.34213303786739
Khost,2017,9,-9.16439966704309,-16.405982102107565
Paktika,2017,9,-11.907733854340613,-20.15431898816632
Daykundi,2017,9,-8.069624737773323,-15.109886517797232
Panjsher,2017,9,-6.97690547394834,-14.180320145851958
Parwan,2017,9,-8.288588227580453,-15.299615001818234
Uruzgan,2017,9,-8.20428451828725,-14.92969754903941
Badakhshan,2017,9,-8.376904026615259,-15.706641626922544
Badghis,2017,9,-12.723722507289827,-21.142904598286783
Baghlan,2017,9,-10.568651268874696,-18.23526229504274
Balkh,2017,9,-14.589792736803345,-22.656779114966703
Bamyan,2017,9,-9.200620617247402,-16.227159805783053
Farah,2017,9,-10.692635281771208,-18.52252974689572
Faryab,2017,9,-14.115264304469656,-22.631506040387514
Ghazni,2017,9,-11.008901655287735,-18.367073108675267
Ghor,2017,9,-9.774728584283451,-17.055440607840662
Hilmand,2017,9,-14.632130550652718,-22.61005701873259
Hirat,2017,9,-12.54733600750854,-20.839534481684762
Jawzjan,2017,9,-17.15864706466912,-25.175170107730832
Kabul,2017,9,-9.100830993668009,-16.338528340796017
Kandahar,2017,9,-15.661546377304674,-22.75310550599489
Kapisa,2017,9,-8.053868850117352,-15.230489322410314
Kunar,2017,9,-8.357669626408658,-15.379608335662112
Kunduz,2017,9,-15.848881142378941,-23.36891251374953
Laghman,2017,9,-8.72688384144586,-16.35543807312629
Logar,2017,9,-9.85263418617446,-17.15687764392188
Nangarhar,2017,9,-8.801250568797025,-16.083790262837933
Nimroz,2017,9,-15.877415930621817,-25.42070065260487
Nuristan,2017,9,-7.229674477988507,-14.824461288094739
Paktya,2017,9,-9.957149661911748,-17.41375014902144
Samangan,2017,9,-10.692303649823826,-18.130245835941
Sar-e-Pul,2017,9,-10.544378166355427,-18.232387033982345
Takhar,2017,9,-9.94644372579057,-18.105408072607545
Wardak,2017,9,-9.574105366611576,-16.79899276206597
Zabul,2017,9,-10.76817598558076,-18.335261724085107
Khost,2017,10,-9.32080378406454,-16.463973359624713
Paktika,2017,10,-11.920813367821825,-20.203209364556912
Daykundi,2017,10,-7.834316490385666,-15.002288646575318
Panjsher,2017,10,-7.50790274708206,-15.185417638717437
Parwan,2017,10,-8.448409762634348,-15.662904366118136
Uruzgan,2017,10,-8.054014886735313,-14.893901677938029
Badakhshan,2017,10,-8.583643579656748,-16.038166586345817
Badghis,2017,10,-12.918676268153835,-21.54366232848594
Baghlan,2017,10,-10.693039552704644,-18.493305507782594
Balkh,2017,10,-14.448527578636917,-22.947772603619384
Bamyan,2017,10,-9.31172811498408,-16.325223888540354
Farah,2017,10,-10.747133359351922,-18.648079477562607
Faryab,2017,10,-14.690797733209495,-23.355864128073815
Ghazni,2017,10,-11.374825360800001,-18.776266884684098
Ghor,2017,10,-9.784921444113627,-17.19217869275685
Hilmand,2017,10,-14.843342854843254,-22.926686817690456
Hirat,2017,10,-12.697049120362221,-21.159401674310082
Jawzjan,2017,10,-18.294666913621835,-26.274188129378032
Kabul,2017,10,-9.141951042993528,-16.402539408012057
Kandahar,2017,10,-15.040211470565255,-22.478195946222165
Kapisa,2017,10,-8.157896138702842,-15.493580033112792
Kunar,2017,10,-8.50314752450659,-15.507568777423423
Kunduz,2017,10,-16.31188381817662,-24.07338312376
Laghman,2017,10,-8.873740127490201,-16.445756181356618
Logar,2017,10,-9.758910774500837,-17.120325380640956
Nangarhar,2017,10,-8.904557612685384,-16.024835734535444
Nimroz,2017,10,-15.942839972424693,-25.499284904309
Nuristan,2017,10,-7.517137736701436,-15.186254751691319
Paktya,2017,10,-9.920488926731153,-17.371797436414784
Samangan,2017,10,-10.754361017894603,-18.254663579739695
Sar-e-Pul,2017,10,-10.790561951580752,-18.591057394750436
Takhar,2017,10,-10.259731423901341,-18.604330618379247
Wardak,2017,10,-9.700173716682764,-16.9263082650298
Zabul,2017,10,-11.250656964805033,-18.743249005235125
Khost,2017,11,-9.281614946811628,-16.831698786198874
Paktika,2017,11,-12.008812285112214,-20.971408759036702
Daykundi,2017,11,-8.681781009146237,-16.36610881892154
Panjsher,2017,11,-7.437800582657704,-14.790521434080182
Parwan,2017,11,-8.981468298934185,-16.612759784101577
Uruzgan,2017,11,-8.849059275981269,-16.227155838887967
Badakhshan,2017,11,-8.587451404211828,-15.987386846919057
Badghis,2017,11,-12.329610957173802,-21.674182104879478
Baghlan,2017,11,-10.879237210585556,-18.97828256460008
Balkh,2017,11,-14.88830849494125,-24.066947012849145
Bamyan,2017,11,-10.02548335818928,-18.07843046867147
Farah,2017,11,-10.95194852238955,-19.114481852235365
Faryab,2017,11,-13.864585141329746,-23.214137510924733
Ghazni,2017,11,-11.58943295654527,-20.10235353089341
Ghor,2017,11,-10.238863917998598,-18.240510906975697
Hilmand,2017,11,-14.796706363094051,-23.126073142263287
Hirat,2017,11,-12.90100329434737,-21.74811012180521
Jawzjan,2017,11,-18.170780639391257,-26.827823924146283
Kabul,2017,11,-9.575628681054631,-17.18458871946506
Kandahar,2017,11,-15.894301361282816,-23.49153958558928
Kapisa,2017,11,-8.460338953065447,-16.145021721512556
Kunar,2017,11,-8.35049513049868,-15.780204386145817
Kunduz,2017,11,-16.513144402513834,-24.693194953431036
Laghman,2017,11,-8.921794866884026,-16.808125851772395
Logar,2017,11,-10.283045368612035,-18.120115910890167
Nangarhar,2017,11,-8.94000395973208,-16.695181759298237
Nimroz,2017,11,-15.96174834207923,-25.723513044793446
Nuristan,2017,11,-7.578246873598031,-15.158786037721422
Paktya,2017,11,-10.228617946684878,-18.153390089290554
Samangan,2017,11,-11.26908816720702,-19.875588570876197
Sar-e-Pul,2017,11,-11.121404452579089,-19.644402773265647
Takhar,2017,11,-10.200726647015795,-18.78644268158241
Wardak,2017,11,-10.217638553621011,-18.324655228133253
Zabul,2017,11,-11.466656509390376,-19.891843422579786
Khost,2017,12,-9.539537178636522,-17.091392296057286
Paktika,2017,12,-12.521804263910912,-21.50555855338832
Daykundi,2017,12,-9.292869961695947,-17.069199632644494
Panjsher,2017,12,-8.33198357066862,-15.850713015567363
Parwan,2017,12,-9.243776096750128,-17.182546828541774
Uruzgan,2017,12,-9.255328511679089,-16.72372169373096
Badakhshan,2017,12,-9.130682702187658,-16.7360441460714
Badghis,2017,12,-13.768896285998997,-23.18018374724863
Baghlan,2017,12,-11.078027282200233,-19.710759718722745
Balkh,2017,12,-15.622640313863513,-24.92833722854518
Bamyan,2017,12,-10.645576118407018,-18.58302455003238
Farah,2017,12,-11.1197811382555,-19.37159500162539
Faryab,2017,12,-15.336345035365834,-24.85566042448849
Ghazni,2017,12,-12.155725464514255,-20.55618266563324
Ghor,2017,12,-11.229395812250011,-19.517794229686434
Hilmand,2017,12,-15.167195554925915,-23.653001395642317
Hirat,2017,12,-13.398158510314751,-22.455561136545082
Jawzjan,2017,12,-19.10641020401702,-27.745694716221603
Kabul,2017,12,-9.857135250794725,-17.874578844764333
Kandahar,2017,12,-15.84756895598905,-23.70447599053939
Kapisa,2017,12,-8.945710033744794,-17.096806558097736
Kunar,2017,12,-8.596412317125736,-16.098853492404587
Kunduz,2017,12,-16.293698102616915,-24.942818380323203
Laghman,2017,12,-9.1831006875804,-17.22676451540486
Logar,2017,12,-10.690707077786067,-18.725276030242554
Nangarhar,2017,12,-9.389245552140235,-17.273731680143428
Nimroz,2017,12,-16.093090304114682,-25.924841409082557
Nuristan,2017,12,-8.178244296840228,-15.666745926292277
Paktya,2017,12,-10.72882636777852,-18.859526933221368
Samangan,2017,12,-12.093467729373234,-20.678944816016116
Sar-e-Pul,2017,12,-11.973562707026835,-20.781078108026698
Takhar,2017,12,-10.276708333473794,-19.411860621865646
Wardak,2017,12,-10.465838480303653,-18.584437258293036
Zabul,2017,12,-12.001566689667436,-20.196803665587286
Khost,2018,1,-9.470809983593456,-16.932461939512685
Paktika,2018,1,-12.469400099657529,-21.372214827412733
Daykundi,2018,1,-9.343761747976236,-17.034177989781245
Panjsher,2018,1,-8.05876153264574,-15.627450664831898
Parwan,2018,1,-9.063533641624119,-16.895708965386643
Uruzgan,2018,1,-9.20769148353144,-16.603639763373288
Badakhshan,2018,1,-9.011653684506978,-16.7097210973764
Badghis,2018,1,-13.726050514926087,-23.00056101269209
Baghlan,2018,1,-11.138429505899738,-19.70321166577684
Balkh,2018,1,-15.461586400085082,-24.92058035650431
Bamyan,2018,1,-10.528020794334443,-18.44300807581608
Farah,2018,1,-10.987830427997467,-19.237361360307627
Faryab,2018,1,-14.675995053991672,-24.343551053889307
Ghazni,2018,1,-11.98929364278314,-20.385366480042297
Ghor,2018,1,-11.13890562692969,-19.358906615075536
Hilmand,2018,1,-15.015887294934073,-23.51751991711823
Hirat,2018,1,-13.347152814249732,-22.339520222909552
Jawzjan,2018,1,-17.46882319996479,-26.79497214027639
Kabul,2018,1,-9.884449056415544,-17.655807813933873
Kandahar,2018,1,-16.11879138870925,-23.90147357798217
Kapisa,2018,1,-8.84849919277711,-16.8028921588652
Kunar,2018,1,-8.67569196108921,-16.245732626041946
Kunduz,2018,1,-16.295020564960865,-24.96615279461437
Laghman,2018,1,-9.205420263073062,-17.150209220753965
Logar,2018,1,-10.737330541722663,-18.653466651807744
Nangarhar,2018,1,-9.279658313939835,-16.95592265622788
Nimroz,2018,1,-16.011329561533287,-25.90098157187566
Nuristan,2018,1,-7.853260307785417,-15.468282089507843
Paktya,2018,1,-10.80039772779001,-18.850611530316243
Samangan,2018,1,-12.077483464709514,-20.59994891689716
Sar-e-Pul,2018,1,-11.714902927529106,-20.499134397637288
Takhar,2018,1,-10.164051022580614,-19.459889696107954
Wardak,2018,1,-10.292668631868391,-18.402725943096094
Zabul,2018,1,-11.550469864548491,-19.882425862673728
Khost,2018,2,-8.834370473075072,-16.756015081238857
Paktika,2018,2,-11.878673506248004,-21.298889412594363
Daykundi,2018,2,-9.168824217050663,-17.463710720504128
Panjsher,2018,2,-8.502721437159975,-15.965240770580309
Parwan,2018,2,-9.299814866915659,-17.593971832763927
Uruzgan,2018,2,-9.290971846322943,-17.192719636837616
Badakhshan,2018,2,-8.730258135241858,-16.325894131730777
Badghis,2018,2,-13.512206549330458,-23.20656911570699
Baghlan,2018,2,-9.927323819687789,-18.92053494983263
Balkh,2018,2,-13.80083525344201,-23.92577839573683
Bamyan,2018,2,-10.731991038149028,-18.8603718612613
Farah,2018,2,-11.193138121322376,-19.57307824725535
Faryab,2018,2,-14.408179129961246,-24.35471919983183
Ghazni,2018,2,-11.949053499934955,-20.76803198758646
Ghor,2018,2,-11.09640104150524,-19.803829060842215
Hilmand,2018,2,-15.102916668586326,-23.63944211399816
Hirat,2018,2,-13.323897634599657,-22.569919916949708
Jawzjan,2018,2,-17.698128962483963,-27.079802497967826
Kabul,2018,2,-9.36495023886384,-17.908290948051956
Kandahar,2018,2,-15.94147861849174,-23.82907847818632
Kapisa,2018,2,-8.588223291665821,-17.029762300664498
Kunar,2018,2,-8.471801749250728,-16.026295029168676
Kunduz,2018,2,-13.668343814425066,-23.225664123755625
Laghman,2018,2,-8.973325686147357,-17.034413405258245
Logar,2018,2,-10.520691207963475,-19.153118470016008
Nangarhar,2018,2,-9.10458007965523,-17.003472694630844
Nimroz,2018,2,-16.114607710075447,-25.979106409447738
Nuristan,2018,2,-7.688147691519894,-15.062393334846002
Paktya,2018,2,-10.31710463568443,-19.005219817251167
Samangan,2018,2,-10.89536196618639,-20.28990997320933
Sar-e-Pul,2018,2,-11.342317552603582,-20.46628576578839
Takhar,2018,2,-8.649357763161893,-17.76714547931025
Wardak,2018,2,-10.613818776912842,-19.070884848182896
Zabul,2018,2,-12.021619331684473,-20.694459924950895
Khost,2018,3,-9.199088078978164,-16.811821829237463
Paktika,2018,3,-12.214986117397679,-21.417921887819958
Daykundi,2018,3,-9.184568030560476,-17.38925856706886
Panjsher,2018,3,-9.195954349458077,-16.558547083718494
Parwan,2018,3,-9.712177440599163,-17.75316814978091
Uruzgan,2018,3,-9.332216196594288,-17.367953496623777
Badakhshan,2018,3,-9.159730263655794,-16.792482549207996
Badghis,2018,3,-11.82020746134789,-22.087761245254743
Baghlan,2018,3,-10.034363458348198,-18.890990502154185
Balkh,2018,3,-14.659771484875183,-24.635320630591046
Bamyan,2018,3,-10.786124755065437,-19.056280952390768
Farah,2018,3,-11.429808856121323,-20.48957197044854
Faryab,2018,3,-13.65505406333658,-23.845419411986434
Ghazni,2018,3,-11.808918603216853,-20.74141241758076
Ghor,2018,3,-10.626771113631845,-19.52087577743962
Hilmand,2018,3,-15.307185335663267,-24.317814112377356
Hirat,2018,3,-12.876731644856097,-22.70768327833811
Jawzjan,2018,3,-18.332628787314274,-27.69427227323356
Kabul,2018,3,-9.73267183461575,-18.019739314872584
Kandahar,2018,3,-16.477667055741005,-24.599802454173048
Kapisa,2018,3,-8.940594950276166,-17.04755956973654
Kunar,2018,3,-8.484729119393776,-15.81148410807383
Kunduz,2018,3,-14.79412413820007,-23.79066113422042
Laghman,2018,3,-9.344707382895965,-17.26259154717759
