province,year,month,vv_db,vh_db
Logar,2018,3,-10.821576767824768,-19.260198367682296
Nangarhar,2018,3,-9.425068133443895,-16.90246810176215
Nimroz,2018,3,-17.179386668552294,-27.556368901678237
Nuristan,2018,3,-8.260063285643978,-15.554743280164683
Paktya,2018,3,-10.447140522623608,-18.90207043109362
Samangan,2018,3,-10.800973201766878,-20.17470962767545
Sar-e-Pul,2018,3,-11.55452562221045,-20.81295481179445
Takhar,2018,3,-9.257750454461686,-18.278518662641066
Wardak,2018,3,-10.661290822891171,-19.103091170340857
Zabul,2018,3,-11.518290597500181,-20.371394187181746
Khost,2018,4,-8.703041320645804,-16.328064676165493
Paktika,2018,4,-11.57781534388512,-20.497610873356557
Daykundi,2018,4,-8.791669084288268,-16.7657248530661
Panjsher,2018,4,-9.923313222252531,-18.18639485019287
Parwan,2018,4,-9.197849106484057,-17.428197842319385
Uruzgan,2018,4,-9.138026549748652,-16.66866464298537
Badakhshan,2018,4,-9.084393282314615,-17.246265538221728
Badghis,2018,4,-11.215266682069112,-21.41126745580292
Baghlan,2018,4,-9.924924130271854,-18.80734180699987
Balkh,2018,4,-14.462673526639453,-24.22325187473896
Bamyan,2018,4,-9.881669893770871,-18.761032840156155
Farah,2018,4,-11.290410620020243,-20.054922198653255
Faryab,2018,4,-13.986055645082144,-24.188571178239307
Ghazni,2018,4,-11.71889942359118,-20.354184737104035
Ghor,2018,4,-10.176980271509995,-18.80203964929427
Hilmand,2018,4,-15.172109459517023,-24.296683890471932
Hirat,2018,4,-12.816818764211979,-22.297413519931734
Jawzjan,2018,4,-18.378926758270556,-27.813573514263382
Kabul,2018,4,-8.955282877695597,-17.11706765527926
Kandahar,2018,4,-16.072204095877684,-24.291905506649787
Kapisa,2018,4,-8.30658602412467,-16.40169245393951
Kunar,2018,4,-8.127270158336213,-15.612032646389903
Kunduz,2018,4,-14.93317460789883,-23.745738018548185
Laghman,2018,4,-9.013394424450984,-17.049156139603944
Logar,2018,4,-9.824830397925739,-18.30945887726932
Nangarhar,2018,4,-9.040966075546825,-16.683708275732954
Nimroz,2018,4,-16.127721411965307,-27.001753595213476
Nuristan,2018,4,-8.721778223025801,-16.896266361598823
Paktya,2018,4,-9.380905822358175,-17.694558044981115
Samangan,2018,4,-9.736036753522926,-19.108860130396017
Sar-e-Pul,2018,4,-10.94634524087661,-20.206926900448817
Takhar,2018,4,-9.544338522240233,-18.04530716742448
Wardak,2018,4,-10.072463860967764,-18.799548572187128
Zabul,2018,4,-11.715816463704238,-20.080332822611567
Khost,2018,5,-9.366142441219708,-16.74326213454322
Paktika,2018,5,-11.929541641313673,-20.243405303828208
Daykundi,2018,5,-8.311823684477496,-16.2813046797401
Panjsher,2018,5,-9.680878391266138,-18.038857456453744
Parwan,2018,5,-8.85010152106018,-16.86171728245263
Uruzgan,2018,5,-9.024961103376667,-16.57014703006032
Badakhshan,2018,5,-9.145414238740813,-17.25921369861703
Badghis,2018,5,-11.186761853794302,-20.949516482993033
Baghlan,2018,5,-9.962980161423483,-18.605655567243456
Balkh,2018,5,-14.57637562840772,-23.992780964892862
Bamyan,2018,5,-9.644645981517847,-18.155238549373472
Farah,2018,5,-11.024756263141606,-19.791749117637487
Faryab,2018,5,-13.936909812397603,-23.999119374568973
Ghazni,2018,5,-11.328333047063127,-19.43521357038654
Ghor,2018,5,-9.655986912778484,-18.070932450193325
Hilmand,2018,5,-15.043722546823242,-24.12255355637339
Hirat,2018,5,-12.80555443721295,-22.07699746829143
Jawzjan,2018,5,-18.28075855864263,-27.954177029714455
Kabul,2018,5,-9.372360719017456,-17.2026708058283
Kandahar,2018,5,-16.361058817657923,-24.26746517188494
Kapisa,2018,5,-8.392842112365164,-16.267119193850828
Kunar,2018,5,-7.968075358870735,-15.285118741702545
Kunduz,2018,5,-15.022680587271298,-23.67692877595733
Laghman,2018,5,-9.07785169876527,-17.04604923985388
Logar,2018,5,-10.231196897706036,-18.178286420863113
Nangarhar,2018,5,-9.075048676238,-16.74487113274275
Nimroz,2018,5,-15.991451130075104,-26.872798327733733
Nuristan,2018,5,-9.066622198402525,-17.367052873090504
Paktya,2018,5,-10.031571336342326,-17.740141970867718
Samangan,2018,5,-9.874955927175693,-18.425879734469575
Sar-e-Pul,2018,5,-10.718599580463398,-19.805100500399963
Takhar,2018,5,-9.622083941297447,-17.794610947193984
Wardak,2018,5,-9.679525057813418,-17.856291539067467
Zabul,2018,5,-11.313108941367604,-19.543574751122208
Khost,2018,6,-8.962580103970915,-16.591402764649526
Paktika,2018,6,-11.646081449691488,-20.04530017028828
Daykundi,2018,6,-8.287218687661518,-15.516120070547126
Panjsher,2018,6,-8.629771569225937,-16.52224845770905
Parwan,2018,6,-8.35979796043755,-15.755316242724795
Uruzgan,2018,6,-8.409728191049043,-15.50780508781356
Badakhshan,2018,6,-9.164953533271687,-17.09944471695653
Badghis,2018,6,-12.71760895900262,-22.046954897419177
Baghlan,2018,6,-10.559646334691408,-18.847350016436387
Balkh,2018,6,-14.87117791385433,-24.194398370872296
Bamyan,2018,6,-9.686084587211097,-17.02988832158768
Farah,2018,6,-10.772937506041742,-19.171652383737335
Faryab,2018,6,-14.468004245264963,-24.147614315141933
Ghazni,2018,6,-11.077429017779536,-18.577515987794378
Ghor,2018,6,-9.908592417710404,-17.280355070495755
Hilmand,2018,6,-14.826261019065235,-23.83815648662962
Hirat,2018,6,-12.739183289494902,-21.794001760034504
Jawzjan,2018,6,-18.42605532369978,-27.93390206560783
Kabul,2018,6,-9.040667384954851,-16.45846775764397
Kandahar,2018,6,-16.010277348317665,-23.8829413455426
Kapisa,2018,6,-8.055156166956278,-15.482912716770464
Kunar,2018,6,-7.962435319299081,-15.197823666825581
Kunduz,2018,6,-15.68835811573638,-24.39776107977198
Laghman,2018,6,-8.793972380365632,-16.517233110072016
Logar,2018,6,-9.67512511953485,-17.25072584915254
Nangarhar,2018,6,-8.843419350537445,-16.22308601594803
Nimroz,2018,6,-15.822081890075806,-26.534687674721702
Nuristan,2018,6,-8.050955794240394,-16.104572777756054
Paktya,2018,6,-9.662466524136455,-17.172070874228652
Samangan,2018,6,-10.904484572271087,-18.621245398793764
Sar-e-Pul,2018,6,-11.073255299416068,-19.309111002876726
Takhar,2018,6,-10.105478469810237,-18.605847191955633
Wardak,2018,6,-9.390193592763387,-16.81924368046301
Zabul,2018,6,-11.13837083090941,-18.987126113147077
Khost,2018,7,-8.974285833115625,-16.600379018002677
Paktika,2018,7,-11.846285459008286,-20.496006439865038
Daykundi,2018,7,-8.123612456030346,-15.40068862110614
Panjsher,2018,7,-7.197465048946766,-14.617584323409886
Parwan,2018,7,-8.013948058016618,-15.304034706686124
Uruzgan,2018,7,-8.245511664202176,-15.317454428555635
Badakhshan,2018,7,-8.534941671504233,-16.23989167957818
Badghis,2018,7,-12.644321523498489,-22.34526843101704
Baghlan,2018,7,-10.166218094693551,-18.445214432148603
Balkh,2018,7,-15.001049073571405,-24.376515099179745
Bamyan,2018,7,-9.29906906260179,-16.5480790898199
Farah,2018,7,-10.650877472721008,-19.238686379121116
Faryab,2018,7,-14.362756098206537,-24.449059406636938
Ghazni,2018,7,-10.885273663218625,-18.64913129073232
Ghor,2018,7,-9.71503854695746,-17.302971063916104
Hilmand,2018,7,-14.810715041922393,-24.31726616722647
Hirat,2018,7,-12.79429738871098,-22.16071824431365
Jawzjan,2018,7,-18.338822280101194,-28.133370538833447
Kabul,2018,7,-9.026607821717892,-16.45658026365714
Kandahar,2018,7,-16.10000190063325,-24.48370913197798
Kapisa,2018,7,-7.919376394518509,-15.33616606370677
Kunar,2018,7,-8.109521691852924,-15.316470881739756
Kunduz,2018,7,-15.674569596658383,-24.566808209796893
Laghman,2018,7,-8.718187216165214,-16.543685752796794
Logar,2018,7,-9.694998313513032,-17.292633967401283
Nangarhar,2018,7,-8.89455840340833,-16.325086744272948
Nimroz,2018,7,-15.917452651600643,-27.350800933578547
Nuristan,2018,7,-7.22392658479684,-15.014725967288353
Paktya,2018,7,-9.850710022812823,-17.595495569416677
Samangan,2018,7,-10.70669265857891,-18.532991453229148
Sar-e-Pul,2018,7,-10.701736602833432,-19.06234376854672
Takhar,2018,7,-9.646026639659224,-18.388572329256384
Wardak,2018,7,-9.193407638301517,-16.669942123799053
Zabul,2018,7,-10.873955538294235,-18.971796877719168
Khost,2018,8,-9.118052382354573,-16.62015801165631
Paktika,2018,8,-11.929378612315718,-20.605438681464392
Daykundi,2018,8,-8.035471644322614,-15.31919421490598
Panjsher,2018,8,-7.005689441121193,-14.204934511740799
Parwan,2018,8,-8.085486367574577,-15.288227052262624
Uruzgan,2018,8,-8.186348888353647,-15.216783725966453
Badakhshan,2018,8,-8.227027324753056,-15.701536019368756
Badghis,2018,8,-12.796447479615452,-22.463223130326593
Baghlan,2018,8,-10.269235280753877,-18.510198993986208
Balkh,2018,8,-14.913805086971957,-24.295078598875772
Bamyan,2018,8,-9.257628818444516,-16.506331110627528
Farah,2018,8,-10.681255439225316,-19.208736645682862
Faryab,2018,8,-14.443281298783829,-24.579662150178404
Ghazni,2018,8,-11.006779427677017,-18.72192054109675
Ghor,2018,8,-9.772373616241273,-17.413650075197054
Hilmand,2018,8,-14.84334791670458,-24.262063652718837
Hirat,2018,8,-12.77059645482554,-22.21902014745993
Jawzjan,2018,8,-18.319402763400987,-28.1482138037442
Kabul,2018,8,-8.972448455466253,-16.359353824774093
Kandahar,2018,8,-16.15200695216321,-24.500081340744178
Kapisa,2018,8,-7.834336498834844,-15.093298277907104
Kunar,2018,8,-8.297616822610946,-15.37722651106073
Kunduz,2018,8,-15.78884520011448,-24.48710238261667
Laghman,2018,8,-8.756195851222774,-16.505634488188132
Logar,2018,8,-9.587577264981459,-17.145576161104756
Nangarhar,2018,8,-8.921720795419903,-16.298106051441078
Nimroz,2018,8,-15.898324521126796,-27.32895705831545
Nuristan,2018,8,-7.096336120654754,-14.670065578327819
Paktya,2018,8,-9.867870897381176,-17.60151400456239
Samangan,2018,8,-10.689055100256827,-18.589409496811047
Sar-e-Pul,2018,8,-10.699574295583258,-19.114890677216096
Takhar,2018,8,-9.865937193712707,-18.467660844901832
Wardak,2018,8,-9.29462210395709,-16.717625868797512
Zabul,2018,8,-10.969784144239027,-19.000496332501502
Khost,2018,9,-9.392629302211512,-16.727551217020252
Paktika,2018,9,-11.858956034315442,-20.552427797562153
Daykundi,2018,9,-8.15100668067702,-15.392041668522703
Panjsher,2018,9,-6.8986029082152065,-14.0646248391521
Parwan,2018,9,-7.935611059699345,-15.185668562319174
Uruzgan,2018,9,-8.276460804618159,-15.277372131025091
Badakhshan,2018,9,-8.339533995040853,-15.957090671544721
Badghis,2018,9,-12.827308631290414,-22.63506909443869
Baghlan,2018,9,-10.19514306793404,-18.483406711306564
Balkh,2018,9,-15.105159603527266,-24.574068556509875
Bamyan,2018,9,-9.326017898332001,-16.599632547428882
Farah,2018,9,-10.721931807767737,-19.22029120215018
Faryab,2018,9,-14.74249532878378,-24.842962735649945
Ghazni,2018,9,-10.948422725905028,-18.808823960039334
Ghor,2018,9,-9.792053603809451,-17.46061204004992
Hilmand,2018,9,-15.048051527883127,-24.371731018860345
Hirat,2018,9,-12.847436715548177,-22.333112182704294
Jawzjan,2018,9,-18.730257293069613,-28.593370437613316
Kabul,2018,9,-9.0543114983369,-16.441958335072222
Kandahar,2018,9,-16.064155403009885,-24.47515136236869
Kapisa,2018,9,-7.904346704502656,-15.113960637325649
Kunar,2018,9,-8.257088344702511,-15.582020242597304
Kunduz,2018,9,-15.936668148895256,-24.737256990113952
Laghman,2018,9,-8.854669237406453,-16.682527356036005
Logar,2018,9,-9.594947531111007,-17.099755894984106
Nangarhar,2018,9,-8.996826959304626,-16.46535838361951
Nimroz,2018,9,-15.991169954582787,-27.280759196406752
Nuristan,2018,9,-7.17745861400474,-14.903627964646105
Paktya,2018,9,-9.865064871502403,-17.554338991342078
Samangan,2018,9,-10.828550592102435,-18.818835316385766
Sar-e-Pul,2018,9,-10.934377281145704,-19.32013051750255
Takhar,2018,9,-9.756209523464257,-18.415326852987214
Wardak,2018,9,-9.117322182784399,-16.63351185370141
Zabul,2018,9,-11.059504480644643,-19.075284482574336
Khost,2018,10,-9.414255964985136,-17.096121955926417
Paktika,2018,10,-12.051500030960435,-20.9237576824699
Daykundi,2018,10,-8.410158835851918,-15.69613578488043
Panjsher,2018,10,-7.817106241700016,-15.669233675325694
Parwan,2018,10,-8.455387452958325,-16.085789107043553
Uruzgan,2018,10,-8.510655401232533,-15.548688269760845
Badakhshan,2018,10,-8.553357305671327,-16.607896775852783
Badghis,2018,10,-12.180778340380161,-22.36628100001361
Baghlan,2018,10,-10.594636886205926,-19.44393046380788
Balkh,2018,10,-15.501811192884459,-25.383665684537878
Bamyan,2018,10,-9.764854256128,-17.368926281845283
Farah,2018,10,-10.833785916669745,-19.422964245121918
Faryab,2018,10,-14.205597717330305,-24.75699707057808
Ghazni,2018,10,-11.256069489097074,-19.305504645687687
Ghor,2018,10,-9.97152569646252,-17.81626918126151
Hilmand,2018,10,-14.937439025856058,-24.389851925648962
Hirat,2018,10,-12.9045767539885,-22.584684129547547
Jawzjan,2018,10,-18.794335140496717,-28.92255763651352
Kabul,2018,10,-9.318614946768733,-17.00165889769749
Kandahar,2018,10,-16.560397994349017,-24.80236139301995
Kapisa,2018,10,-8.38516595520667,-16.158232837181547
Kunar,2018,10,-8.195420617400337,-15.654556041615853
Kunduz,2018,10,-16.180672427496432,-25.36438515215313
Laghman,2018,10,-8.990100237458634,-17.079823581396504
Logar,2018,10,-9.918185985588515,-17.7052478699054
Nangarhar,2018,10,-9.122334925139661,-16.945553788549006
Nimroz,2018,10,-16.032688848124234,-27.48716702856126
Nuristan,2018,10,-7.5801139726770845,-15.690416348965096
Paktya,2018,10,-10.112639239688999,-18.216168985901184
Samangan,2018,10,-11.345649557257035,-19.946663905318935
Sar-e-Pul,2018,10,-11.223904358910676,-20.068190716548266
Takhar,2018,10,-9.951578873537006,-19.171023992762432
Wardak,2018,10,-9.517654660637469,-17.245234685757367
Zabul,2018,10,-11.174580143352072,-19.374761487544664
Khost,2018,11,-9.519225450180668,-17.303546090701357
Paktika,2018,11,-12.156375526284764,-21.466634784035204
Daykundi,2018,11,-8.798039887020376,-17.19621759244137
Panjsher,2018,11,-8.246579003684335,-16.316453593590346
Parwan,2018,11,-8.935576753287364,-17.23493194447751
Uruzgan,2018,11,-9.045550424441736,-16.879782796626813
Badakhshan,2018,11,-8.601246393339462,-16.64102969036098
Badghis,2018,11,-11.393680855649757,-22.47251106977558
Baghlan,2018,11,-9.812179717079292,-19.207560427439198
Balkh,2018,11,-14.684861039312086,-25.614418916022174
Bamyan,2018,11,-10.30992462932437,-19.166087638736606
Farah,2018,11,-11.239052046637637,-20.743334370013375
Faryab,2018,11,-13.982960308173215,-25.32521282614232
Ghazni,2018,11,-11.852373007417448,-20.663982831368024
Ghor,2018,11,-10.372164896506302,-19.6158361542843
Hilmand,2018,11,-15.145576289312451,-25.121475849356106
Hirat,2018,11,-12.515737540166507,-23.105972764079127
Jawzjan,2018,11,-18.522969888112105,-29.347126386758408
Kabul,2018,11,-9.505407512662826,-17.617042164131284
Kandahar,2018,11,-16.25647808461502,-25.091333181544368
Kapisa,2018,11,-8.473676308488116,-16.82691935558094
Kunar,2018,11,-8.392058607227678,-16.061024913949822
Kunduz,2018,11,-15.082514370266285,-25.01874999019849
Laghman,2018,11,-9.223957123888736,-17.499806141351193
Logar,2018,11,-10.077289391668234,-18.489073263618106
Nangarhar,2018,11,-9.392572120354595,-17.214503229394058
Nimroz,2018,11,-16.105003546599352,-27.840296270431164
Nuristan,2018,11,-7.8682493420281725,-15.990317368157548
Paktya,2018,11,-10.288692330426725,-18.813740084735308
Samangan,2018,11,-10.971990549843728,-20.730981523450424
Sar-e-Pul,2018,11,-11.513293472444191,-21.369176869441894
Takhar,2018,11,-8.890437459324183,-18.38756607700361
Wardak,2018,11,-10.084648563934296,-18.685759342983747
Zabul,2018,11,-11.651053936892517,-20.340700923509036
Khost,2018,12,-9.37839998377914,-17.368887643429666
Paktika,2018,12,-12.644114103712656,-22.178804027972117
Daykundi,2018,12,-9.065055931460586,-17.32108835110362
Panjsher,2018,12,-8.221783041160098,-16.141875137159083
Parwan,2018,12,-9.32227298215261,-17.59957087917836
Uruzgan,2018,12,-9.234438862224255,-17.203440243491464
Badakhshan,2018,12,-8.641256733241313,-16.64540321365007
Badghis,2018,12,-13.172711102348746,-24.15780775051355
Baghlan,2018,12,-11.113400792322222,-20.36919172965976
Balkh,2018,12,-14.987928322244784,-25.978123581909887
Bamyan,2018,12,-10.686769366825361,-19.263127011080655
Farah,2018,12,-11.472094257658021,-20.666710832288185
Faryab,2018,12,-14.483271538651936,-25.688007540958793
Ghazni,2018,12,-12.194013082494818,-21.038843865052343
Ghor,2018,12,-11.122484224060688,-20.333645262313944
Hilmand,2018,12,-15.313434351823282,-25.199141942680466
Hirat,2018,12,-13.61559502400213,-23.965082549918833
Jawzjan,2018,12,-18.12929022830433,-29.022955373034286
Kabul,2018,12,-9.80190753988348,-18.194876982494055
Kandahar,2018,12,-16.705311632378955,-25.568272198188584
Kapisa,2018,12,-8.933913292985173,-17.384521427056622
Kunar,2018,12,-8.656681326937152,-16.36021193658796
Kunduz,2018,12,-15.355529904809297,-25.428656927660093
Laghman,2018,12,-9.054573881666956,-17.457643764293277
Logar,2018,12,-10.830309826660871,-19.454747085248002
Nangarhar,2018,12,-9.198829280897844,-17.234742137609818
Nimroz,2018,12,-16.251317317928258,-27.935426821697426
Nuristan,2018,12,-7.665025646326738,-15.64242013091435
Paktya,2018,12,-10.732992264606349,-19.49079514868775
Samangan,2018,12,-12.12396926901981,-21.61680996811311
Sar-e-Pul,2018,12,-11.22728384092375,-21.03453706572388
Takhar,2018,12,-9.624195332159106,-19.21500490433474
Wardak,2018,12,-10.643087386182321,-19.25671246793994
Zabul,2018,12,-11.866272609011924,-20.759634759569934
Khost,2019,1,-9.377981614021923,-17.608319706523663
Paktika,2019,1,-12.3259714102373,-22.280496801297105
Daykundi,2019,1,-9.450294266396378,-18.079497006275638
Panjsher,2019,1,-8.608043552530406,-16.343447118036476
Parwan,2019,1,-9.54618240437295,-18.168874025508327
Uruzgan,2019,1,-9.51249065156704,-17.701688234471444
Badakhshan,2019,1,-8.779053844212715,-16.515028731904493
Badghis,2019,1,-11.63866386883819,-22.793615146407312
Baghlan,2019,1,-9.70215535992356,-18.960609554973644
Balkh,2019,1,-13.050865758930318,-24.388389186710818
Bamyan,2019,1,-11.15118707579272,-19.75487818606065
Farah,2019,1,-11.555490756367282,-20.980447012027746
Faryab,2019,1,-13.97270551408061,-25.32346301217174
Ghazni,2019,1,-12.468466279766872,-21.876979132694842
Ghor,2019,1,-11.298111265460376,-20.7826310616361
Hilmand,2019,1,-15.482723446999003,-25.34061132844243
Hirat,2019,1,-13.610096154151101,-24.04667493648919
Jawzjan,2019,1,-18.15820040077423,-29.024610343447712
Kabul,2019,1,-9.715795685760646,-18.64013917644061
Kandahar,2019,1,-16.564527120698095,-25.63911013928458
Kapisa,2019,1,-8.749435571673859,-17.518459871348302
Kunar,2019,1,-8.814166934887707,-16.711759743026715
Kunduz,2019,1,-13.190242921240696,-23.54847938422073
Laghman,2019,1,-9.19622017025186,-17.654172281560793
Logar,2019,1,-10.946777460715406,-20.15685644398532
Nangarhar,2019,1,-9.496305439864804,-17.642582515081497
Nimroz,2019,1,-16.359199113603268,-27.992500628647495
Nuristan,2019,1,-8.041793941118556,-15.786948862259404
Paktya,2019,1,-10.723460724271478,-19.978291953977145
Samangan,2019,1,-10.815101698690217,-20.640805238351145
Sar-e-Pul,2019,1,-11.43061396924181,-21.278843513604397
Takhar,2019,1,-8.54773790406374,-17.671623402834605
Wardak,2019,1,-11.144400953915202,-19.96762070402264
Zabul,2019,1,-12.011860229002489,-21.41501428166887
Khost,2019,2,-9.201786435508524,-17.539636326838906
Paktika,2019,2,-11.936045382580382,-22.10127963090545
Daykundi,2019,2,-9.586195491138822,-18.190281583573224
Panjsher,2019,2,-8.457679734386028,-15.856681558206075
Parwan,2019,2,-9.42617340323022,-17.91397584149491
Uruzgan,2019,2,-9.357375102515244,-18.110735152522707
Badakhshan,2019,2,-8.678874305259171,-16.36833270590044
Badghis,2019,2,-10.650637743779424,-21.343885025037856
Baghlan,2019,2,-9.66901620829093,-19.013051615322514
Balkh,2019,2,-13.990084529862175,-25.255846899703393
Bamyan,2019,2,-10.939803576592372,-19.544409547786362
Farah,2019,2,-11.648682226886896,-21.673674766964545
Faryab,2019,2,-12.137891449506233,-23.32408187438046
Ghazni,2019,2,-12.212072359204384,-21.845690528008312
Ghor,2019,2,-11.495971075738197,-20.69662423872175
Hilmand,2019,2,-14.979359945761262,-25.72372094113771
Hirat,2019,2,-12.355365445725152,-23.25112265884996
Jawzjan,2019,2,-16.497917970145757,-27.890308074224688
Kabul,2019,2,-9.78418239268798,-18.73627368662769
Kandahar,2019,2,-15.804426630796637,-25.75371714204118
Kapisa,2019,2,-8.74114945005955,-17.4630388701349
Kunar,2019,2,-8.212357267399346,-15.820085533267703
Kunduz,2019,2,-13.235045755797358,-23.645989336311146
Laghman,2019,2,-8.760968798971104,-17.211687970835744
Logar,2019,2,-11.518634202409828,-20.747799009905755
Nangarhar,2019,2,-9.043803077961071,-17.517039473770346
Nimroz,2019,2,-16.092532610656665,-28.30675362216412
Nuristan,2019,2,-7.69302306927498,-14.814935183830631
Paktya,2019,2,-10.680191021801948,-19.894735599902514
Samangan,2019,2,-11.091229649102777,-20.926880793420036
Sar-e-Pul,2019,2,-10.854732184224916,-20.510737157517696
Takhar,2019,2,-8.468159799458368,-17.694995660448086
Wardak,2019,2,-11.04806660953274,-19.866293088490195
Zabul,2019,2,-11.256005808043781,-21.299038287546793
Khost,2019,3,-9.038914170435167,-17.304385497644642
Paktika,2019,3,-11.371609156023066,-21.5304226842372
Daykundi,2019,3,-10.046490284057306,-19.056205471987028
Panjsher,2019,3,-8.75081986258743,-16.62628714798179
Parwan,2019,3,-9.856503213042279,-18.61111939294175
Uruzgan,2019,3,-9.603476414512738,-18.655703288883206
Badakhshan,2019,3,-8.745493088445295,-16.856794094739797
Badghis,2019,3,-10.760560239835693,-20.923312016722328
Baghlan,2019,3,-9.828521652630126,-18.85455042280412
Balkh,2019,3,-13.57296415922505,-24.470446367415953
Bamyan,2019,3,-11.302468510226165,-20.195956959916455
Farah,2019,3,-11.626569821286596,-21.823892776676107
Faryab,2019,3,-12.26809470068764,-22.49058663531041
Ghazni,2019,3,-13.1974722810889,-22.7262046042951
Ghor,2019,3,-12.226876088483657,-21.731990015499075
Hilmand,2019,3,-15.142322010235892,-25.993121750431794
Hirat,2019,3,-12.862283767870812,-23.54200373324247
Jawzjan,2019,3,-16.83494799123449,-27.302195095753834
Kabul,2019,3,-9.69572995409948,-18.70213841603177
Kandahar,2019,3,-15.470647814838516,-25.62607494761557
Kapisa,2019,3,-8.818302681653957,-17.606212892016643
Kunar,2019,3,-8.28798709824211,-16.02951174272756
Kunduz,2019,3,-13.895967811887981,-22.873701395634402
Laghman,2019,3,-8.938626386186762,-17.45666995559219
Logar,2019,3,-11.73671307984815,-21.078646259153956
Nangarhar,2019,3,-9.081166830660083,-17.478868538534865
Nimroz,2019,3,-15.694481107860296,-28.548476362009804
Nuristan,2019,3,-7.659073430916006,-14.872906579366335
Paktya,2019,3,-10.794176225433954,-20.02060327498
Samangan,2019,3,-10.984700859816343,-20.924907697662952
Sar-e-Pul,2019,3,-11.011584355204825,-20.521818723723133
Takhar,2019,3,-9.067722630936638,-18.157155856899323
Wardak,2019,3,-11.964147272357726,-20.88204992830114
Zabul,2019,3,-11.288425127448166,-21.460467579082913
Khost,2019,4,-8.252650219457308,-16.48408341474798
Paktika,2019,4,-11.241079173981703,-20.815471354825533
Daykundi,2019,4,-8.471019049576604,-17.28233688885867
Panjsher,2019,4,-9.80848760935183,-18.60919782526054
Parwan,2019,4,-9.342574638383892,-18.376241494205633
Uruzgan,2019,4,-9.09107031434849,-17.637500475435584
Badakhshan,2019,4,-8.976322060199962,-17.53173054485096
Badghis,2019,4,-9.709836677860869,-18.320648804970876
Baghlan,2019,4,-9.211257557237044,-17.740525385521913
Balkh,2019,4,-12.775203053523544,-22.090515296386254
Bamyan,2019,4,-10.846722445384323,-20.14147335069596
Farah,2019,4,-11.418910574467432,-20.97773692884508
Faryab,2019,4,-10.485207828297163,-19.04863140276179
Ghazni,2019,4,-11.424775954871443,-21.014560266119588
Ghor,2019,4,-10.055920039684192,-19.5839586627836
Hilmand,2019,4,-15.019136369507097,-25.12353207032239
Hirat,2019,4,-12.375626648528742,-21.822947376531058
Jawzjan,2019,4,-15.054615161663532,-23.64244056868848
Kabul,2019,4,-8.326694731126489,-17.23966061988415
Kandahar,2019,4,-15.564680523032845,-24.323499249019278
Kapisa,2019,4,-7.925391990922923,-16.61640963710999
Kunar,2019,4,-8.144308789486228,-15.87418815028526
Kunduz,2019,4,-13.482572506664319,-21.52332479134733
Laghman,2019,4,-8.780523141603402,-17.389676086608603
Logar,2019,4,-9.553847675056785,-18.981967011326965
Nangarhar,2019,4,-8.927340390712619,-17.055240949412116
Nimroz,2019,4,-16.022350610894442,-28.394135601055115
Nuristan,2019,4,-9.00246492381562,-17.497959088315685
Paktya,2019,4,-8.77593992436848,-17.87613424007486
Samangan,2019,4,-9.147072452294356,-18.40967102186896
Sar-e-Pul,2019,4,-9.4538986780686,-18.27089247162646
Takhar,2019,4,-8.815591245744905,-17.26115626688653
Wardak,2019,4,-10.789159524261057,-20.27754220910529
Zabul,2019,4,-10.999777691347917,-20.43328056892959
Khost,2019,5,-8.864409067386145,-16.691337128302155
Paktika,2019,5,-11.4415266543256,-20.277096848883872
Daykundi,2019,5,-8.492888581090732,-16.61835260138836
Panjsher,2019,5,-10.110695702689359,-18.86326633760973
Parwan,2019,5,-9.033388639655698,-17.371123765394678
Uruzgan,2019,5,-8.852499177750085,-16.666602100135236
Badakhshan,2019,5,-9.265859361382196,-17.75996911560666
Badghis,2019,5,-11.457073542859463,-19.136240197540122
Baghlan,2019,5,-10.258075457039483,-18.511133960854444
Balkh,2019,5,-14.331401080952846,-23.16337073208434
Bamyan,2019,5,-9.40012509430981,-18.12837331488845
Farah,2019,5,-11.242103664112209,-20.328646015513222
Faryab,2019,5,-12.641495559445364,-20.586357683169545
Ghazni,2019,5,-11.001383804661929,-19.626851957530068
Ghor,2019,5,-10.253499997252055,-18.654180831065702
Hilmand,2019,5,-15.089602839886542,-24.728111990568845
Hirat,2019,5,-12.313833081428573,-20.81091281187557
Jawzjan,2019,5,-16.105638584716395,-23.84829725538735
Kabul,2019,5,-9.09746324242746,-17.324620963214098
Kandahar,2019,5,-15.246674210417678,-23.61382812763153
Kapisa,2019,5,-8.329629911864032,-16.65199005597275
Kunar,2019,5,-8.098678909809921,-15.706511404180842
Kunduz,2019,5,-14.958534890153127,-23.478980202413915
Laghman,2019,5,-9.076936652320837,-17.45410014752383
Logar,2019,5,-9.814756852948403,-18.47110474623194
Nangarhar,2019,5,-9.04159979678394,-16.845589010622373
Nimroz,2019,5,-16.058348769187266,-28.082984735563826
Nuristan,2019,5,-9.418134408458702,-18.174209537588116
Paktya,2019,5,-9.300729573818883,-17.706643146869723
Samangan,2019,5,-10.287136913439285,-18.746354583044507
Sar-e-Pul,2019,5,-10.793696859651844,-18.964966456249286
Takhar,2019,5,-10.08432660161089,-18.151867169358397
Wardak,2019,5,-9.590627653537702,-18.241066597698648
Zabul,2019,5,-11.274704038699097,-19.673131428240772
Khost,2019,6,-8.965674858815026,-16.895881940875444
Paktika,2019,6,-11.5691134173206,-20.033813054659262
