province,year,month,precip_total_mm
Takhar,2005,3,120.9480778948469
Wardak,2005,3,80.11415842383138
Zabul,2005,3,67.38820327381019
Khost,2005,4,40.627515869170004
Paktika,2005,4,25.05177844932502
Daykundi,2005,4,33.7053644462516
Panjsher,2005,4,48.08420580851374
Parwan,2005,4,47.036671312257305
Uruzgan,2005,4,28.863022520385332
Badakhshan,2005,4,74.61400059882132
Badghis,2005,4,18.95762259520533
Baghlan,2005,4,65.42357396382674
Balkh,2005,4,23.23042832455652
Bamyan,2005,4,40.55645694613983
Farah,2005,4,7.580620838980018
Faryab,2005,4,21.292046079895684
Ghazni,2005,4,29.661709497423974
Ghor,2005,4,20.711852866658347
Hilmand,2005,4,8.154136390621588
Hirat,2005,4,9.549461204207326
Jawzjan,2005,4,15.989363662835439
Kabul,2005,4,44.25982901843748
Kandahar,2005,4,10.22734066110177
Kapisa,2005,4,44.520677568492985
Kunar,2005,4,67.4750254978696
Kunduz,2005,4,46.095984456586024
Laghman,2005,4,54.25206552468802
Logar,2005,4,39.315356964699475
Nangarhar,2005,4,44.776315446072466
Nimroz,2005,4,2.6407843591417737
Nuristan,2005,4,62.75847540777516
Paktya,2005,4,37.7442663946524
Samangan,2005,4,42.334062132111505
Sar-e-Pul,2005,4,38.2279589967589
Takhar,2005,4,78.16535737041487
Wardak,2005,4,39.43934245272311
Zabul,2005,4,15.92485648672778
Khost,2005,5,45.166445531047195
Paktika,2005,5,18.960962014277328
Daykundi,2005,5,35.70362977454296
Panjsher,2005,5,53.861398463235716
Parwan,2005,5,52.28419811446303
Uruzgan,2005,5,13.398753837554162
Badakhshan,2005,5,91.77628060251594
Badghis,2005,5,37.444942633508376
Baghlan,2005,5,47.25297676348897
Balkh,2005,5,25.6567605554497
Bamyan,2005,5,38.54310565286285
Farah,2005,5,3.9832627013312703
Faryab,2005,5,36.96052716991508
Ghazni,2005,5,23.026175005440013
Ghor,2005,5,33.95830187498545
Hilmand,2005,5,2.863689073481605
Hirat,2005,5,12.732179450260137
Jawzjan,2005,5,22.876325331654126
Kabul,2005,5,50.0760136129068
Kandahar,2005,5,3.560901610924961
Kapisa,2005,5,53.3743397706174
Kunar,2005,5,61.277610127495066
Kunduz,2005,5,41.34817783712912
Laghman,2005,5,55.83460058922903
Logar,2005,5,47.42225216435304
Nangarhar,2005,5,35.16538959985512
Nimroz,2005,5,0.6744354730219386
Nuristan,2005,5,54.46623054461052
Paktya,2005,5,40.432625411678444
Samangan,2005,5,41.437574456401045
Sar-e-Pul,2005,5,41.31159156376288
Takhar,2005,5,68.24245770765825
Wardak,2005,5,44.56816471322371
Zabul,2005,5,8.432650509068795
Khost,2005,6,25.88682507213961
Paktika,2005,6,4.582178414600073
Daykundi,2005,6,3.7437777504032033
Panjsher,2005,6,15.231549923693846
Parwan,2005,6,8.100815622233839
Uruzgan,2005,6,0.37688846819679167
Badakhshan,2005,6,28.648196292992477
Badghis,2005,6,0.28492220717954847
Baghlan,2005,6,7.682985067623969
Balkh,2005,6,2.7122370303705616
Bamyan,2005,6,5.173266032525273
Farah,2005,6,0.050436171863139465
Faryab,2005,6,1.3590225391868211
Ghazni,2005,6,1.6725712420973349
Ghor,2005,6,1.839621290086473
Hilmand,2005,6,0.059472047697125635
Hirat,2005,6,0.21331933482075316
Jawzjan,2005,6,1.5938777132354824
Kabul,2005,6,5.688675925426909
Kandahar,2005,6,0.09785577118460626
Kapisa,2005,6,7.240320684310071
Kunar,2005,6,15.582936067873137
Kunduz,2005,6,2.9742712435641105
Laghman,2005,6,12.928784517857153
Logar,2005,6,6.185427075411869
Nangarhar,2005,6,13.646505806823845
Nimroz,2005,6,0.006254481087388496
Nuristan,2005,6,14.45925619013862
Paktya,2005,6,12.748686967652915
Samangan,2005,6,4.304941744699568
Sar-e-Pul,2005,6,2.4144087287855895
Takhar,2005,6,11.560823717387807
Wardak,2005,6,5.343802342744977
Zabul,2005,6,0.15340831590443219
Khost,2005,7,56.077769313746906
Paktika,2005,7,18.69532485317273
Daykundi,2005,7,0.5500348311364763
Panjsher,2005,7,6.87372432268618
Parwan,2005,7,1.190428066481707
Uruzgan,2005,7,0.6862802657125624
Badakhshan,2005,7,22.896978358128024
Badghis,2005,7,0
Baghlan,2005,7,2.0936327467252625
Balkh,2005,7,0
Bamyan,2005,7,0.032851260626365474
Farah,2005,7,0
Faryab,2005,7,0
Ghazni,2005,7,0.7893419345483715
Ghor,2005,7,0.09812906193746601
Hilmand,2005,7,0
Hirat,2005,7,0.007550039295380336
Jawzjan,2005,7,0
Kabul,2005,7,1.5972197930727536
Kandahar,2005,7,0.20004976359278284
Kapisa,2005,7,1.784216497670588
Kunar,2005,7,24.568699869314273
Kunduz,2005,7,0
Laghman,2005,7,3.8793637642767136
Logar,2005,7,3.5165463125238485
Nangarhar,2005,7,12.47907639417713
Nimroz,2005,7,0
Nuristan,2005,7,10.002264723891082
Paktya,2005,7,17.393758837138993
Samangan,2005,7,0
Sar-e-Pul,2005,7,0
Takhar,2005,7,7.025138972521862
Wardak,2005,7,0.146843046123319
Zabul,2005,7,1.5887581783645293
Khost,2005,8,45.83106958553133
Paktika,2005,8,5.871683393667789
Daykundi,2005,8,0.43616377925852867
Panjsher,2005,8,1.072168938021841
Parwan,2005,8,0.1729923424915953
Uruzgan,2005,8,0.10510037045429468
Badakhshan,2005,8,12.185207629411199
Badghis,2005,8,0
Baghlan,2005,8,0.46672386450676945
Balkh,2005,8,0
Bamyan,2005,8,0.011680127313786919
Farah,2005,8,1.3379381423741411e-12
Faryab,2005,8,0
Ghazni,2005,8,0.12491879494401097
Ghor,2005,8,0.05745665037331265
Hilmand,2005,8,0
Hirat,2005,8,0
Jawzjan,2005,8,0
Kabul,2005,8,0.9860077565594549
Kandahar,2005,8,0.0013149566398975296
Kapisa,2005,8,0.5202496719465945
Kunar,2005,8,36.863010710203554
Kunduz,2005,8,0
Laghman,2005,8,8.10760624846387
Logar,2005,8,3.20558702840273
Nangarhar,2005,8,20.33870848538143
Nimroz,2005,8,0
Nuristan,2005,8,9.573008972462814
Paktya,2005,8,15.016863294810104
Samangan,2005,8,0
Sar-e-Pul,2005,8,0
Takhar,2005,8,1.5210785914794374
Wardak,2005,8,0
Zabul,2005,8,0.0736340870717654
Khost,2005,9,25.22268358553312
Paktika,2005,9,3.8927480554260407
Daykundi,2005,9,0.3997649676981592
Panjsher,2005,9,2.1495867620187656
Parwan,2005,9,1.4248292699815635
Uruzgan,2005,9,0
Badakhshan,2005,9,2.527362417632095
Badghis,2005,9,0
Baghlan,2005,9,0.21525553986022036
Balkh,2005,9,0.00824966059562235
Bamyan,2005,9,0.00017956294411862272
Farah,2005,9,0
Faryab,2005,9,0.0011058966598175056
Ghazni,2005,9,0.8795558737934389
Ghor,2005,9,0.0307426541927949
Hilmand,2005,9,0
Hirat,2005,9,0
Jawzjan,2005,9,0.008507164947523535
Kabul,2005,9,1.3601837867016229
Kandahar,2005,9,0.048900946863460526
Kapisa,2005,9,3.2043740772610074
Kunar,2005,9,22.359990203929883
Kunduz,2005,9,0
Laghman,2005,9,7.493623173582425
Logar,2005,9,1.8524165710286276
Nangarhar,2005,9,9.235117499733018
Nimroz,2005,9,0.005409460277467014
Nuristan,2005,9,7.290096708371597
Paktya,2005,9,9.002711791754562
Samangan,2005,9,0
Sar-e-Pul,2005,9,0
Takhar,2005,9,0.8098564397466391
Wardak,2005,9,0.15328756926884207
Zabul,2005,9,0.511987963096741
Khost,2005,10,1.6605166914051777
Paktika,2005,10,0.008495129535513242
Daykundi,2005,10,2.4441504996292127
Panjsher,2005,10,10.27068559140642
Parwan,2005,10,2.430841249366163
Uruzgan,2005,10,0.051546794271368386
Badakhshan,2005,10,13.023731400323594
Badghis,2005,10,0.9958003327172029
Baghlan,2005,10,5.422585624887804
Balkh,2005,10,0.04325999788935733
Bamyan,2005,10,1.3302879791548243
Farah,2005,10,0
Faryab,2005,10,0.176102435495158
Ghazni,2005,10,0.26426112335098295
Ghor,2005,10,2.4023785128085806
Hilmand,2005,10,0
Hirat,2005,10,0.2693534423707376
Jawzjan,2005,10,0
Kabul,2005,10,0.324092255344969
Kandahar,2005,10,0.013193829611382392
Kapisa,2005,10,4.588987193824628
Kunar,2005,10,18.70550385964646
Kunduz,2005,10,0
Laghman,2005,10,3.7308107104390764
Logar,2005,10,0.41130296085389023
Nangarhar,2005,10,4.91767973329972
Nimroz,2005,10,0.01151247906195106
Nuristan,2005,10,12.371311673548886
Paktya,2005,10,0.9994850876332542
Samangan,2005,10,0.12298285061275455
Sar-e-Pul,2005,10,0.24454204396170293
Takhar,2005,10,6.005128165649286
Wardak,2005,10,0.15257011053461647
Zabul,2005,10,0.0038437720930282232
Khost,2005,11,6.187182030809714
Paktika,2005,11,4.286997930457566
Daykundi,2005,11,26.064084233191938
Panjsher,2005,11,33.315131945311656
Parwan,2005,11,28.27876541808097
Uruzgan,2005,11,18.39956895578307
Badakhshan,2005,11,32.10599217397612
Badghis,2005,11,23.788498169009333
Baghlan,2005,11,33.68477874376321
Balkh,2005,11,14.640275794557894
Bamyan,2005,11,30.82695673957738
Farah,2005,11,6.314875800642096
Faryab,2005,11,25.025126536449786
Ghazni,2005,11,24.339743934243664
Ghor,2005,11,25.835415553646204
Hilmand,2005,11,3.8387662777370615
Hirat,2005,11,16.96940825673416
Jawzjan,2005,11,14.054682762698798
Kabul,2005,11,23.84839011158125
Kandahar,2005,11,5.981793647868686
Kapisa,2005,11,25.844925168219834
Kunar,2005,11,26.20211014375551
Kunduz,2005,11,21.16173772265065
Laghman,2005,11,15.867917895610464
Logar,2005,11,16.420745864975906
Nangarhar,2005,11,11.378453486436987
Nimroz,2005,11,1.5378390805525948
Nuristan,2005,11,26.526273580870193
Paktya,2005,11,12.343887758956658
Samangan,2005,11,28.90248479692321
Sar-e-Pul,2005,11,38.918754974937244
Takhar,2005,11,33.97811719910216
Wardak,2005,11,26.876065916416493
Zabul,2005,11,11.112346860963104
Khost,2005,12,7.3006869209213425
Paktika,2005,12,12.248691098419492
Daykundi,2005,12,8.994973071897585
Panjsher,2005,12,12.5477471344087
Parwan,2005,12,15.016566658133183
Uruzgan,2005,12,15.950159632533337
Badakhshan,2005,12,19.97505765765951
Badghis,2005,12,24.935877217932326
Baghlan,2005,12,20.36436545778184
Balkh,2005,12,22.44014195953693
Bamyan,2005,12,12.811533725583898
Farah,2005,12,6.59225919189265
Faryab,2005,12,31.748814236726922
Ghazni,2005,12,10.460256969613898
Ghor,2005,12,12.83005566302389
Hilmand,2005,12,10.569763808922222
Hirat,2005,12,12.740682712244515
Jawzjan,2005,12,24.790518924735913
Kabul,2005,12,12.085731574241722
Kandahar,2005,12,19.42315788292538
Kapisa,2005,12,12.096923423233761
Kunar,2005,12,13.196767561457818
Kunduz,2005,12,23.37966902421712
Laghman,2005,12,10.440962292043292
Logar,2005,12,11.687700443578844
Nangarhar,2005,12,11.56141820349369
Nimroz,2005,12,6.254892738603383
Nuristan,2005,12,9.96249859263449
Paktya,2005,12,12.365576928699893
Samangan,2005,12,23.57383191280019
Sar-e-Pul,2005,12,28.124909073904263
Takhar,2005,12,29.629605510163678
Wardak,2005,12,8.22510280682434
Zabul,2005,12,18.961901850957286
Khost,2006,1,44.13605101018495
Paktika,2006,1,42.68466087012672
Daykundi,2006,1,49.85728604575614
Panjsher,2006,1,79.40112265002925
Parwan,2006,1,86.55860732742934
Uruzgan,2006,1,59.578708133920095
Badakhshan,2006,1,67.41681160186214
Badghis,2006,1,62.297147945741976
Baghlan,2006,1,60.02931560029529
Balkh,2006,1,78.6198087378169
Bamyan,2006,1,43.44116436510199
Farah,2006,1,38.19186597147567
Faryab,2006,1,56.56402264027195
Ghazni,2006,1,35.618025169077576
Ghor,2006,1,50.39429385708973
Hilmand,2006,1,38.30803652743894
Hirat,2006,1,56.10072593645433
Jawzjan,2006,1,71.94482006654083
Kabul,2006,1,80.71031418109352
Kandahar,2006,1,47.44349621505542
Kapisa,2006,1,87.87145473218209
Kunar,2006,1,86.54663441197035
Kunduz,2006,1,69.61427268909652
Laghman,2006,1,58.503148142139295
Logar,2006,1,57.65485743602325
Nangarhar,2006,1,50.27743168883061
Nimroz,2006,1,29.29640927854614
Nuristan,2006,1,77.97843160549391
Paktya,2006,1,55.32839298037501
Samangan,2006,1,52.85289933139363
Sar-e-Pul,2006,1,56.21914816295258
Takhar,2006,1,75.6106603633009
Wardak,2006,1,52.03314504757112
Zabul,2006,1,44.24074877688252
Khost,2006,2,41.98279835091491
Paktika,2006,2,40.097299270607046
Daykundi,2006,2,67.74624715170961
Panjsher,2006,2,68.506901957686
Parwan,2006,2,69.21719551131044
Uruzgan,2006,2,74.23474859743037
Badakhshan,2006,2,57.92858450510223
Badghis,2006,2,63.77791932975414
Baghlan,2006,2,95.74027003157964
Balkh,2006,2,61.6570707435961
Bamyan,2006,2,61.62286580728589
Farah,2006,2,25.651111625032268
Faryab,2006,2,82.29441671395172
Ghazni,2006,2,59.14334654847142
Ghor,2006,2,68.26653101050869
Hilmand,2006,2,28.74576718772264
Hirat,2006,2,36.323411315132375
Jawzjan,2006,2,59.95488441517046
Kabul,2006,2,60.62291348605376
Kandahar,2006,2,37.46380669443068
Kapisa,2006,2,65.47148406547723
Kunar,2006,2,43.006529491568635
Kunduz,2006,2,85.46386975785296
Laghman,2006,2,41.40198635658853
Logar,2006,2,73.25490168706537
Nangarhar,2006,2,35.43126428256671
Nimroz,2006,2,15.60586715613298
Nuristan,2006,2,49.59984968086143
Paktya,2006,2,67.45041324444801
Samangan,2006,2,88.28230985319934
Sar-e-Pul,2006,2,88.2989430784082
Takhar,2006,2,108.5397090613192
Wardak,2006,2,52.43115579260439
Zabul,2006,2,71.81717065759312
Khost,2006,3,60.30872484924962
Paktika,2006,3,37.85497710748795
Daykundi,2006,3,47.53900743709172
Panjsher,2006,3,100.10346793899518
Parwan,2006,3,80.81136388074303
Uruzgan,2006,3,51.52486994153202
Badakhshan,2006,3,63.276174222357156
Badghis,2006,3,62.97557195189248
Baghlan,2006,3,113.10170242558584
Balkh,2006,3,66.12643293387748
Bamyan,2006,3,59.59550260523417
Farah,2006,3,22.750917843939668
Faryab,2006,3,71.89021445358996
Ghazni,2006,3,41.81432253014475
Ghor,2006,3,52.454952887461694
Hilmand,2006,3,19.71270194489367
Hirat,2006,3,38.125509686161834
Jawzjan,2006,3,51.2574909391335
Kabul,2006,3,74.07900178664062
Kandahar,2006,3,28.085217276545848
Kapisa,2006,3,93.652151347222
Kunar,2006,3,67.78519901581704
Kunduz,2006,3,80.38467043993019
Laghman,2006,3,80.52495516528082
Logar,2006,3,75.74895304148055
Nangarhar,2006,3,67.29412065969053
Nimroz,2006,3,8.825970063238465
Nuristan,2006,3,74.31961085950978
Paktya,2006,3,71.0802408316876
Samangan,2006,3,94.05232669021788
Sar-e-Pul,2006,3,93.83534165385834
Takhar,2006,3,117.65577522883292
Wardak,2006,3,50.4907791304773
Zabul,2006,3,41.549852496504364
Khost,2006,4,54.66437699811044
Paktika,2006,4,33.685424539676525
Daykundi,2006,4,44.924314966986145
Panjsher,2006,4,45.030631884486944
Parwan,2006,4,55.91188697492941
Uruzgan,2006,4,29.31398760410833
Badakhshan,2006,4,55.460734438898804
Badghis,2006,4,35.934343872036365
Baghlan,2006,4,68.13435944198729
Balkh,2006,4,26.705444960176887
Bamyan,2006,4,42.24389413731357
Farah,2006,4,9.613182758111082
Faryab,2006,4,39.87088965422443
Ghazni,2006,4,41.219087771486016
Ghor,2006,4,37.53108805622653
Hilmand,2006,4,9.728124897530448
Hirat,2006,4,25.084599877703184
Jawzjan,2006,4,25.099434271766828
Kabul,2006,4,48.798906924223274
Kandahar,2006,4,15.477036796032252
Kapisa,2006,4,42.470169934825584
Kunar,2006,4,43.82905442336785
Kunduz,2006,4,61.08257920935137
Laghman,2006,4,42.030602518943674
Logar,2006,4,54.22848898758295
Nangarhar,2006,4,49.98171161915507
Nimroz,2006,4,4.738468055681409
Nuristan,2006,4,36.63263859831957
Paktya,2006,4,59.9383492110912
Samangan,2006,4,44.834009469170226
Sar-e-Pul,2006,4,48.81172290515108
Takhar,2006,4,90.31357320771956
Wardak,2006,4,47.147582911314124
Zabul,2006,4,27.878997519743287
Khost,2006,5,17.557383041546668
Paktika,2006,5,7.228978784614891
Daykundi,2006,5,9.066140092501252
Panjsher,2006,5,16.132457259209527
Parwan,2006,5,17.53830217530641
Uruzgan,2006,5,3.1928297045567042
Badakhshan,2006,5,21.454500327201224
Badghis,2006,5,6.793594246664976
Baghlan,2006,5,13.91170555438797
Balkh,2006,5,3.227570657740052
Bamyan,2006,5,12.057453681040656
Farah,2006,5,0.9626999443471339
Faryab,2006,5,5.7701613452210365
Ghazni,2006,5,9.324217863793661
Ghor,2006,5,7.953420666390167
Hilmand,2006,5,0.6262275472150124
Hirat,2006,5,2.133955650892326
Jawzjan,2006,5,0.8465848333675478
Kabul,2006,5,7.920011237256461
Kandahar,2006,5,0.2971736915966797
Kapisa,2006,5,11.889678001038291
Kunar,2006,5,11.715722095764836
Kunduz,2006,5,7.961228826734896
Laghman,2006,5,9.835038724260631
Logar,2006,5,8.900466714209152
Nangarhar,2006,5,11.212795794064439
Nimroz,2006,5,0.008175082585668531
Nuristan,2006,5,11.134857683581334
Paktya,2006,5,13.261195620763534
Samangan,2006,5,10.713517449371674
Sar-e-Pul,2006,5,8.246068575791359
Takhar,2006,5,16.65361066845863
Wardak,2006,5,11.046081674549674
Zabul,2006,5,3.1824693938293174
Khost,2006,6,22.3606464024333
Paktika,2006,6,2.9908244126471897
Daykundi,2006,6,0.1819719484874005
Panjsher,2006,6,7.596512318327099
Parwan,2006,6,1.4043770256446462
Uruzgan,2006,6,0.08062764012781165
Badakhshan,2006,6,20.846773995698044
Badghis,2006,6,0
Baghlan,2006,6,2.297571861001636
Balkh,2006,6,0
Bamyan,2006,6,0.11419725167741741
Farah,2006,6,0
Faryab,2006,6,0
Ghazni,2006,6,0.1792414044078459
Ghor,2006,6,0.08461240798932418
Hilmand,2006,6,0
Hirat,2006,6,0.014165231849162815
Jawzjan,2006,6,0
Kabul,2006,6,0.5271037762989659
Kandahar,2006,6,0
Kapisa,2006,6,0.6372843455967775
Kunar,2006,6,8.095430640378007
Kunduz,2006,6,0
Laghman,2006,6,4.406885787164862
Logar,2006,6,1.608842823505929
Nangarhar,2006,6,7.583881904043392
Nimroz,2006,6,0
Nuristan,2006,6,6.83440917713143
Paktya,2006,6,6.724890457649702
Samangan,2006,6,0.004051770800104873
Sar-e-Pul,2006,6,0
Takhar,2006,6,5.970285223044197
Wardak,2006,6,0.3514169002358735
Zabul,2006,6,0.05955581803452622
Khost,2006,7,37.01437292922805
Paktika,2006,7,21.049136641706607
Daykundi,2006,7,0.5777044356868485
Panjsher,2006,7,6.877210983227887
Parwan,2006,7,1.3010100816685093
Uruzgan,2006,7,0.6928003200557591
Badakhshan,2006,7,26.952413086294243
Badghis,2006,7,0
Baghlan,2006,7,2.1825384102373455
Balkh,2006,7,0
Bamyan,2006,7,0.0723235343710851
Farah,2006,7,0
Faryab,2006,7,0
Ghazni,2006,7,3.3749433467302943
Ghor,2006,7,0.09833271774719377
Hilmand,2006,7,0.007482789779164977
Hirat,2006,7,0.0075500350469701995
Jawzjan,2006,7,0
Kabul,2006,7,2.1795472753628684
Kandahar,2006,7,0.9969916895777114
Kapisa,2006,7,2.1270648071813825
Kunar,2006,7,24.98731989949417
Kunduz,2006,7,0
Laghman,2006,7,4.805505785980131
Logar,2006,7,6.045179276968375
Nangarhar,2006,7,12.603297516466712
Nimroz,2006,7,0.007821156666816894
Nuristan,2006,7,8.997945620952164
Paktya,2006,7,20.565553608260736
Samangan,2006,7,0
Sar-e-Pul,2006,7,0
Takhar,2006,7,7.083113339319627
Wardak,2006,7,0.9914944873645111
Zabul,2006,7,3.3208914148629405
Khost,2006,8,112.43055636994558
Paktika,2006,8,24.885083728204805
Daykundi,2006,8,0.436036611398131
Panjsher,2006,8,1.0146017944797496
Parwan,2006,8,0.29374649977010137
Uruzgan,2006,8,0.09609309711069418
Badakhshan,2006,8,12.286014459277206
Badghis,2006,8,0
Baghlan,2006,8,0.46892176883233166
Balkh,2006,8,0
Bamyan,2006,8,0.005759474504585808
Farah,2006,8,0
Faryab,2006,8,0
Ghazni,2006,8,1.4990914630197731
Ghor,2006,8,0.05745636944748103
Hilmand,2006,8,0.16678673781144632
Hirat,2006,8,0
Jawzjan,2006,8,0
Kabul,2006,8,3.5177932432162775
Kandahar,2006,8,1.1265027448846177
Kapisa,2006,8,1.1935176472070526
Kunar,2006,8,44.9574758552392
Kunduz,2006,8,0
Laghman,2006,8,10.844260846911562
Logar,2006,8,8.224904221971949
Nangarhar,2006,8,23.329053656576754
Nimroz,2006,8,0.0025550838534202994
Nuristan,2006,8,13.06630058772642
Paktya,2006,8,36.88856889010632
Samangan,2006,8,0
Sar-e-Pul,2006,8,0
Takhar,2006,8,1.5356249497531833
Wardak,2006,8,0.5792434729877362
Zabul,2006,8,1.9044932703085153
Khost,2006,9,20.331561807687436
Paktika,2006,9,1.62439662880256
Daykundi,2006,9,0.3945851805581935
Panjsher,2006,9,3.967820040161718
Parwan,2006,9,2.205367646014566
Uruzgan,2006,9,0
Badakhshan,2006,9,2.917479626044051
Badghis,2006,9,0.0030084690470922773
Baghlan,2006,9,0.30335523175465684
Balkh,2006,9,0.01989383086428682
Bamyan,2006,9,0.00017559767249882534
Farah,2006,9,0
Faryab,2006,9,0
Ghazni,2006,9,0.4138374439782169
Ghor,2006,9,0.036237183277198534
Hilmand,2006,9,0
Hirat,2006,9,0.00025028238315763984
Jawzjan,2006,9,0.011132381210490861
Kabul,2006,9,0.9590605022226533
Kandahar,2006,9,0
Kapisa,2006,9,5.0689610484973215
Kunar,2006,9,29.29070618758424
Kunduz,2006,9,0.0066294596333640035
Laghman,2006,9,10.74682758296896
Logar,2006,9,1.1578926595719021
Nangarhar,2006,9,9.727247883420477
Nimroz,2006,9,0.005409458332199475
Nuristan,2006,9,11.706128321691764
Paktya,2006,9,6.545810056200987
Samangan,2006,9,0.01946255106569118
Sar-e-Pul,2006,9,0
Takhar,2006,9,0.8625688853438812
Wardak,2006,9,0.00030778228329185806
Zabul,2006,9,0.21798645256534196
Khost,2006,10,14.5551065578291
Paktika,2006,10,0.7937997724012829
Daykundi,2006,10,5.057516656552937
Panjsher,2006,10,14.86507955430309
Parwan,2006,10,9.05711731042851
Uruzgan,2006,10,1.561124577660888
Badakhshan,2006,10,15.818575865569525
Badghis,2006,10,7.077515069105041
Baghlan,2006,10,12.662180842893022
Balkh,2006,10,4.181174334627861
Bamyan,2006,10,6.466357636343563
Farah,2006,10,1.191253158564169
Faryab,2006,10,6.024451382535242
Ghazni,2006,10,2.1060407272398436
Ghor,2006,10,5.368194128458948
Hilmand,2006,10,0.46788984792201654
Hirat,2006,10,1.945638385321261
Jawzjan,2006,10,3.721306163417164
Kabul,2006,10,7.102944655265909
Kandahar,2006,10,0.12526187681814027
Kapisa,2006,10,10.467813065059952
Kunar,2006,10,22.754243328065705
Kunduz,2006,10,5.750540718445543
Laghman,2006,10,12.307342623708976
Logar,2006,10,3.331384767109387
Nangarhar,2006,10,14.142320708864826
Nimroz,2006,10,0.28015201081661467
Nuristan,2006,10,11.737943627542576
Paktya,2006,10,6.501161406306923
Samangan,2006,10,6.819473371040175
Sar-e-Pul,2006,10,6.359199300054559
Takhar,2006,10,15.456911131213474
Wardak,2006,10,4.735611391524583
Zabul,2006,10,0.2076461438417347
Khost,2006,11,26.918322131895447
Paktika,2006,11,24.082929057267307
Daykundi,2006,11,57.71061699465852
Panjsher,2006,11,71.41197458014486
Parwan,2006,11,55.45468424737862
Uruzgan,2006,11,44.223939521966855
Badakhshan,2006,11,56.09121429514821
Badghis,2006,11,51.37259403699722
Baghlan,2006,11,70.30538385126304
Balkh,2006,11,31.03691759005905
Bamyan,2006,11,47.1283373844854
Farah,2006,11,18.109113664247182
Faryab,2006,11,48.759813807155055
Ghazni,2006,11,42.33799453206875
Ghor,2006,11,61.940165180472306
Hilmand,2006,11,13.225260978435838
Hirat,2006,11,44.839316110984015
Jawzjan,2006,11,28.00292017151218
Kabul,2006,11,48.241395123359126
Kandahar,2006,11,14.811664738642824
Kapisa,2006,11,51.39575624963707
Kunar,2006,11,55.94433888973494
Kunduz,2006,11,58.343903150182676
Laghman,2006,11,40.69101380339308
Logar,2006,11,45.9312914439673
Nangarhar,2006,11,33.153735235482024
Nimroz,2006,11,5.637735534881812
Nuristan,2006,11,47.3026045485911
Paktya,2006,11,39.02290650223737
Samangan,2006,11,56.71392721265515
Sar-e-Pul,2006,11,81.03208076157905
Takhar,2006,11,79.44583807766372
Wardak,2006,11,39.53332613557855
Zabul,2006,11,32.870680413823436
Khost,2006,12,50.80616242500963
Paktika,2006,12,48.29588424754956
Daykundi,2006,12,56.570827627268436
Panjsher,2006,12,72.39183653071366
Parwan,2006,12,70.46595128558938
Uruzgan,2006,12,72.93691940866833
Badakhshan,2006,12,49.84752199050299
Badghis,2006,12,58.2275839856751
Baghlan,2006,12,70.0594617306422
Balkh,2006,12,44.09220727006498
Bamyan,2006,12,45.73868247755945
Farah,2006,12,25.390840802125815
Faryab,2006,12,43.04561259443859
Ghazni,2006,12,69.3207843243067
Ghor,2006,12,66.6453717712169
Hilmand,2006,12,25.771439340303466
Hirat,2006,12,47.23576019271266
Jawzjan,2006,12,38.061618921526446
Kabul,2006,12,89.36964513542627
Kandahar,2006,12,36.71409637248408
Kapisa,2006,12,80.20246105673682
Kunar,2006,12,87.04030744895121
Kunduz,2006,12,56.62739012299592
Laghman,2006,12,58.96698113979795
Logar,2006,12,96.01843701707445
Nangarhar,2006,12,58.44771306713495
Nimroz,2006,12,9.62548538044468
Nuristan,2006,12,63.245103317459325
Paktya,2006,12,90.89890342342066
Samangan,2006,12,46.697730787734216
Sar-e-Pul,2006,12,37.137194050777595
Takhar,2006,12,74.58096408749792
Wardak,2006,12,65.30063798389851
Zabul,2006,12,66.750618218541
Khost,2007,1,12.78964763912166
Paktika,2007,1,17.04473487820706
Daykundi,2007,1,41.576861375861206
Panjsher,2007,1,13.087776349895487
Parwan,2007,1,19.350070615820897
Uruzgan,2007,1,55.7678207805547
Badakhshan,2007,1,18.907992012022902
Badghis,2007,1,35.50088745525517
Baghlan,2007,1,24.236236228386208
Balkh,2007,1,29.698167068303775
Bamyan,2007,1,16.24568783877035
Farah,2007,1,17.22721896649306
Faryab,2007,1,37.20503154540166
Ghazni,2007,1,16.970941462687524
Ghor,2007,1,33.26279815552322
Hilmand,2007,1,23.330759814665203
Hirat,2007,1,28.199422638895495
Jawzjan,2007,1,26.4118522638833
Kabul,2007,1,15.516682379295744
Kandahar,2007,1,31.03994744204134
Kapisa,2007,1,12.673477931146918
Kunar,2007,1,11.13431373786975
Kunduz,2007,1,39.08007319008263
Laghman,2007,1,7.506423454236524
Logar,2007,1,14.123312564212824
Nangarhar,2007,1,16.340850808244387
Nimroz,2007,1,14.975439777319684
Nuristan,2007,1,9.075797377499539
Paktya,2007,1,17.565162006163565
Samangan,2007,1,32.85364508263344
Sar-e-Pul,2007,1,28.126909411009226
Takhar,2007,1,33.76356783500965
Wardak,2007,1,14.950757566751115
Zabul,2007,1,25.490750788666745
Khost,2007,2,115.64232513153674
Paktika,2007,2,78.5964608345136
Daykundi,2007,2,64.24175697312221
Panjsher,2007,2,122.9708519172332
Parwan,2007,2,115.57329586867444
Uruzgan,2007,2,94.50990594832909
Badakhshan,2007,2,62.10199133159775
Badghis,2007,2,89.73551866816733
Baghlan,2007,2,115.18948439417353
Balkh,2007,2,57.133962764443474
Bamyan,2007,2,72.93072055761444
Farah,2007,2,62.5539239759459
