province,year,month,spi3,vhi,vci,tci,cdi,cdi_category
Badakhshan,2015,1,-0.71,48.99,62.23,35.75,36.5,Moderate drought
Badakhshan,2015,2,0.62,43.05,33.7,52.4,58.06,Normal
Badakhshan,2015,3,0.87,35.87,7.8,63.94,58.28,Normal
Badakhshan,2015,4,0.57,34.34,18.3,50.38,52.96,Normal
Badakhshan,2015,5,-0.16,50.0,0.0,100.0,46.89,Normal
Badakhshan,2015,6,-0.33,75.57,76.19,74.96,56.25,Normal
Badakhshan,2015,7,-0.03,100.0,100.0,100.0,74.44,Healthy
Badakhshan,2015,8,0.29,94.03,100.0,88.06,77.73,Healthy
Badakhshan,2015,9,1.36,100.0,100.0,100.0,95.69,Healthy
Badakhshan,2015,10,0.17,46.75,71.27,22.23,51.84,Normal
Badakhshan,2015,11,0.41,56.8,28.53,85.06,61.32,Healthy
Badakhshan,2015,12,0.21,45.2,29.92,60.48,51.85,Normal
Badakhshan,2016,1,0.03,40.78,63.76,17.81,45.98,Normal
Badakhshan,2016,2,-1.57,36.86,71.57,2.15,21.34,Severe drought
Badakhshan,2016,3,-0.38,65.23,86.23,44.24,50.15,Normal
Badakhshan,2016,4,0.01,50.34,50.35,50.32,50.47,Normal
Badakhshan,2016,5,0.93,60.13,59.18,61.09,71.32,Healthy
Badakhshan,2016,6,0.52,54.8,100.0,9.6,62.28,Healthy
Badakhshan,2016,7,0.43,49.82,43.38,56.26,58.29,Normal
Badakhshan,2016,8,0.27,63.07,26.15,100.0,61.91,Healthy
Badakhshan,2016,9,0.48,41.25,64.03,18.46,54.93,Normal
Badakhshan,2016,10,-0.55,56.94,88.04,25.84,42.96,Normal
Badakhshan,2016,11,0.15,47.91,42.94,52.87,51.87,Normal
Badakhshan,2016,12,0.19,45.16,86.21,4.1,51.34,Normal
Badakhshan,2017,1,0.72,57.7,33.16,82.23,67.04,Healthy
Badakhshan,2017,2,1.03,53.74,15.85,91.62,69.27,Healthy
Badakhshan,2017,3,0.81,62.84,25.68,100.0,70.97,Healthy
Badakhshan,2017,4,0.38,47.95,0.0,95.9,56.3,Normal
Badakhshan,2017,5,-0.44,36.79,24.31,49.27,34.92,Moderate drought
Badakhshan,2017,6,-0.43,54.11,97.16,11.06,43.66,Normal
Badakhshan,2017,7,-0.48,50.29,69.66,30.92,40.84,Normal
Badakhshan,2017,8,-0.24,39.17,43.43,34.91,39.85,Moderate drought
Badakhshan,2017,9,0.3,62.55,41.81,83.28,62.14,Healthy
Badakhshan,2017,10,-0.73,50.0,100.0,0.0,36.63,Moderate drought
Badakhshan,2017,11,-1.16,50.0,100.0,0.0,31.17,Moderate drought
Badakhshan,2017,12,-1.21,54.23,60.96,47.5,32.81,Moderate drought
Badakhshan,2018,1,-1.86,50.0,100.0,0.0,26.59,Moderate drought
Badakhshan,2018,2,-1.3,64.02,93.85,34.18,36.82,Moderate drought
Badakhshan,2018,3,-0.58,35.33,49.18,21.47,31.78,Moderate drought
Badakhshan,2018,4,-0.36,51.43,52.2,50.67,43.61,Normal
Badakhshan,2018,5,0.87,56.49,13.46,99.52,68.63,Healthy
Badakhshan,2018,6,0.59,40.7,68.56,12.83,56.5,Normal
Badakhshan,2018,7,1.18,31.52,47.87,15.17,59.8,Normal
Badakhshan,2018,8,-0.92,18.42,27.58,9.26,18.19,Severe drought
Badakhshan,2018,9,-0.08,46.86,32.05,61.67,46.82,Normal
Badakhshan,2018,10,2.16,50.0,0.0,100.0,74.22,Healthy
Badakhshan,2018,11,1.31,63.54,27.07,100.0,77.0,Healthy
Badakhshan,2018,12,0.84,47.6,39.47,55.73,63.77,Healthy
Badakhshan,2019,1,1.04,50.0,0.0,100.0,67.58,Healthy
Badakhshan,2019,2,0.87,50.0,0.0,100.0,65.37,Healthy
Badakhshan,2019,3,0.82,33.58,0.0,67.15,56.42,Normal
Badakhshan,2019,4,0.75,58.09,57.02,59.16,67.74,Healthy
Badakhshan,2019,5,0.27,44.42,26.07,62.77,52.46,Normal
Badakhshan,2019,6,1.23,50.0,0.0,100.0,69.56,Healthy
Badakhshan,2019,7,0.73,55.51,72.4,38.62,66.05,Healthy
Badakhshan,2019,8,2.43,55.53,57.39,53.67,77.39,Healthy
Badakhshan,2019,9,-0.69,55.28,75.7,34.86,39.86,Moderate drought
Badakhshan,2019,10,0.56,60.5,97.56,23.45,65.93,Healthy
Badakhshan,2019,11,0.85,63.96,45.89,82.04,72.15,Healthy
Badakhshan,2019,12,0.26,47.1,54.37,39.82,53.65,Normal
Badakhshan,2020,1,-0.19,51.85,25.68,78.03,47.25,Normal
Badakhshan,2020,2,-1.64,38.98,77.95,0.0,22.04,Severe drought
Badakhshan,2020,3,-1.81,61.58,79.32,43.84,32.54,Moderate drought
Badakhshan,2020,4,-1.07,48.01,64.26,31.76,31.11,Moderate drought
Badakhshan,2020,5,-0.01,51.22,45.94,56.51,50.32,Normal
Badakhshan,2020,6,0.55,65.6,76.84,54.36,68.21,Healthy
Badakhshan,2020,7,0.77,84.67,71.69,97.65,81.34,Healthy
Badakhshan,2020,8,0.88,30.47,60.95,0.0,55.78,Normal
Badakhshan,2020,9,2.16,60.35,29.32,91.38,79.4,Healthy
Badakhshan,2020,10,-0.91,58.14,65.89,50.39,38.09,Moderate drought
Badakhshan,2020,11,0.2,43.75,0.0,87.51,50.85,Normal
Badakhshan,2020,12,-0.06,50.0,0.0,100.0,48.71,Normal
Badakhshan,2021,1,-0.66,40.22,52.72,27.72,32.86,Moderate drought
Badakhshan,2021,2,-1.97,51.82,100.0,3.65,27.14,Moderate drought
Badakhshan,2021,3,0.36,63.03,38.9,87.16,63.6,Healthy
Badakhshan,2021,4,0.21,50.54,1.08,100.0,54.48,Normal
Badakhshan,2021,5,0.48,46.76,13.1,80.41,57.58,Normal
Badakhshan,2021,6,-1.3,33.25,49.91,16.59,21.43,Severe drought
Badakhshan,2021,7,-0.79,43.43,44.79,42.07,32.43,Moderate drought
Badakhshan,2021,8,-0.31,41.22,44.08,38.37,39.43,Moderate drought
Badakhshan,2021,9,0.58,29.8,59.6,0.0,50.8,Normal
Badakhshan,2021,10,-0.5,57.33,85.87,28.8,44.08,Normal
Badakhshan,2021,11,-0.97,53.57,34.81,72.32,35.03,Moderate drought
Badakhshan,2021,12,-0.99,54.06,48.55,59.56,35.11,Moderate drought
Badakhshan,2022,1,-0.35,50.74,44.06,57.42,43.55,Normal
Badakhshan,2022,2,-0.9,55.23,37.17,73.29,36.87,Moderate drought
Badakhshan,2022,3,-0.45,50.0,100.0,0.0,41.23,Normal
Badakhshan,2022,4,-1.36,50.0,100.0,0.0,29.32,Moderate drought
Badakhshan,2022,5,-0.67,50.0,100.0,0.0,37.55,Moderate drought
Badakhshan,2022,6,-0.83,37.11,74.22,0.0,28.77,Moderate drought
Badakhshan,2022,7,-0.29,0.0,0.0,0.0,19.27,Severe drought
Badakhshan,2022,8,1.28,47.94,0.0,95.87,68.96,Healthy
Badakhshan,2022,9,1.84,43.1,18.72,67.47,69.91,Healthy
Badakhshan,2022,10,1.17,34.99,11.47,58.51,61.43,Healthy
Badakhshan,2022,11,0.76,61.16,27.51,94.82,69.42,Healthy
Badakhshan,2022,12,0.14,48.61,30.55,66.67,52.15,Normal
Badakhshan,2023,1,-0.38,80.86,67.01,94.7,58.09,Normal
Badakhshan,2023,2,-0.14,74.39,68.67,80.12,59.45,Normal
Badakhshan,2023,3,-0.96,64.47,80.25,48.69,40.67,Normal
Badakhshan,2023,4,-1.84,52.33,50.89,53.77,27.81,Moderate drought
Badakhshan,2023,5,-2.73,51.63,7.08,96.18,25.98,Severe drought
Badakhshan,2023,6,-1.9,22.68,27.17,18.18,12.76,Severe drought
Badakhshan,2023,7,-0.82,42.55,19.18,65.91,31.59,Moderate drought
Badakhshan,2023,8,-0.07,60.8,44.99,76.6,54.02,Normal
Badakhshan,2023,9,0.99,48.02,0.0,96.05,65.98,Healthy
Badakhshan,2023,10,-0.41,59.6,71.22,47.97,46.85,Normal
Badakhshan,2023,11,-1.28,53.07,69.66,36.48,31.58,Moderate drought
Badakhshan,2023,12,-1.82,50.0,100.0,0.0,26.73,Moderate drought
Badghis,2015,1,0.16,46.0,36.47,55.53,51.27,Normal
Badghis,2015,2,1.69,76.6,74.8,78.41,86.02,Healthy
Badghis,2015,3,1.77,83.34,66.67,100.0,89.73,Healthy
Badghis,2015,4,1.23,67.73,73.97,61.48,78.44,Healthy
Badghis,2015,5,-0.15,45.71,47.34,44.08,44.86,Normal
Badghis,2015,6,-1.05,37.47,52.96,21.99,26.11,Moderate drought
Badghis,2015,7,-0.45,55.16,61.54,48.78,43.85,Normal
Badghis,2015,8,-0.16,62.62,61.53,63.72,53.05,Normal
Badghis,2015,9,0.64,52.15,54.69,49.61,63.03,Healthy
Badghis,2015,10,1.56,85.86,78.13,93.6,89.97,Healthy
Badghis,2015,11,1.34,86.71,100.0,73.42,88.88,Healthy
Badghis,2015,12,0.61,78.03,100.0,56.07,75.46,Healthy
Badghis,2016,1,0.05,70.2,100.0,40.39,61.01,Healthy
Badghis,2016,2,-1.45,59.37,100.0,18.74,33.33,Moderate drought
Badghis,2016,3,-0.21,80.27,100.0,60.53,60.93,Healthy
Badghis,2016,4,0.07,66.76,72.31,61.21,59.71,Normal
Badghis,2016,5,0.75,18.75,37.5,0.0,48.1,Normal
Badghis,2016,6,0.37,37.94,37.05,38.84,51.11,Normal
Badghis,2016,7,-0.21,28.76,38.09,19.44,35.15,Moderate drought
Badghis,2016,8,1.44,36.32,39.17,33.48,64.42,Healthy
Badghis,2016,9,0.64,17.68,35.37,0.0,45.8,Normal
Badghis,2016,10,-0.54,61.46,41.97,80.95,45.38,Normal
Badghis,2016,11,-1.13,32.1,27.26,36.93,22.48,Severe drought
Badghis,2016,12,-0.94,21.39,42.78,0.0,19.43,Severe drought
Badghis,2017,1,-0.22,38.77,6.94,70.6,39.99,Moderate drought
Badghis,2017,2,1.96,50.0,0.0,100.0,73.74,Healthy
Badghis,2017,3,1.67,55.15,30.9,79.4,75.22,Healthy
Badghis,2017,4,1.03,47.76,47.45,48.06,66.32,Healthy
Badghis,2017,5,-0.51,26.89,38.73,15.05,28.72,Moderate drought
Badghis,2017,6,-1.08,36.84,49.08,24.59,25.48,Severe drought
Badghis,2017,7,-0.3,52.76,54.01,51.52,45.53,Normal
Badghis,2017,8,-0.16,30.35,50.16,10.55,36.91,Moderate drought
Badghis,2017,9,0.64,40.69,40.29,41.1,57.3,Normal
Badghis,2017,10,-0.52,14.27,28.55,0.0,22.17,Severe drought
Badghis,2017,11,-0.96,9.26,18.53,0.0,13.0,Severe drought
Badghis,2017,12,-1.38,20.39,32.65,8.12,14.38,Severe drought
Badghis,2018,1,-2.23,8.98,17.95,0.0,5.13,Severe drought
Badghis,2018,2,-1.29,21.35,8.08,34.61,15.61,Severe drought
Badghis,2018,3,-0.56,0.0,0.0,0.0,14.34,Severe drought
Badghis,2018,4,-0.22,21.3,0.0,42.6,31.28,Moderate drought
Badghis,2018,5,0.09,27.72,0.72,54.71,40.72,Normal
Badghis,2018,6,0.07,19.83,0.0,39.66,36.38,Moderate drought
Badghis,2018,7,1.03,0.0,0.0,0.0,42.43,Normal
Badghis,2018,8,0.0,32.02,0.0,64.03,41.02,Normal
Badghis,2018,9,0.78,15.01,0.0,30.03,46.64,Normal
Badghis,2018,10,2.37,42.8,0.0,85.6,70.95,Healthy
Badghis,2018,11,1.06,52.27,31.02,73.53,68.88,Healthy
Badghis,2018,12,0.18,36.86,51.47,22.26,47.09,Normal
Badghis,2019,1,0.92,45.71,24.25,67.17,63.89,Healthy
Badghis,2019,2,1.69,60.56,25.74,95.37,78.0,Healthy
Badghis,2019,3,1.98,71.57,56.8,86.33,84.58,Healthy
Badghis,2019,4,2.03,100.0,100.0,100.0,98.94,Healthy
Badghis,2019,5,1.58,100.0,100.0,100.0,97.15,Healthy
Badghis,2019,6,1.68,100.0,100.0,100.0,97.7,Healthy
Badghis,2019,7,-0.56,58.97,100.0,17.93,43.88,Normal
Badghis,2019,8,1.25,97.32,100.0,94.64,93.35,Healthy
Badghis,2019,9,0.64,78.18,100.0,56.35,76.05,Healthy
Badghis,2019,10,1.55,98.08,100.0,96.15,96.01,Healthy
Badghis,2019,11,0.57,70.28,62.72,77.84,70.88,Healthy
Badghis,2019,12,0.06,43.74,63.35,24.14,48.03,Normal
Badghis,2020,1,0.24,47.23,5.75,88.7,53.33,Normal
Badghis,2020,2,-0.24,55.05,68.98,41.13,47.69,Normal
Badghis,2020,3,0.43,59.52,52.44,66.6,62.99,Healthy
Badghis,2020,4,0.9,71.16,76.21,66.12,76.4,Healthy
Badghis,2020,5,1.51,60.77,71.41,50.13,77.11,Healthy
Badghis,2020,6,1.75,42.44,58.27,26.61,69.23,Healthy
Badghis,2020,7,1.2,53.25,67.16,39.33,70.85,Healthy
Badghis,2020,8,1.88,51.33,68.17,34.48,74.18,Healthy
Badghis,2020,9,1.87,66.05,65.52,66.59,81.48,Healthy
Badghis,2020,10,-0.15,80.84,61.68,100.0,62.52,Healthy
Badghis,2020,11,1.13,50.0,0.0,100.0,68.56,Healthy
Badghis,2020,12,1.09,50.0,0.0,100.0,68.06,Healthy
Badghis,2021,1,-0.04,38.41,31.49,45.33,43.37,Normal
Badghis,2021,2,-1.45,35.15,70.31,0.0,21.27,Severe drought
Badghis,2021,3,-1.25,40.14,38.99,41.29,25.32,Severe drought
Badghis,2021,4,-1.15,7.22,14.45,0.0,9.89,Severe drought
Badghis,2021,5,-0.48,14.38,0.0,28.75,22.91,Severe drought
Badghis,2021,6,-0.78,1.86,3.71,0.0,11.76,Severe drought
Badghis,2021,7,0.86,25.15,11.95,38.35,52.83,Normal
Badghis,2021,8,-0.16,8.22,16.43,0.0,25.85,Severe drought
Badghis,2021,9,0.64,9.13,6.84,11.42,41.52,Normal
Badghis,2021,10,-0.95,53.53,21.51,85.54,35.38,Moderate drought
Badghis,2021,11,-1.29,37.74,24.31,51.18,23.79,Severe drought
Badghis,2021,12,-1.34,32.62,44.0,21.25,20.84,Severe drought
Badghis,2022,1,-0.82,48.09,25.61,70.56,34.32,Moderate drought
Badghis,2022,2,-0.97,51.72,50.01,53.42,34.15,Moderate drought
Badghis,2022,3,-1.02,27.1,43.57,10.62,21.23,Severe drought
Badghis,2022,4,-1.45,25.76,28.11,23.42,16.59,Severe drought
Badghis,2022,5,-1.23,43.01,15.87,70.16,26.96,Moderate drought
Badghis,2022,6,-1.14,17.54,14.03,21.05,15.1,Severe drought
Badghis,2022,7,-0.4,39.84,16.93,62.74,37.17,Moderate drought
Badghis,2022,8,0.23,51.0,20.76,81.24,55.03,Normal
Badghis,2022,9,2.01,24.94,16.43,33.45,61.35,Healthy
Badghis,2022,10,-0.15,34.51,6.36,62.65,39.31,Moderate drought
Badghis,2022,11,-0.44,48.82,44.27,53.37,40.91,Normal
Badghis,2022,12,-0.62,64.67,76.01,53.34,45.71,Normal
Badghis,2023,1,-1.34,50.0,0.0,100.0,29.47,Moderate drought
Badghis,2023,2,-0.98,67.87,63.73,72.02,42.11,Normal
Badghis,2023,3,-1.62,48.92,66.76,31.09,27.12,Moderate drought
Badghis,2023,4,-1.69,24.73,24.18,25.28,14.64,Severe drought
Badghis,2023,5,-2.23,19.16,13.81,24.51,10.23,Severe drought
Badghis,2023,6,-1.77,26.97,10.94,43.01,15.38,Severe drought
Badghis,2023,7,-0.77,56.8,13.6,100.0,39.4,Moderate drought
Badghis,2023,8,0.15,58.38,16.77,100.0,57.26,Normal
Badghis,2023,9,0.64,54.85,9.7,100.0,64.38,Healthy
Badghis,2023,10,0.27,32.2,21.03,43.36,46.44,Normal
Badghis,2023,11,0.22,24.21,18.57,29.86,41.45,Normal
Badghis,2023,12,-0.71,18.82,35.52,2.13,21.34,Severe drought
Baghlan,2015,1,-1.26,38.66,34.06,43.27,24.49,Severe drought
Baghlan,2015,2,0.29,59.95,34.43,85.48,60.66,Healthy
Baghlan,2015,3,0.52,59.55,19.11,100.0,64.65,Healthy
Baghlan,2015,4,0.42,61.29,51.9,70.67,63.81,Healthy
Baghlan,2015,5,0.03,94.61,92.82,96.41,72.91,Healthy
Baghlan,2015,6,-0.18,77.15,100.0,54.3,60.1,Healthy
Baghlan,2015,7,0.37,87.75,100.0,75.49,76.15,Healthy
Baghlan,2015,8,-0.71,81.19,100.0,62.39,52.5,Normal
Baghlan,2015,9,0.25,83.34,84.76,81.92,71.69,Healthy
Baghlan,2015,10,0.3,61.9,100.0,23.8,61.81,Healthy
Baghlan,2015,11,1.59,84.11,100.0,68.23,89.28,Healthy
Baghlan,2015,12,1.09,70.37,80.78,59.97,78.26,Healthy
Baghlan,2016,1,1.2,62.86,100.0,25.72,75.7,Healthy
Baghlan,2016,2,-1.36,65.11,89.19,41.02,36.87,Moderate drought
Baghlan,2016,3,-0.16,72.42,92.24,52.61,58.02,Normal
Baghlan,2016,4,-0.32,67.3,60.74,73.87,52.29,Normal
Baghlan,2016,5,0.56,48.8,74.75,22.84,59.96,Normal
Baghlan,2016,6,0.05,58.75,77.16,40.34,55.39,Normal
Baghlan,2016,7,0.19,53.01,51.86,54.16,55.36,Normal
Baghlan,2016,8,0.8,39.07,39.87,38.26,58.93,Normal
Baghlan,2016,9,-0.49,21.18,42.36,0.0,26.16,Moderate drought
Baghlan,2016,10,-1.14,43.11,50.21,36.02,27.95,Moderate drought
Baghlan,2016,11,0.39,57.48,75.29,39.67,61.24,Healthy
Baghlan,2016,12,0.1,50.0,100.0,0.0,52.02,Normal
Baghlan,2017,1,0.87,40.4,0.0,80.8,60.61,Healthy
Baghlan,2017,2,1.86,47.12,0.0,94.24,72.0,Healthy
Baghlan,2017,3,0.97,44.88,31.8,57.97,64.16,Healthy
Baghlan,2017,4,0.16,52.92,24.97,80.88,54.6,Normal
Baghlan,2017,5,-1.44,35.46,70.92,0.0,21.48,Severe drought
Baghlan,2017,6,-1.0,35.04,70.08,0.0,25.43,Severe drought
Baghlan,2017,7,0.0,28.16,50.71,5.61,39.12,Moderate drought
Baghlan,2017,8,0.47,23.85,38.6,9.1,46.03,Normal
Baghlan,2017,9,2.54,50.16,42.39,57.93,74.8,Healthy
Baghlan,2017,10,-1.02,24.83,49.66,0.0,20.08,Severe drought
Baghlan,2017,11,-0.46,40.07,80.14,0.0,36.23,Moderate drought
Baghlan,2017,12,-0.71,38.64,34.06,43.22,31.3,Moderate drought
Baghlan,2018,1,-1.49,29.65,59.3,0.0,18.21,Severe drought
Baghlan,2018,2,-0.9,54.11,64.1,44.12,36.23,Moderate drought
Baghlan,2018,3,0.15,15.22,30.45,0.0,35.63,Moderate drought
Baghlan,2018,4,0.39,33.92,0.0,67.85,49.54,Normal
Baghlan,2018,5,0.75,64.43,37.4,91.47,70.86,Healthy
Baghlan,2018,6,0.41,44.65,52.17,37.14,55.27,Normal
Baghlan,2018,7,1.25,17.65,35.29,0.0,53.55,Normal
Baghlan,2018,8,0.87,41.69,14.94,68.44,61.3,Healthy
Baghlan,2018,9,0.85,50.51,47.46,53.56,65.32,Healthy
Baghlan,2018,10,3.18,59.47,18.94,100.0,79.7,Healthy
Baghlan,2018,11,1.48,75.76,51.52,100.0,84.41,Healthy
Baghlan,2018,12,1.54,52.7,83.26,22.14,73.25,Healthy
Baghlan,2019,1,1.91,54.15,13.54,94.77,75.67,Healthy
Baghlan,2019,2,2.34,75.08,50.16,100.0,87.06,Healthy
Baghlan,2019,3,1.78,59.42,48.49,70.35,77.82,Healthy
Baghlan,2019,4,1.43,100.0,100.0,100.0,96.17,Healthy
Baghlan,2019,5,0.54,81.17,99.98,62.35,75.83,Healthy
Baghlan,2019,6,1.08,99.69,99.39,100.0,92.87,Healthy
Baghlan,2019,7,-0.17,45.82,91.13,0.52,44.56,Normal
Baghlan,2019,8,2.21,72.7,89.48,55.92,85.67,Healthy
Baghlan,2019,9,0.27,67.65,100.0,35.3,64.23,Healthy
Baghlan,2019,10,0.69,66.12,97.74,34.5,70.85,Healthy
Baghlan,2019,11,0.97,77.28,78.75,75.8,80.38,Healthy
Baghlan,2019,12,0.31,45.45,76.43,14.47,53.78,Normal
Baghlan,2020,1,0.34,41.67,7.4,75.94,52.57,Normal
Baghlan,2020,2,-0.56,37.73,54.54,20.93,33.27,Moderate drought
Baghlan,2020,3,-0.0,34.09,0.0,68.17,42.04,Normal
Baghlan,2020,4,0.6,58.23,35.03,81.43,65.45,Healthy
Baghlan,2020,5,1.28,100.0,100.0,100.0,94.95,Healthy
Baghlan,2020,6,1.83,80.01,97.94,62.09,88.32,Healthy
Baghlan,2020,7,1.61,84.45,97.45,71.45,89.55,Healthy
Baghlan,2020,8,0.45,43.91,87.82,0.0,55.68,Normal
Baghlan,2020,9,1.12,84.74,83.55,85.93,85.78,Healthy
Baghlan,2020,10,-0.95,61.95,68.31,55.59,39.47,Moderate drought
Baghlan,2020,11,1.13,42.0,0.0,84.0,64.5,Healthy
Baghlan,2020,12,1.13,50.0,0.0,100.0,68.52,Healthy
Baghlan,2021,1,0.32,23.76,19.59,27.93,43.13,Normal
Baghlan,2021,2,-1.98,50.0,100.0,0.0,26.18,Moderate drought
Baghlan,2021,3,-0.37,80.27,84.59,75.96,57.86,Normal
Baghlan,2021,4,-0.14,62.56,57.04,68.08,53.57,Normal
Baghlan,2021,5,0.73,61.73,73.99,49.48,69.18,Healthy
Baghlan,2021,6,-0.33,36.91,64.55,9.26,37.07,Moderate drought
Baghlan,2021,7,0.26,52.98,51.68,54.28,56.65,Normal
Baghlan,2021,8,-0.71,36.31,51.99,20.63,30.05,Moderate drought
Baghlan,2021,9,0.1,30.53,48.07,12.99,42.31,Normal
Baghlan,2021,10,-0.03,59.05,60.97,57.14,54.02,Normal
Baghlan,2021,11,-0.94,63.38,76.15,50.61,40.42,Normal
Baghlan,2021,12,-0.41,60.51,75.74,45.29,47.24,Normal
Baghlan,2022,1,0.31,66.39,82.33,50.46,64.35,Healthy
Baghlan,2022,2,-0.37,77.53,84.64,70.42,56.62,Normal
Baghlan,2022,3,-0.88,56.44,100.0,12.89,37.68,Moderate drought
Baghlan,2022,4,-1.65,9.59,19.17,0.0,7.29,Severe drought
Baghlan,2022,5,-1.02,3.27,4.46,2.09,9.28,Severe drought
Baghlan,2022,6,-0.97,18.92,11.81,26.04,17.81,Severe drought
Baghlan,2022,7,-0.14,39.37,6.56,72.18,41.86,Normal
Baghlan,2022,8,0.02,60.96,21.93,100.0,55.93,Normal
Baghlan,2022,9,1.2,41.46,23.94,58.99,64.96,Healthy
Baghlan,2022,10,-0.29,23.85,9.8,37.91,31.24,Moderate drought
Baghlan,2022,11,0.05,71.14,69.09,73.18,61.6,Healthy
Baghlan,2022,12,-0.01,66.22,79.87,52.56,57.83,Normal
Baghlan,2023,1,-0.19,53.74,7.48,100.0,48.05,Normal
Baghlan,2023,2,-0.11,73.71,95.57,51.84,59.7,Normal
Baghlan,2023,3,-1.11,62.39,89.63,35.15,37.91,Moderate drought
Baghlan,2023,4,-1.82,24.24,13.01,35.47,13.85,Severe drought
Baghlan,2023,5,-2.6,9.28,0.0,18.56,4.87,Severe drought
Baghlan,2023,6,-2.65,4.56,0.0,9.12,2.48,Severe drought
Baghlan,2023,7,-1.25,50.0,0.0,100.0,30.25,Moderate drought
Baghlan,2023,8,-0.79,48.37,0.0,96.73,34.98,Moderate drought
Baghlan,2023,9,0.04,50.0,0.0,100.0,50.7,Normal
Baghlan,2023,10,-0.07,19.58,0.0,39.15,33.37,Moderate drought
Baghlan,2023,11,-0.44,46.36,64.74,27.99,39.67,Moderate drought
Baghlan,2023,12,-0.82,48.99,87.49,10.49,34.83,Moderate drought
Balkh,2015,1,-0.53,51.9,35.85,67.96,40.85,Normal
Balkh,2015,2,0.56,72.56,80.17,64.95,71.87,Healthy
Balkh,2015,3,0.83,84.94,69.88,100.0,82.29,Healthy
Balkh,2015,4,0.57,73.15,84.15,62.16,72.32,Healthy
Balkh,2015,5,-0.33,92.04,84.09,100.0,64.55,Healthy
Balkh,2015,6,-0.49,34.56,69.13,0.0,32.93,Moderate drought
Balkh,2015,7,-0.05,64.95,71.07,58.84,56.53,Normal
Balkh,2015,8,-0.25,60.72,77.31,44.12,50.4,Normal
Balkh,2015,9,1.35,51.65,66.13,37.17,71.36,Healthy
Balkh,2015,10,0.48,74.65,77.45,71.85,71.6,Healthy
Balkh,2015,11,1.57,88.3,100.0,76.59,91.27,Healthy
Balkh,2015,12,0.33,77.78,100.0,55.56,70.37,Healthy
Balkh,2016,1,0.46,70.55,100.0,41.1,69.1,Healthy
Balkh,2016,2,-1.38,66.5,100.0,33.01,37.41,Moderate drought
Balkh,2016,3,-0.27,78.37,100.0,56.74,58.91,Normal
Balkh,2016,4,-0.45,51.95,66.75,37.14,42.3,Normal
Balkh,2016,5,0.45,19.13,38.26,0.0,43.28,Normal
Balkh,2016,6,-0.09,38.43,37.13,39.74,42.4,Normal
Balkh,2016,7,-0.22,31.43,26.35,36.51,36.42,Moderate drought
Balkh,2016,8,0.66,14.76,25.88,3.65,44.58,Normal
Balkh,2016,9,0.28,10.24,20.47,0.0,35.55,Moderate drought
Balkh,2016,10,-1.63,41.82,13.67,69.96,23.47,Severe drought
Balkh,2016,11,0.08,28.48,11.77,45.2,40.88,Normal
Balkh,2016,12,0.6,41.79,55.26,28.32,57.24,Normal
Balkh,2017,1,0.61,65.53,36.41,94.66,69.27,Healthy
Balkh,2017,2,1.98,50.0,0.0,100.0,73.82,Healthy
Balkh,2017,3,1.63,59.32,48.6,70.04,77.07,Healthy
Balkh,2017,4,1.15,74.73,84.44,65.03,81.08,Healthy
Balkh,2017,5,-0.75,49.2,93.74,4.65,35.86,Moderate drought
Balkh,2017,6,-0.74,71.03,100.0,42.06,46.99,Normal
Balkh,2017,7,-0.36,81.49,100.0,62.98,58.71,Normal
Balkh,2017,8,-0.64,52.03,100.0,4.05,39.06,Moderate drought
Balkh,2017,9,0.28,74.0,70.56,77.45,67.43,Healthy
Balkh,2017,10,-1.18,0.0,0.0,0.0,5.99,Severe drought
Balkh,2017,11,-0.78,11.66,23.31,0.0,16.71,Severe drought
Balkh,2017,12,-1.53,15.19,14.53,15.85,10.75,Severe drought
Balkh,2018,1,-2.25,0.0,0.0,0.0,0.61,Severe drought
Balkh,2018,2,-1.87,43.71,23.54,63.89,23.41,Severe drought
Balkh,2018,3,-0.85,0.0,0.0,0.0,9.85,Severe drought
Balkh,2018,4,-0.46,18.6,0.0,37.19,25.39,Severe drought
Balkh,2018,5,0.01,48.43,12.91,83.96,49.37,Normal
Balkh,2018,6,-0.43,47.35,4.12,90.59,40.43,Normal
Balkh,2018,7,0.25,13.82,0.0,27.63,36.75,Moderate drought
Balkh,2018,8,-0.4,24.94,0.0,49.88,29.78,Moderate drought
Balkh,2018,9,0.57,15.21,3.93,26.5,43.32,Normal
Balkh,2018,10,2.15,56.35,29.08,83.62,77.38,Healthy
Balkh,2018,11,1.31,52.26,36.6,67.93,71.33,Healthy
Balkh,2018,12,0.41,24.08,41.86,6.3,45.08,Normal
Balkh,2019,1,1.64,49.84,27.45,72.23,72.37,Healthy
Balkh,2019,2,1.86,71.15,60.67,81.64,84.01,Healthy
Balkh,2019,3,1.98,47.55,53.78,41.32,72.58,Healthy
Balkh,2019,4,1.71,100.0,100.0,100.0,97.81,Healthy
Balkh,2019,5,1.05,86.4,100.0,72.8,85.9,Healthy
Balkh,2019,6,1.68,95.7,91.4,100.0,95.51,Healthy
Balkh,2019,7,-0.15,41.28,82.56,0.0,42.63,Normal
Balkh,2019,8,1.63,73.88,94.24,53.51,84.35,Healthy
Balkh,2019,9,0.28,69.03,90.57,47.49,64.95,Healthy
Balkh,2019,10,0.74,55.15,100.0,10.3,66.02,Healthy
