province,year,month,spi3,vhi,vci,tci,cdi,cdi_category
Panjsher,2015,9,1.15,98.04,100.0,96.08,92.82,Healthy
Panjsher,2015,10,0.18,43.87,60.69,27.06,50.49,Normal
Panjsher,2015,11,1.1,65.31,30.63,100.0,75.87,Healthy
Panjsher,2015,12,0.77,40.62,36.02,45.22,59.32,Normal
Panjsher,2016,1,0.7,34.72,50.03,19.4,55.19,Normal
Panjsher,2016,2,-1.96,57.79,83.92,31.66,30.15,Moderate drought
Panjsher,2016,3,-0.28,73.6,81.29,65.91,56.34,Normal
Panjsher,2016,4,0.09,50.59,25.9,75.29,52.04,Normal
Panjsher,2016,5,1.35,39.59,42.79,36.39,65.4,Healthy
Panjsher,2016,6,0.94,72.54,100.0,45.07,77.64,Healthy
Panjsher,2016,7,0.9,41.67,58.55,24.8,61.65,Healthy
Panjsher,2016,8,0.73,43.83,37.0,50.66,60.21,Healthy
Panjsher,2016,9,-0.25,44.56,74.08,15.04,42.44,Normal
Panjsher,2016,10,-0.84,53.85,100.0,7.7,36.97,Moderate drought
Panjsher,2016,11,-0.36,59.3,100.0,18.6,47.65,Normal
Panjsher,2016,12,-0.52,34.55,69.09,0.0,32.31,Moderate drought
Panjsher,2017,1,0.73,37.61,0.21,75.01,57.25,Normal
Panjsher,2017,2,2.11,47.66,3.78,91.55,72.96,Healthy
Panjsher,2017,3,1.47,64.94,38.43,91.46,78.93,Healthy
Panjsher,2017,4,0.43,44.17,11.98,76.35,55.39,Normal
Panjsher,2017,5,-1.49,30.15,33.82,26.49,18.49,Severe drought
Panjsher,2017,6,-0.91,39.74,79.48,0.0,28.93,Moderate drought
Panjsher,2017,7,0.52,23.88,47.75,0.0,46.9,Normal
Panjsher,2017,8,1.22,19.26,20.52,17.99,54.1,Normal
Panjsher,2017,9,1.85,65.21,49.4,81.02,80.99,Healthy
Panjsher,2017,10,-0.69,44.62,89.24,0.0,34.56,Moderate drought
Panjsher,2017,11,-0.29,43.51,87.02,0.0,41.09,Normal
Panjsher,2017,12,-0.01,47.47,21.28,73.67,48.55,Normal
Panjsher,2018,1,-0.86,50.0,100.0,0.0,34.72,Moderate drought
Panjsher,2018,2,-0.52,53.39,46.98,59.8,41.86,Normal
Panjsher,2018,3,-0.22,43.94,63.38,24.49,42.58,Normal
Panjsher,2018,4,0.32,63.48,53.44,73.52,63.03,Healthy
Panjsher,2018,5,0.89,49.81,4.77,94.86,65.63,Healthy
Panjsher,2018,6,1.27,46.35,56.97,35.73,68.08,Healthy
Panjsher,2018,7,2.11,15.6,17.61,13.59,56.92,Normal
Panjsher,2018,8,1.99,0.0,0.0,0.0,48.85,Normal
Panjsher,2018,9,1.09,60.11,42.8,77.42,73.11,Healthy
Panjsher,2018,10,3.21,50.0,0.0,100.0,74.97,Healthy
Panjsher,2018,11,2.05,61.02,45.66,76.37,79.5,Healthy
Panjsher,2018,12,1.8,38.81,42.46,35.16,67.63,Healthy
Panjsher,2019,1,0.61,50.4,0.8,100.0,61.65,Healthy
Panjsher,2019,2,1.37,50.0,0.0,100.0,70.77,Healthy
Panjsher,2019,3,1.4,49.04,5.1,92.97,70.48,Healthy
Panjsher,2019,4,1.45,64.63,29.26,100.0,78.61,Healthy
Panjsher,2019,5,0.67,48.0,8.22,87.77,61.41,Healthy
Panjsher,2019,6,0.86,50.0,0.0,100.0,65.22,Healthy
Panjsher,2019,7,-0.23,34.29,40.14,28.44,37.51,Moderate drought
Panjsher,2019,8,0.98,44.34,60.59,28.08,64.05,Healthy
Panjsher,2019,9,0.05,42.68,72.09,13.28,47.26,Normal
Panjsher,2019,10,1.05,48.83,43.14,54.52,67.02,Healthy
Panjsher,2019,11,1.47,67.83,42.81,92.85,80.36,Healthy
Panjsher,2019,12,0.9,42.24,41.01,43.47,61.88,Healthy
Panjsher,2020,1,0.79,42.4,4.51,80.29,60.52,Healthy
Panjsher,2020,2,-0.24,39.62,52.39,26.84,39.98,Moderate drought
Panjsher,2020,3,0.38,69.8,81.77,57.84,67.23,Healthy
Panjsher,2020,4,0.9,54.66,31.82,77.5,68.08,Healthy
Panjsher,2020,5,1.38,47.53,0.0,95.06,69.58,Healthy
Panjsher,2020,6,1.81,57.81,34.11,81.5,77.13,Healthy
Panjsher,2020,7,1.14,95.66,100.0,91.32,91.43,Healthy
Panjsher,2020,8,0.64,52.72,92.29,13.16,63.36,Healthy
Panjsher,2020,9,0.65,92.12,97.49,86.76,83.14,Healthy
Panjsher,2020,10,-0.72,51.84,78.45,25.22,37.69,Moderate drought
Panjsher,2020,11,0.95,41.24,0.0,82.47,62.01,Healthy
Panjsher,2020,12,0.64,50.0,0.0,100.0,61.99,Healthy
Panjsher,2021,1,0.02,28.11,43.69,12.53,39.47,Moderate drought
Panjsher,2021,2,-2.35,50.0,100.0,0.0,25.46,Severe drought
Panjsher,2021,3,-0.78,71.6,79.17,64.02,46.67,Normal
Panjsher,2021,4,-0.52,57.94,27.95,87.92,43.98,Normal
Panjsher,2021,5,0.38,57.98,26.82,89.14,61.41,Healthy
Panjsher,2021,6,-0.59,62.88,92.18,33.58,45.34,Normal
Panjsher,2021,7,0.04,56.9,70.91,42.89,54.27,Normal
Panjsher,2021,8,0.03,35.22,46.29,24.15,43.26,Normal
Panjsher,2021,9,0.03,34.02,68.03,0.0,42.64,Normal
Panjsher,2021,10,0.31,60.24,95.17,25.31,61.21,Healthy
Panjsher,2021,11,-0.69,56.46,66.34,46.59,40.51,Normal
Panjsher,2021,12,-0.25,57.75,55.98,59.52,48.92,Normal
Panjsher,2022,1,0.24,31.18,0.0,62.36,45.43,Normal
Panjsher,2022,2,0.07,52.51,45.86,59.16,52.61,Normal
Panjsher,2022,3,-0.29,49.03,98.06,0.0,43.86,Normal
Panjsher,2022,4,-1.16,50.0,100.0,0.0,31.1,Moderate drought
Panjsher,2022,5,-0.74,50.0,100.0,0.0,36.44,Moderate drought
Panjsher,2022,6,-0.8,48.88,89.38,8.38,35.0,Moderate drought
Panjsher,2022,7,0.38,9.29,0.0,18.57,37.11,Moderate drought
Panjsher,2022,8,1.29,60.81,21.62,100.0,75.48,Healthy
Panjsher,2022,9,1.43,95.71,93.57,97.85,94.02,Healthy
Panjsher,2022,10,-0.4,44.85,79.87,9.83,39.65,Moderate drought
Panjsher,2022,11,-0.0,65.78,42.58,88.97,57.82,Normal
Panjsher,2022,12,-0.5,52.18,38.8,65.57,41.44,Normal
Panjsher,2023,1,-0.08,73.2,60.02,86.37,59.96,Normal
Panjsher,2023,2,0.16,63.71,47.08,80.33,60.07,Healthy
Panjsher,2023,3,-0.63,72.55,100.0,45.09,49.42,Normal
Panjsher,2023,4,-1.48,60.24,48.33,72.14,33.62,Moderate drought
Panjsher,2023,5,-2.27,60.13,32.13,88.13,30.65,Moderate drought
Panjsher,2023,6,-1.78,57.94,72.98,42.91,30.86,Moderate drought
Panjsher,2023,7,-0.47,56.46,17.29,95.64,44.13,Normal
Panjsher,2023,8,-0.33,26.23,8.53,43.94,31.73,Moderate drought
Panjsher,2023,9,0.15,50.0,0.0,100.0,52.97,Normal
Panjsher,2023,10,-0.52,56.17,61.43,50.92,43.24,Normal
Panjsher,2023,11,-1.33,61.56,87.8,35.31,35.39,Moderate drought
Panjsher,2023,12,-1.57,50.53,100.0,1.06,28.2,Moderate drought
Parwan,2015,1,-1.63,59.49,78.27,40.71,32.33,Moderate drought
Parwan,2015,2,0.04,58.21,47.79,68.63,54.97,Normal
Parwan,2015,3,1.03,69.31,42.75,95.88,77.05,Healthy
Parwan,2015,4,1.15,34.55,12.15,56.95,60.98,Healthy
Parwan,2015,5,1.08,72.38,57.76,87.01,79.15,Healthy
Parwan,2015,6,0.64,70.26,87.61,52.92,72.06,Healthy
Parwan,2015,7,1.02,53.62,72.39,34.84,69.1,Healthy
Parwan,2015,8,-0.41,43.44,67.03,19.85,38.69,Moderate drought
Parwan,2015,9,0.52,79.87,62.08,97.65,74.91,Healthy
Parwan,2015,10,0.68,65.51,92.21,38.82,70.37,Healthy
Parwan,2015,11,1.55,74.92,49.96,99.88,84.43,Healthy
Parwan,2015,12,1.07,48.94,46.97,50.91,67.36,Healthy
Parwan,2016,1,0.92,53.64,68.55,38.73,67.94,Healthy
Parwan,2016,2,-1.5,59.04,77.86,40.22,32.85,Moderate drought
Parwan,2016,3,-0.12,76.74,79.3,74.18,61.02,Healthy
Parwan,2016,4,0.04,51.17,21.81,80.53,51.32,Normal
Parwan,2016,5,1.16,62.52,100.0,25.05,75.13,Healthy
Parwan,2016,6,0.92,73.39,87.26,59.52,77.77,Healthy
Parwan,2016,7,1.02,40.66,53.48,27.83,62.65,Healthy
Parwan,2016,8,0.39,41.76,47.33,36.2,53.43,Normal
Parwan,2016,9,-0.57,23.05,46.11,0.0,25.75,Severe drought
Parwan,2016,10,-0.9,44.3,56.89,31.7,31.33,Moderate drought
Parwan,2016,11,0.32,50.4,100.0,0.8,56.5,Normal
Parwan,2016,12,-0.17,36.75,73.5,0.0,39.94,Moderate drought
Parwan,2017,1,0.98,57.47,38.06,76.88,70.5,Healthy
Parwan,2017,2,2.33,43.82,0.0,87.65,71.41,Healthy
Parwan,2017,3,1.63,55.39,36.69,74.09,75.11,Healthy
Parwan,2017,4,0.7,22.98,2.43,43.53,49.38,Normal
Parwan,2017,5,-1.04,19.83,39.65,0.0,17.36,Severe drought
Parwan,2017,6,-0.67,26.75,53.49,0.0,25.99,Severe drought
Parwan,2017,7,0.61,21.65,39.78,3.52,47.3,Normal
Parwan,2017,8,1.81,18.57,33.03,4.12,57.53,Normal
Parwan,2017,9,2.65,41.54,31.16,51.91,70.57,Healthy
Parwan,2017,10,-1.15,24.03,48.05,0.0,18.28,Severe drought
Parwan,2017,11,0.43,36.6,69.26,3.93,51.54,Normal
Parwan,2017,12,0.8,46.08,37.25,54.9,62.5,Healthy
Parwan,2018,1,-0.2,50.0,100.0,0.0,45.96,Normal
Parwan,2018,2,-0.01,54.98,56.74,53.22,52.31,Normal
Parwan,2018,3,0.43,45.06,79.06,11.06,55.77,Normal
Parwan,2018,4,0.87,58.27,53.32,63.21,69.58,Healthy
Parwan,2018,5,1.15,50.0,0.0,100.0,68.7,Healthy
Parwan,2018,6,1.18,43.32,54.27,32.36,65.76,Healthy
Parwan,2018,7,1.79,12.13,21.46,2.8,54.23,Normal
Parwan,2018,8,1.7,4.64,9.27,0.0,50.1,Normal
Parwan,2018,9,0.59,42.65,22.46,62.84,57.39,Normal
Parwan,2018,10,2.96,58.66,17.32,100.0,79.25,Healthy
Parwan,2018,11,1.13,57.11,67.87,46.34,72.12,Healthy
Parwan,2018,12,1.67,39.77,43.17,36.37,67.5,Healthy
Parwan,2019,1,1.6,61.58,33.46,89.7,78.07,Healthy
Parwan,2019,2,2.16,52.9,5.79,100.0,75.69,Healthy
Parwan,2019,3,1.76,50.0,0.0,100.0,73.05,Healthy
Parwan,2019,4,1.43,50.0,0.0,100.0,71.16,Healthy
Parwan,2019,5,0.51,67.94,41.5,94.39,68.66,Healthy
Parwan,2019,6,0.5,98.04,96.09,100.0,83.62,Healthy
Parwan,2019,7,-0.27,50.0,100.0,0.0,44.67,Normal
Parwan,2019,8,1.46,58.66,96.56,20.76,75.7,Healthy
Parwan,2019,9,0.71,50.59,86.12,15.06,63.29,Healthy
Parwan,2019,10,1.05,99.03,100.0,98.05,92.13,Healthy
Parwan,2019,11,1.46,82.91,66.7,99.12,87.82,Healthy
Parwan,2019,12,0.7,46.62,43.07,50.17,61.18,Healthy
Parwan,2020,1,1.19,50.0,0.0,100.0,69.19,Healthy
Parwan,2020,2,0.2,48.71,43.42,54.01,53.25,Normal
Parwan,2020,3,1.0,69.29,61.3,77.28,76.69,Healthy
Parwan,2020,4,1.36,57.25,21.33,93.17,74.27,Healthy
Parwan,2020,5,1.82,69.98,49.87,90.09,83.26,Healthy
Parwan,2020,6,2.11,90.08,100.0,80.16,94.17,Healthy
Parwan,2020,7,1.33,79.66,95.18,64.14,85.2,Healthy
Parwan,2020,8,0.47,62.34,100.0,24.68,65.14,Healthy
Parwan,2020,9,0.42,93.45,100.0,86.9,79.91,Healthy
Parwan,2020,10,-0.71,61.51,64.83,58.19,42.69,Normal
Parwan,2020,11,1.54,50.0,0.0,100.0,71.94,Healthy
Parwan,2020,12,1.34,50.0,0.0,100.0,70.52,Healthy
Parwan,2021,1,0.27,47.65,70.64,24.66,54.07,Normal
Parwan,2021,2,-1.93,50.0,100.0,0.0,26.34,Moderate drought
Parwan,2021,3,-0.68,73.11,87.18,59.05,48.98,Normal
Parwan,2021,4,-0.26,45.85,39.82,51.88,42.81,Normal
Parwan,2021,5,0.54,68.19,54.99,81.4,69.29,Healthy
Parwan,2021,6,-0.07,41.77,60.66,22.89,44.48,Normal
Parwan,2021,7,0.51,41.58,44.95,38.21,55.58,Normal
Parwan,2021,8,0.7,27.08,40.27,13.9,51.42,Normal
Parwan,2021,9,1.48,24.31,36.74,11.89,58.7,Normal
Parwan,2021,10,0.66,40.18,48.76,31.59,57.32,Normal
Parwan,2021,11,-0.7,47.01,94.01,0.0,35.62,Moderate drought
Parwan,2021,12,0.09,60.22,67.46,52.99,56.99,Normal
Parwan,2022,1,0.74,52.94,29.18,76.69,65.01,Healthy
Parwan,2022,2,0.36,49.59,42.76,56.42,56.75,Normal
Parwan,2022,3,-0.26,50.0,100.0,0.0,44.89,Normal
Parwan,2022,4,-1.13,50.0,100.0,0.0,31.5,Moderate drought
Parwan,2022,5,-0.78,15.54,13.18,17.9,18.69,Severe drought
Parwan,2022,6,-0.68,18.94,0.0,37.88,21.93,Severe drought
Parwan,2022,7,0.28,19.39,0.0,38.79,40.13,Normal
Parwan,2022,8,0.55,50.0,0.0,100.0,60.51,Healthy
Parwan,2022,9,1.04,65.11,32.9,97.33,75.07,Healthy
Parwan,2022,10,-0.33,6.11,0.0,12.22,21.65,Severe drought
Parwan,2022,11,-0.0,61.1,69.65,52.56,55.54,Normal
Parwan,2022,12,-0.28,58.0,64.47,51.52,48.46,Normal
Parwan,2023,1,0.04,77.25,76.52,77.98,64.41,Healthy
Parwan,2023,2,0.14,58.86,51.94,65.78,57.3,Normal
Parwan,2023,3,-0.39,69.59,95.52,43.65,52.15,Normal
Parwan,2023,4,-1.24,63.3,64.54,62.05,37.0,Moderate drought
Parwan,2023,5,-1.75,53.33,12.64,94.03,28.66,Moderate drought
Parwan,2023,6,-1.9,36.78,16.02,57.55,19.83,Severe drought
Parwan,2023,7,-0.59,55.11,10.23,100.0,41.45,Normal
Parwan,2023,8,-0.53,24.65,8.28,41.03,27.19,Moderate drought
Parwan,2023,9,-0.02,50.0,0.0,100.0,49.69,Normal
Parwan,2023,10,-0.06,66.87,34.96,98.79,57.3,Normal
Parwan,2023,11,-0.47,51.02,93.01,9.03,41.38,Normal
Parwan,2023,12,-0.68,56.22,100.0,12.44,40.53,Normal
Samangan,2015,1,-0.65,64.39,83.92,44.86,45.11,Normal
Samangan,2015,2,0.76,55.36,42.39,68.34,66.57,Healthy
Samangan,2015,3,0.73,63.69,27.38,100.0,70.23,Healthy
Samangan,2015,4,0.46,76.6,91.77,61.43,72.24,Healthy
Samangan,2015,5,-0.33,92.37,97.49,87.24,64.64,Healthy
Samangan,2015,6,-0.52,59.11,86.3,31.93,44.68,Normal
Samangan,2015,7,-0.03,77.6,100.0,55.21,63.3,Healthy
Samangan,2015,8,-0.81,76.81,99.31,54.31,48.84,Normal
Samangan,2015,9,0.39,79.22,80.59,77.84,72.2,Healthy
Samangan,2015,10,0.16,49.37,64.85,33.89,52.87,Normal
Samangan,2015,11,1.69,81.16,100.0,62.32,88.28,Healthy
Samangan,2015,12,0.83,59.24,53.7,64.77,69.39,Healthy
Samangan,2016,1,1.15,68.27,86.5,50.04,77.91,Healthy
Samangan,2016,2,-1.32,54.35,79.91,28.79,31.89,Moderate drought
Samangan,2016,3,-0.18,69.01,93.85,44.18,55.95,Normal
Samangan,2016,4,-0.55,64.93,70.24,59.63,46.98,Normal
Samangan,2016,5,0.32,55.83,76.2,35.45,59.23,Normal
Samangan,2016,6,-0.38,51.34,58.8,43.88,43.25,Normal
Samangan,2016,7,-0.31,58.52,59.51,57.53,48.2,Normal
Samangan,2016,8,0.78,36.67,56.0,17.33,57.45,Normal
Samangan,2016,9,-0.32,23.01,46.01,0.0,30.18,Moderate drought
Samangan,2016,10,-1.53,41.17,31.72,50.62,23.72,Severe drought
Samangan,2016,11,0.18,53.31,71.23,35.38,55.29,Normal
Samangan,2016,12,0.3,51.16,100.0,2.33,56.41,Normal
Samangan,2017,1,0.78,70.22,67.69,72.74,74.22,Healthy
Samangan,2017,2,2.28,46.08,0.0,92.16,72.48,Healthy
Samangan,2017,3,1.43,58.94,39.73,78.15,75.68,Healthy
Samangan,2017,4,0.76,53.34,51.66,55.02,65.44,Healthy
Samangan,2017,5,-1.34,30.3,60.6,0.0,19.63,Severe drought
Samangan,2017,6,-0.99,27.98,55.96,0.0,22.06,Severe drought
Samangan,2017,7,-0.21,38.63,61.54,15.72,40.07,Normal
Samangan,2017,8,0.42,29.28,58.56,0.0,47.81,Normal
Samangan,2017,9,2.23,55.39,42.27,68.52,77.04,Healthy
Samangan,2017,10,-1.5,6.98,13.97,0.0,6.85,Severe drought
Samangan,2017,11,-0.94,36.51,73.03,0.0,26.97,Moderate drought
Samangan,2017,12,-1.52,45.72,72.52,18.91,26.09,Moderate drought
Samangan,2018,1,-1.89,50.0,100.0,0.0,26.45,Moderate drought
Samangan,2018,2,-1.11,54.13,36.48,71.77,33.79,Moderate drought
Samangan,2018,3,0.69,22.82,44.09,1.56,49.14,Normal
Samangan,2018,4,0.64,53.25,42.53,63.98,63.55,Healthy
Samangan,2018,5,0.96,84.52,69.05,100.0,83.81,Healthy
Samangan,2018,6,-0.29,64.11,75.48,52.74,51.26,Normal
Samangan,2018,7,0.42,46.1,69.59,22.61,56.26,Normal
Samangan,2018,8,-0.56,67.05,62.07,72.03,47.85,Normal
Samangan,2018,9,0.17,65.36,59.73,71.0,61.05,Healthy
Samangan,2018,10,1.66,68.81,37.62,100.0,81.99,Healthy
Samangan,2018,11,0.9,76.44,71.88,81.0,79.04,Healthy
Samangan,2018,12,1.0,42.52,75.18,9.85,63.37,Healthy
Samangan,2019,1,2.26,59.36,38.4,80.32,79.09,Healthy
Samangan,2019,2,2.6,52.4,4.81,100.0,75.97,Healthy
Samangan,2019,3,2.06,39.23,0.0,78.45,68.63,Healthy
Samangan,2019,4,1.81,100.0,100.0,100.0,98.23,Healthy
Samangan,2019,5,0.69,79.4,97.08,61.72,77.44,Healthy
Samangan,2019,6,1.55,100.0,100.0,100.0,96.98,Healthy
Samangan,2019,7,-0.01,49.62,99.23,0.0,49.58,Normal
Samangan,2019,8,1.43,78.23,100.0,56.47,85.27,Healthy
Samangan,2019,9,0.04,71.85,96.83,46.88,61.74,Healthy
Samangan,2019,10,0.97,75.75,100.0,51.51,79.55,Healthy
Samangan,2019,11,1.17,85.11,99.94,70.29,86.47,Healthy
Samangan,2019,12,0.67,43.58,85.3,1.85,59.26,Normal
Samangan,2020,1,0.55,60.2,45.78,74.61,65.6,Healthy
Samangan,2020,2,-0.23,48.72,79.4,18.04,44.86,Normal
Samangan,2020,3,-0.23,54.56,15.8,93.31,47.7,Normal
Samangan,2020,4,0.37,67.08,57.43,76.72,65.78,Healthy
Samangan,2020,5,0.95,93.07,100.0,86.14,87.99,Healthy
Samangan,2020,6,1.72,70.47,93.19,47.75,83.08,Healthy
Samangan,2020,7,1.62,92.16,98.98,85.34,93.46,Healthy
Samangan,2020,8,0.92,49.84,96.16,3.52,66.04,Healthy
Samangan,2020,9,2.39,98.02,100.0,96.05,98.59,Healthy
Samangan,2020,10,-0.13,55.34,39.07,71.6,50.11,Normal
Samangan,2020,11,1.36,50.0,0.0,100.0,70.66,Healthy
Samangan,2020,12,1.71,50.0,0.0,100.0,72.82,Healthy
Samangan,2021,1,0.85,34.31,27.27,41.35,57.27,Normal
Samangan,2021,2,-1.16,50.0,100.0,0.0,31.19,Moderate drought
Samangan,2021,3,-0.42,70.22,53.36,87.09,52.01,Normal
Samangan,2021,4,-0.41,34.82,36.79,32.84,34.44,Moderate drought
Samangan,2021,5,0.47,53.22,55.15,51.29,60.71,Healthy
Samangan,2021,6,-0.64,37.91,55.07,20.76,32.02,Moderate drought
Samangan,2021,7,0.33,64.29,61.03,67.55,63.63,Healthy
Samangan,2021,8,-0.95,39.31,60.26,18.36,28.21,Moderate drought
Samangan,2021,9,-0.25,38.17,42.04,34.3,39.07,Moderate drought
Samangan,2021,10,-1.22,55.0,25.17,84.82,33.06,Moderate drought
Samangan,2021,11,-1.08,70.19,87.0,53.38,42.08,Normal
Samangan,2021,12,-1.13,63.26,87.52,38.99,38.05,Moderate drought
Samangan,2022,1,-0.16,75.88,93.73,58.03,59.81,Normal
Samangan,2022,2,-0.52,57.81,47.76,67.85,43.92,Normal
Samangan,2022,3,-0.96,50.0,100.0,0.0,33.38,Moderate drought
Samangan,2022,4,-1.63,11.61,23.22,0.0,8.39,Severe drought
Samangan,2022,5,-1.14,21.95,9.05,34.86,17.33,Severe drought
Samangan,2022,6,-0.8,26.15,22.78,29.52,23.69,Severe drought
Samangan,2022,7,-0.03,46.4,23.17,69.62,47.6,Normal
Samangan,2022,8,0.37,57.5,23.62,91.38,60.9,Healthy
Samangan,2022,9,1.5,35.97,14.37,57.56,64.63,Healthy
Samangan,2022,10,-0.1,34.09,12.33,55.85,40.1,Normal
Samangan,2022,11,-0.01,72.34,89.0,55.67,61.01,Healthy
Samangan,2022,12,0.26,56.41,78.0,34.81,58.41,Normal
Samangan,2023,1,-0.16,50.0,0.0,100.0,46.92,Normal
Samangan,2023,2,0.0,68.87,87.28,50.47,59.47,Normal
Samangan,2023,3,-1.31,43.01,73.52,12.49,26.29,Moderate drought
Samangan,2023,4,-1.81,18.71,0.0,37.42,11.12,Severe drought
Samangan,2023,5,-2.64,8.69,0.0,17.38,4.55,Severe drought
Samangan,2023,6,-2.45,5.27,0.0,10.53,2.99,Severe drought
Samangan,2023,7,-1.41,50.0,0.0,100.0,28.93,Moderate drought
Samangan,2023,8,-0.82,50.0,0.0,100.0,35.33,Moderate drought
Samangan,2023,9,-0.26,50.0,0.0,100.0,44.92,Normal
Samangan,2023,10,0.69,29.11,0.0,58.22,52.32,Normal
Samangan,2023,11,-0.13,44.87,70.29,19.44,44.8,Normal
Samangan,2023,12,-0.83,40.33,80.66,0.0,30.33,Moderate drought
Sar-e-Pul,2015,1,-0.07,53.37,54.01,52.73,50.37,Normal
Sar-e-Pul,2015,2,1.22,71.53,82.16,60.9,80.18,Healthy
Sar-e-Pul,2015,3,1.13,71.53,43.06,100.0,79.35,Healthy
Sar-e-Pul,2015,4,0.59,64.1,72.1,56.09,68.24,Healthy
Sar-e-Pul,2015,5,-0.68,74.48,72.91,76.05,49.59,Normal
Sar-e-Pul,2015,6,-0.96,41.33,62.44,20.21,29.12,Moderate drought
Sar-e-Pul,2015,7,-0.53,58.94,74.53,43.35,44.36,Normal
Sar-e-Pul,2015,8,-0.43,62.43,68.76,56.11,47.81,Normal
Sar-e-Pul,2015,9,1.3,63.77,52.18,75.36,77.04,Healthy
Sar-e-Pul,2015,10,0.51,57.79,58.72,56.85,63.62,Healthy
Sar-e-Pul,2015,11,1.43,78.0,86.38,69.61,85.19,Healthy
Sar-e-Pul,2015,12,0.78,66.4,86.27,46.52,72.26,Healthy
Sar-e-Pul,2016,1,0.99,71.85,100.0,43.7,77.91,Healthy
Sar-e-Pul,2016,2,-1.42,65.79,100.0,31.58,36.82,Moderate drought
Sar-e-Pul,2016,3,-0.1,77.23,92.24,62.22,61.57,Healthy
Sar-e-Pul,2016,4,-0.24,64.24,70.88,57.61,52.41,Normal
Sar-e-Pul,2016,5,0.65,38.12,59.42,16.82,56.13,Normal
Sar-e-Pul,2016,6,0.12,46.41,54.92,37.91,50.58,Normal
Sar-e-Pul,2016,7,-0.03,44.94,47.33,42.54,46.9,Normal
Sar-e-Pul,2016,8,0.97,42.52,41.79,43.24,62.94,Healthy
Sar-e-Pul,2016,9,0.51,16.17,32.33,0.0,42.87,Normal
Sar-e-Pul,2016,10,-1.78,50.52,41.49,59.55,27.15,Moderate drought
Sar-e-Pul,2016,11,-0.12,65.72,92.95,38.49,55.55,Normal
Sar-e-Pul,2016,12,0.04,43.07,79.38,6.76,47.27,Normal
Sar-e-Pul,2017,1,0.22,47.5,13.96,81.05,53.05,Normal
Sar-e-Pul,2017,2,2.37,50.0,0.0,100.0,74.56,Healthy
Sar-e-Pul,2017,3,1.87,53.08,9.87,96.28,75.0,Healthy
Sar-e-Pul,2017,4,1.18,60.36,52.05,68.67,74.24,Healthy
Sar-e-Pul,2017,5,-0.96,34.81,69.61,0.0,25.84,Severe drought
Sar-e-Pul,2017,6,-1.17,37.78,65.58,9.98,24.93,Severe drought
Sar-e-Pul,2017,7,-0.45,59.35,66.63,52.07,46.08,Normal
Sar-e-Pul,2017,8,-0.64,35.22,60.44,10.0,30.65,Moderate drought
Sar-e-Pul,2017,9,0.53,58.41,42.44,74.39,64.26,Healthy
Sar-e-Pul,2017,10,-0.84,12.42,24.84,0.0,16.2,Severe drought
Sar-e-Pul,2017,11,-0.66,34.75,69.5,0.0,30.17,Moderate drought
Sar-e-Pul,2017,12,-1.22,40.49,62.57,18.42,25.8,Severe drought
Sar-e-Pul,2018,1,-1.81,23.76,47.53,0.0,13.65,Severe drought
Sar-e-Pul,2018,2,-1.25,40.8,20.3,61.3,25.73,Severe drought
Sar-e-Pul,2018,3,-0.19,5.76,0.0,11.52,24.02,Severe drought
Sar-e-Pul,2018,4,-0.18,26.44,0.0,52.87,34.57,Moderate drought
Sar-e-Pul,2018,5,0.2,44.34,9.29,79.4,51.13,Normal
Sar-e-Pul,2018,6,-0.35,36.29,38.12,34.45,36.29,Moderate drought
Sar-e-Pul,2018,7,0.47,20.48,35.84,5.13,44.25,Normal
Sar-e-Pul,2018,8,-0.48,41.1,30.43,51.77,36.24,Moderate drought
Sar-e-Pul,2018,9,0.74,35.78,22.59,48.97,56.44,Normal
Sar-e-Pul,2018,10,1.86,62.79,25.58,100.0,79.81,Healthy
Sar-e-Pul,2018,11,0.62,71.27,71.74,70.8,72.23,Healthy
Sar-e-Pul,2018,12,0.62,41.89,66.25,17.52,57.5,Normal
Sar-e-Pul,2019,1,1.54,51.99,28.04,75.94,72.93,Healthy
Sar-e-Pul,2019,2,1.72,71.05,60.33,81.77,83.4,Healthy
Sar-e-Pul,2019,3,1.43,58.23,23.85,92.61,75.33,Healthy
Sar-e-Pul,2019,4,1.53,100.0,100.0,100.0,96.84,Healthy
Sar-e-Pul,2019,5,1.11,100.0,100.0,100.0,93.33,Healthy
Sar-e-Pul,2019,6,1.58,100.0,100.0,100.0,97.13,Healthy
Sar-e-Pul,2019,7,0.07,49.83,99.65,0.0,51.26,Normal
Sar-e-Pul,2019,8,1.65,86.53,100.0,73.06,90.8,Healthy
Sar-e-Pul,2019,9,0.51,67.21,91.94,42.48,68.39,Healthy
Sar-e-Pul,2019,10,1.25,81.02,100.0,62.05,85.2,Healthy
Sar-e-Pul,2019,11,0.71,85.38,97.3,73.46,80.78,Healthy
Sar-e-Pul,2019,12,0.66,43.81,64.07,23.55,59.22,Normal
Sar-e-Pul,2020,1,0.6,44.07,0.21,87.92,58.35,Normal
Sar-e-Pul,2020,2,0.03,53.36,63.84,42.87,52.3,Normal
Sar-e-Pul,2020,3,-0.44,66.45,38.42,94.49,49.76,Normal
Sar-e-Pul,2020,4,0.1,74.71,68.2,81.22,64.38,Healthy
Sar-e-Pul,2020,5,0.5,94.52,99.35,89.7,81.9,Healthy
Sar-e-Pul,2020,6,1.26,62.88,89.46,36.31,76.25,Healthy
