province,year,month,vci,tci,vhi
Khost,2019,10,67.39,64.13,65.76
Paktika,2019,10,100.0,57.97,78.99
Daykundi,2019,10,100.0,52.57,76.29
Panjsher,2019,10,43.14,54.52,48.83
Parwan,2019,10,100.0,98.05,99.03
Uruzgan,2019,10,91.51,44.67,68.09
Badakhshan,2019,10,97.56,23.45,60.5
Badghis,2019,10,100.0,96.15,98.08
Baghlan,2019,10,97.74,34.5,66.12
Balkh,2019,10,100.0,10.3,55.15
Bamyan,2019,10,100.0,57.36,78.68
Farah,2019,10,70.33,43.19,56.76
Faryab,2019,10,100.0,66.27,83.14
Ghazni,2019,10,100.0,58.03,79.02
Ghor,2019,10,100.0,59.98,79.99
Hilmand,2019,10,78.13,36.36,57.24
Hirat,2019,10,94.09,54.82,74.45
Jawzjan,2019,10,100.0,0.0,50.0
Kabul,2019,10,100.0,100.0,100.0
Kandahar,2019,10,67.68,37.91,52.8
Kapisa,2019,10,93.86,64.73,79.29
Kunar,2019,10,64.62,66.08,65.35
Kunduz,2019,10,100.0,0.0,50.0
Laghman,2019,10,74.48,75.24,74.86
Logar,2019,10,98.29,67.85,83.07
Nangarhar,2019,10,82.28,64.21,73.24
Nimroz,2019,10,59.08,33.39,46.23
Nuristan,2019,10,37.0,66.99,51.99
Paktya,2019,10,91.99,75.41,83.7
Samangan,2019,10,100.0,51.51,75.75
Sar-e-Pul,2019,10,100.0,62.05,81.02
Takhar,2019,10,84.84,27.95,56.4
Wardak,2019,10,100.0,66.98,83.49
Zabul,2019,10,85.9,46.55,66.23
Khost,2019,11,73.63,100.0,86.81
Paktika,2019,11,69.53,100.0,84.76
Daykundi,2019,11,71.98,100.0,85.99
Panjsher,2019,11,42.81,92.85,67.83
Parwan,2019,11,66.7,99.12,82.91
Uruzgan,2019,11,100.0,100.0,100.0
Badakhshan,2019,11,45.89,82.04,63.96
Badghis,2019,11,62.72,77.84,70.28
Baghlan,2019,11,78.75,75.8,77.28
Balkh,2019,11,52.89,55.09,53.99
Bamyan,2019,11,47.93,86.63,67.28
Farah,2019,11,79.15,96.3,87.72
Faryab,2019,11,60.74,70.02,65.38
Ghazni,2019,11,32.39,100.0,66.19
Ghor,2019,11,67.48,100.0,83.74
Hilmand,2019,11,100.0,100.0,100.0
Hirat,2019,11,100.0,100.0,100.0
Jawzjan,2019,11,56.84,63.84,60.34
Kabul,2019,11,100.0,88.39,94.19
Kandahar,2019,11,76.52,100.0,88.26
Kapisa,2019,11,88.03,85.8,86.92
Kunar,2019,11,100.0,100.0,100.0
Kunduz,2019,11,50.75,64.82,57.79
Laghman,2019,11,83.95,90.5,87.22
Logar,2019,11,60.37,100.0,80.18
Nangarhar,2019,11,93.75,98.09,95.92
Nimroz,2019,11,89.04,82.94,85.99
Nuristan,2019,11,32.84,99.25,66.04
Paktya,2019,11,81.5,100.0,90.75
Samangan,2019,11,99.94,70.29,85.11
Sar-e-Pul,2019,11,97.3,73.46,85.38
Takhar,2019,11,85.84,70.27,78.06
Wardak,2019,11,51.98,100.0,75.99
Zabul,2019,11,85.1,100.0,92.55
Khost,2019,12,61.92,89.97,75.95
Paktika,2019,12,71.36,86.49,78.92
Daykundi,2019,12,51.98,42.3,47.14
Panjsher,2019,12,41.01,43.47,42.24
Parwan,2019,12,43.07,50.17,46.62
Uruzgan,2019,12,100.0,74.93,87.47
Badakhshan,2019,12,54.37,39.82,47.1
Badghis,2019,12,63.35,24.14,43.74
Baghlan,2019,12,76.43,14.47,45.45
Balkh,2019,12,62.84,0.0,31.42
Bamyan,2019,12,32.63,49.34,40.98
Farah,2019,12,78.54,47.59,63.07
Faryab,2019,12,58.86,5.97,32.42
Ghazni,2019,12,0.0,88.39,44.19
Ghor,2019,12,36.06,44.32,40.19
Hilmand,2019,12,100.0,73.31,86.65
Hirat,2019,12,80.23,26.86,53.55
Jawzjan,2019,12,56.57,0.0,28.28
Kabul,2019,12,79.2,70.6,74.9
Kandahar,2019,12,83.89,80.75,82.32
Kapisa,2019,12,86.89,58.07,72.48
Kunar,2019,12,96.69,70.32,83.5
Kunduz,2019,12,21.89,0.0,10.95
Laghman,2019,12,96.32,67.43,81.88
Logar,2019,12,5.36,75.94,40.65
Nangarhar,2019,12,98.77,79.68,89.22
Nimroz,2019,12,97.28,61.17,79.23
Nuristan,2019,12,33.15,60.54,46.84
Paktya,2019,12,24.42,62.61,43.51
Samangan,2019,12,85.3,1.85,43.58
Sar-e-Pul,2019,12,64.07,23.55,43.81
Takhar,2019,12,74.93,0.0,37.46
Wardak,2019,12,13.67,68.07,40.87
Zabul,2019,12,52.3,86.57,69.43
Khost,2020,1,40.48,100.0,70.24
Paktika,2020,1,0.0,100.0,50.0
Daykundi,2020,1,0.0,100.0,50.0
Panjsher,2020,1,4.51,80.29,42.4
Parwan,2020,1,0.0,100.0,50.0
Uruzgan,2020,1,0.0,100.0,50.0
Badakhshan,2020,1,25.68,78.03,51.85
Badghis,2020,1,5.75,88.7,47.23
Baghlan,2020,1,7.4,75.94,41.67
Balkh,2020,1,8.69,71.47,40.08
Bamyan,2020,1,8.65,85.29,46.97
Farah,2020,1,21.79,96.39,59.09
Faryab,2020,1,20.63,72.82,46.73
Ghazni,2020,1,0.0,100.0,50.0
Ghor,2020,1,0.0,100.0,50.0
Hilmand,2020,1,66.38,91.48,78.93
Hirat,2020,1,42.77,100.0,71.39
Jawzjan,2020,1,29.54,43.5,36.52
Kabul,2020,1,0.0,100.0,50.0
Kandahar,2020,1,100.0,92.26,96.13
Kapisa,2020,1,0.0,100.0,50.0
Kunar,2020,1,4.09,100.0,52.05
Kunduz,2020,1,16.93,45.66,31.3
Laghman,2020,1,21.57,100.0,60.78
Logar,2020,1,0.0,100.0,50.0
Nangarhar,2020,1,38.52,100.0,69.26
Nimroz,2020,1,91.0,81.77,86.39
Nuristan,2020,1,0.0,95.21,47.61
Paktya,2020,1,0.0,100.0,50.0
Samangan,2020,1,45.78,74.61,60.2
Sar-e-Pul,2020,1,0.21,87.92,44.07
Takhar,2020,1,14.31,61.19,37.75
Wardak,2020,1,0.25,100.0,50.13
Zabul,2020,1,0.0,100.0,50.0
Khost,2020,2,86.3,36.5,61.4
Paktika,2020,2,40.48,64.8,52.64
Daykundi,2020,2,19.05,71.43,45.24
Panjsher,2020,2,52.39,26.84,39.62
Parwan,2020,2,43.42,54.01,48.71
Uruzgan,2020,2,63.42,65.14,64.28
Badakhshan,2020,2,77.95,0.0,38.98
Badghis,2020,2,68.98,41.13,55.05
Baghlan,2020,2,54.54,20.93,37.73
Balkh,2020,2,50.4,29.16,39.78
Bamyan,2020,2,48.75,48.65,48.7
Farah,2020,2,89.54,40.7,65.12
Faryab,2020,2,50.95,46.34,48.64
Ghazni,2020,2,21.95,73.58,47.76
Ghor,2020,2,21.32,66.12,43.72
Hilmand,2020,2,100.0,52.61,76.3
Hirat,2020,2,92.23,40.42,66.32
Jawzjan,2020,2,46.55,44.21,45.38
Kabul,2020,2,55.53,55.99,55.76
Kandahar,2020,2,100.0,59.48,79.74
Kapisa,2020,2,53.84,52.98,53.41
Kunar,2020,2,80.69,41.65,61.17
Kunduz,2020,2,28.24,27.42,27.83
Laghman,2020,2,82.51,38.92,60.71
Logar,2020,2,37.52,64.01,50.77
Nangarhar,2020,2,100.0,42.15,71.07
Nimroz,2020,2,28.91,59.74,44.32
Nuristan,2020,2,52.64,34.8,43.72
Paktya,2020,2,46.54,55.43,50.98
Samangan,2020,2,79.4,18.04,48.72
Sar-e-Pul,2020,2,63.84,42.87,53.36
Takhar,2020,2,35.93,0.0,17.97
Wardak,2020,2,14.17,67.37,40.77
Zabul,2020,2,34.77,67.39,51.08
Khost,2020,3,87.44,100.0,93.72
Paktika,2020,3,94.03,100.0,97.01
Daykundi,2020,3,53.83,81.99,67.91
Panjsher,2020,3,81.77,57.84,69.8
Parwan,2020,3,61.3,77.28,69.29
Uruzgan,2020,3,79.77,93.47,86.62
Badakhshan,2020,3,79.32,43.84,61.58
Badghis,2020,3,52.44,66.6,59.52
Baghlan,2020,3,0.0,68.17,34.09
Balkh,2020,3,18.59,63.52,41.06
Bamyan,2020,3,24.42,86.15,55.29
Farah,2020,3,100.0,81.8,90.9
Faryab,2020,3,59.76,72.66,66.21
Ghazni,2020,3,53.25,77.51,65.38
Ghor,2020,3,51.32,75.59,63.46
Hilmand,2020,3,100.0,77.76,88.88
Hirat,2020,3,99.78,74.59,87.18
Jawzjan,2020,3,58.81,49.69,54.25
Kabul,2020,3,88.94,94.53,91.74
Kandahar,2020,3,100.0,100.0,100.0
Kapisa,2020,3,81.78,80.81,81.29
Kunar,2020,3,92.42,88.22,90.32
Kunduz,2020,3,0.0,41.46,20.73
Laghman,2020,3,100.0,98.95,99.48
Logar,2020,3,67.74,80.35,74.05
Nangarhar,2020,3,100.0,100.0,100.0
Nimroz,2020,3,100.0,74.23,87.12
Nuristan,2020,3,66.43,84.99,75.71
Paktya,2020,3,66.12,88.44,77.28
Samangan,2020,3,15.8,93.31,54.56
Sar-e-Pul,2020,3,38.42,94.49,66.45
Takhar,2020,3,0.0,49.16,24.58
Wardak,2020,3,40.17,72.85,56.51
Zabul,2020,3,80.69,100.0,90.34
Khost,2020,4,100.0,98.06,99.03
Paktika,2020,4,100.0,100.0,100.0
Daykundi,2020,4,0.0,100.0,50.0
Panjsher,2020,4,31.82,77.5,54.66
Parwan,2020,4,21.33,93.17,57.25
Uruzgan,2020,4,100.0,100.0,100.0
Badakhshan,2020,4,64.26,31.76,48.01
Badghis,2020,4,76.21,66.12,71.16
Baghlan,2020,4,35.03,81.43,58.23
Balkh,2020,4,61.29,58.75,60.02
Bamyan,2020,4,0.0,100.0,50.0
Farah,2020,4,100.0,81.19,90.6
Faryab,2020,4,86.77,65.42,76.1
Ghazni,2020,4,31.16,100.0,65.58
Ghor,2020,4,18.49,94.47,56.48
Hilmand,2020,4,100.0,68.25,84.12
Hirat,2020,4,100.0,74.1,87.05
Jawzjan,2020,4,82.97,71.07,77.02
Kabul,2020,4,100.0,94.02,97.01
Kandahar,2020,4,100.0,95.4,97.7
Kapisa,2020,4,100.0,98.6,99.3
Kunar,2020,4,100.0,90.87,95.43
Kunduz,2020,4,40.46,45.27,42.87
Laghman,2020,4,100.0,92.55,96.28
Logar,2020,4,73.84,98.78,86.31
Nangarhar,2020,4,100.0,100.0,100.0
Nimroz,2020,4,100.0,63.2,81.6
Nuristan,2020,4,5.29,82.89,44.09
Paktya,2020,4,70.35,98.43,84.39
Samangan,2020,4,57.43,76.72,67.08
Sar-e-Pul,2020,4,68.2,81.22,74.71
Takhar,2020,4,22.2,67.9,45.05
Wardak,2020,4,0.0,100.0,50.0
Zabul,2020,4,89.88,100.0,94.94
Khost,2020,5,100.0,55.54,77.77
Paktika,2020,5,100.0,53.67,76.84
Daykundi,2020,5,100.0,38.02,69.01
Panjsher,2020,5,0.0,95.06,47.53
Parwan,2020,5,49.87,90.09,69.98
Uruzgan,2020,5,100.0,58.32,79.16
Badakhshan,2020,5,45.94,56.51,51.22
Badghis,2020,5,71.41,50.13,60.77
Baghlan,2020,5,100.0,100.0,100.0
Balkh,2020,5,79.34,71.29,75.32
Bamyan,2020,5,0.0,59.79,29.9
Farah,2020,5,100.0,63.48,81.74
Faryab,2020,5,84.42,80.34,82.38
Ghazni,2020,5,88.07,68.61,78.34
Ghor,2020,5,88.84,33.25,61.04
Hilmand,2020,5,100.0,40.42,70.21
Hirat,2020,5,100.0,65.55,82.77
Jawzjan,2020,5,85.1,77.05,81.07
Kabul,2020,5,100.0,74.74,87.37
Kandahar,2020,5,100.0,48.85,74.43
Kapisa,2020,5,100.0,71.66,85.83
Kunar,2020,5,94.84,61.63,78.23
Kunduz,2020,5,100.0,81.63,90.81
Laghman,2020,5,100.0,66.54,83.27
Logar,2020,5,100.0,67.46,83.73
Nangarhar,2020,5,100.0,62.51,81.26
Nimroz,2020,5,100.0,46.75,73.38
Nuristan,2020,5,9.17,78.99,44.08
Paktya,2020,5,100.0,73.1,86.55
Samangan,2020,5,100.0,86.14,93.07
Sar-e-Pul,2020,5,99.35,89.7,94.52
Takhar,2020,5,100.0,82.39,91.2
Wardak,2020,5,0.95,100.0,50.48
Zabul,2020,5,100.0,65.79,82.89
Khost,2020,6,80.7,87.6,84.15
Paktika,2020,6,100.0,47.35,73.67
Daykundi,2020,6,100.0,53.48,76.74
Panjsher,2020,6,34.11,81.5,57.81
Parwan,2020,6,100.0,80.16,90.08
Uruzgan,2020,6,100.0,53.4,76.7
Badakhshan,2020,6,76.84,54.36,65.6
Badghis,2020,6,58.27,26.61,42.44
Baghlan,2020,6,97.94,62.09,80.01
Balkh,2020,6,73.35,28.0,50.67
Bamyan,2020,6,88.4,37.8,63.1
Farah,2020,6,100.0,18.31,59.15
Faryab,2020,6,69.99,34.72,52.35
Ghazni,2020,6,100.0,70.66,85.33
Ghor,2020,6,89.28,27.19,58.24
Hilmand,2020,6,100.0,11.23,55.62
Hirat,2020,6,97.99,32.61,65.3
Jawzjan,2020,6,66.77,28.31,47.54
Kabul,2020,6,100.0,100.0,100.0
Kandahar,2020,6,100.0,0.0,50.0
Kapisa,2020,6,100.0,100.0,100.0
Kunar,2020,6,100.0,99.06,99.53
Kunduz,2020,6,74.53,44.93,59.73
Laghman,2020,6,100.0,100.0,100.0
Logar,2020,6,100.0,90.93,95.46
Nangarhar,2020,6,100.0,85.84,92.92
Nimroz,2020,6,100.0,32.78,66.39
Nuristan,2020,6,54.71,82.54,68.63
Paktya,2020,6,100.0,100.0,100.0
Samangan,2020,6,93.19,47.75,70.47
Sar-e-Pul,2020,6,89.46,36.31,62.88
Takhar,2020,6,95.92,44.66,70.29
Wardak,2020,6,94.57,68.53,81.55
Zabul,2020,6,100.0,46.9,73.45
Khost,2020,7,72.46,6.24,39.35
Paktika,2020,7,100.0,0.0,50.0
Daykundi,2020,7,100.0,33.31,66.65
Panjsher,2020,7,100.0,91.32,95.66
Parwan,2020,7,95.18,64.14,79.66
Uruzgan,2020,7,100.0,11.93,55.97
Badakhshan,2020,7,71.69,97.65,84.67
Badghis,2020,7,67.16,39.33,53.25
Baghlan,2020,7,97.45,71.45,84.45
Balkh,2020,7,82.7,35.22,58.96
Bamyan,2020,7,100.0,75.18,87.59
Farah,2020,7,100.0,31.88,65.94
Faryab,2020,7,78.4,52.49,65.45
Ghazni,2020,7,100.0,31.84,65.92
Ghor,2020,7,99.26,29.94,64.6
Hilmand,2020,7,100.0,0.0,50.0
Hirat,2020,7,100.0,29.71,64.85
Jawzjan,2020,7,75.33,13.51,44.42
Kabul,2020,7,100.0,53.26,76.63
Kandahar,2020,7,100.0,0.0,50.0
Kapisa,2020,7,100.0,24.14,62.07
Kunar,2020,7,73.29,0.0,36.64
Kunduz,2020,7,100.0,32.63,66.32
Laghman,2020,7,100.0,0.0,50.0
Logar,2020,7,100.0,43.9,71.95
Nangarhar,2020,7,100.0,0.0,50.0
Nimroz,2020,7,100.0,29.38,64.69
Nuristan,2020,7,55.68,59.89,57.78
Paktya,2020,7,100.0,37.03,68.51
Samangan,2020,7,98.98,85.34,92.16
Sar-e-Pul,2020,7,100.0,70.54,85.27
Takhar,2020,7,100.0,55.23,77.62
Wardak,2020,7,98.03,59.87,78.95
Zabul,2020,7,100.0,0.0,50.0
Khost,2020,8,63.0,64.49,63.75
Paktika,2020,8,100.0,12.06,56.03
Daykundi,2020,8,100.0,0.0,50.0
Panjsher,2020,8,92.29,13.16,52.72
Parwan,2020,8,100.0,24.68,62.34
Uruzgan,2020,8,100.0,0.0,50.0
Badakhshan,2020,8,60.95,0.0,30.47
Badghis,2020,8,68.17,34.48,51.33
Baghlan,2020,8,87.82,0.0,43.91
Balkh,2020,8,85.91,16.62,51.27
Bamyan,2020,8,100.0,0.0,50.0
Farah,2020,8,100.0,0.0,50.0
Faryab,2020,8,84.85,30.49,57.67
Ghazni,2020,8,100.0,0.01,50.01
Ghor,2020,8,100.0,0.0,50.0
Hilmand,2020,8,100.0,0.0,50.0
Hirat,2020,8,100.0,6.73,53.37
Jawzjan,2020,8,80.4,6.51,43.46
Kabul,2020,8,100.0,48.99,74.49
Kandahar,2020,8,100.0,0.0,50.0
Kapisa,2020,8,100.0,44.96,72.48
Kunar,2020,8,36.76,24.68,30.72
Kunduz,2020,8,100.0,4.1,52.05
Laghman,2020,8,88.01,59.33,73.67
Logar,2020,8,100.0,25.22,62.61
Nangarhar,2020,8,71.97,47.22,59.59
Nimroz,2020,8,100.0,0.0,50.0
Nuristan,2020,8,65.81,34.18,50.0
Paktya,2020,8,100.0,28.26,64.13
Samangan,2020,8,96.16,3.52,49.84
Sar-e-Pul,2020,8,99.5,2.17,50.84
Takhar,2020,8,86.06,0.0,43.03
Wardak,2020,8,100.0,16.12,58.06
Zabul,2020,8,100.0,0.0,50.0
Khost,2020,9,74.08,12.43,43.25
Paktika,2020,9,87.68,38.6,63.14
Daykundi,2020,9,100.0,56.92,78.46
Panjsher,2020,9,97.49,86.76,92.12
Parwan,2020,9,100.0,86.9,93.45
Uruzgan,2020,9,100.0,52.17,76.09
Badakhshan,2020,9,29.32,91.38,60.35
Badghis,2020,9,65.52,66.59,66.05
Baghlan,2020,9,83.55,85.93,84.74
Balkh,2020,9,100.0,67.14,83.57
Bamyan,2020,9,93.95,68.95,81.45
Farah,2020,9,100.0,77.77,88.89
Faryab,2020,9,84.64,60.84,72.74
Ghazni,2020,9,100.0,46.88,73.44
Ghor,2020,9,100.0,72.96,86.48
Hilmand,2020,9,100.0,72.17,86.09
Hirat,2020,9,100.0,79.64,89.82
Jawzjan,2020,9,83.19,41.06,62.13
Kabul,2020,9,100.0,68.11,84.06
Kandahar,2020,9,100.0,42.82,71.41
Kapisa,2020,9,100.0,70.22,85.11
Kunar,2020,9,78.07,13.29,45.68
Kunduz,2020,9,100.0,77.5,88.75
Laghman,2020,9,95.75,31.12,63.43
Logar,2020,9,84.37,49.37,66.87
Nangarhar,2020,9,78.85,14.95,46.9
Nimroz,2020,9,100.0,67.92,83.96
Nuristan,2020,9,53.91,80.9,67.41
Paktya,2020,9,99.1,47.96,73.53
Samangan,2020,9,100.0,96.05,98.02
Sar-e-Pul,2020,9,100.0,85.13,92.56
Takhar,2020,9,100.0,83.49,91.75
Wardak,2020,9,100.0,57.49,78.75
Zabul,2020,9,100.0,53.67,76.84
Khost,2020,10,52.74,29.63,41.18
Paktika,2020,10,96.42,82.22,89.32
Daykundi,2020,10,82.35,75.34,78.85
Panjsher,2020,10,78.45,25.22,51.84
Parwan,2020,10,64.83,58.19,61.51
Uruzgan,2020,10,100.0,87.31,93.66
Badakhshan,2020,10,65.89,50.39,58.14
Badghis,2020,10,61.68,100.0,80.84
Baghlan,2020,10,68.31,55.59,61.95
Balkh,2020,10,58.12,77.97,68.04
Bamyan,2020,10,55.3,56.51,55.91
Farah,2020,10,100.0,100.0,100.0
Faryab,2020,10,79.45,77.39,78.42
Ghazni,2020,10,71.75,68.76,70.25
Ghor,2020,10,59.22,66.2,62.71
Hilmand,2020,10,100.0,100.0,100.0
Hirat,2020,10,100.0,100.0,100.0
Jawzjan,2020,10,87.84,68.32,78.08
Kabul,2020,10,68.79,53.96,61.37
Kandahar,2020,10,100.0,100.0,100.0
Kapisa,2020,10,77.58,47.53,62.56
Kunar,2020,10,46.97,29.55,38.26
Kunduz,2020,10,48.75,86.0,67.37
Laghman,2020,10,71.44,35.49,53.47
Logar,2020,10,79.91,56.56,68.24
Nangarhar,2020,10,86.64,23.15,54.9
Nimroz,2020,10,100.0,100.0,100.0
Nuristan,2020,10,61.14,44.43,52.78
Paktya,2020,10,67.57,48.39,57.98
Samangan,2020,10,39.07,71.6,55.34
Sar-e-Pul,2020,10,79.85,67.39,73.62
Takhar,2020,10,57.3,43.05,50.17
Wardak,2020,10,43.85,54.71,49.28
Zabul,2020,10,100.0,89.89,94.95
Khost,2020,11,76.66,83.03,79.85
Paktika,2020,11,100.0,92.31,96.16
Daykundi,2020,11,0.0,91.57,45.78
Panjsher,2020,11,0.0,82.47,41.24
Parwan,2020,11,0.0,100.0,50.0
Uruzgan,2020,11,8.17,70.97,39.57
Badakhshan,2020,11,0.0,87.51,43.75
Badghis,2020,11,0.0,100.0,50.0
Baghlan,2020,11,0.0,84.0,42.0
Balkh,2020,11,31.16,100.0,65.58
Bamyan,2020,11,0.0,100.0,50.0
Farah,2020,11,100.0,100.0,100.0
Faryab,2020,11,0.0,100.0,50.0
Ghazni,2020,11,0.0,74.31,37.16
Ghor,2020,11,0.0,90.7,45.35
Hilmand,2020,11,97.81,89.44,93.62
Hirat,2020,11,65.71,97.04,81.38
Jawzjan,2020,11,41.27,100.0,70.64
Kabul,2020,11,0.0,93.52,46.76
Kandahar,2020,11,100.0,83.99,92.0
Kapisa,2020,11,0.0,100.0,50.0
Kunar,2020,11,2.54,75.51,39.02
Kunduz,2020,11,54.17,90.63,72.4
Laghman,2020,11,21.57,99.16,60.37
Logar,2020,11,0.0,87.87,43.94
Nangarhar,2020,11,79.74,100.0,89.87
Nimroz,2020,11,100.0,100.0,100.0
Nuristan,2020,11,0.0,73.82,36.91
Paktya,2020,11,0.0,95.59,47.8
Samangan,2020,11,0.0,100.0,50.0
Sar-e-Pul,2020,11,0.0,100.0,50.0
Takhar,2020,11,0.0,81.75,40.88
Wardak,2020,11,0.0,90.39,45.2
Zabul,2020,11,100.0,84.43,92.21
Khost,2020,12,79.21,100.0,89.6
Paktika,2020,12,100.0,100.0,100.0
Daykundi,2020,12,0.0,100.0,50.0
Panjsher,2020,12,0.0,100.0,50.0
Parwan,2020,12,0.0,100.0,50.0
Uruzgan,2020,12,87.87,100.0,93.94
Badakhshan,2020,12,0.0,100.0,50.0
Badghis,2020,12,0.0,100.0,50.0
Baghlan,2020,12,0.0,100.0,50.0
Balkh,2020,12,0.0,100.0,50.0
Bamyan,2020,12,0.0,100.0,50.0
Farah,2020,12,97.41,100.0,98.71
Faryab,2020,12,0.0,100.0,50.0
Ghazni,2020,12,20.95,100.0,60.47
Ghor,2020,12,0.0,100.0,50.0
Hilmand,2020,12,82.05,97.06,89.55
Hirat,2020,12,34.36,100.0,67.18
Jawzjan,2020,12,0.0,100.0,50.0
Kabul,2020,12,44.96,100.0,72.48
Kandahar,2020,12,100.0,97.24,98.62
Kapisa,2020,12,1.4,100.0,50.7
Kunar,2020,12,22.77,100.0,61.38
Kunduz,2020,12,23.89,100.0,61.95
Laghman,2020,12,54.58,100.0,77.29
Logar,2020,12,0.0,100.0,50.0
Nangarhar,2020,12,100.0,100.0,100.0
Nimroz,2020,12,100.0,95.54,97.77
Nuristan,2020,12,0.0,100.0,50.0
Paktya,2020,12,0.0,100.0,50.0
Samangan,2020,12,0.0,100.0,50.0
Sar-e-Pul,2020,12,0.0,100.0,50.0
Takhar,2020,12,0.0,100.0,50.0
Wardak,2020,12,0.0,100.0,50.0
Zabul,2020,12,100.0,99.58,99.79
Khost,2021,1,100.0,11.78,55.89
Paktika,2021,1,100.0,5.17,52.59
Daykundi,2021,1,67.13,28.43,47.78
Panjsher,2021,1,43.69,12.53,28.11
Parwan,2021,1,70.64,24.66,47.65
Uruzgan,2021,1,92.32,15.48,53.9
Badakhshan,2021,1,52.72,27.72,40.22
Badghis,2021,1,31.49,45.33,38.41
Baghlan,2021,1,19.59,27.93,23.76
Balkh,2021,1,14.77,33.88,24.32
Bamyan,2021,1,0.65,51.05,25.85
Farah,2021,1,93.05,18.19,55.62
Faryab,2021,1,18.01,46.99,32.5
Ghazni,2021,1,80.81,14.74,47.77
Ghor,2021,1,43.18,40.7,41.94
Hilmand,2021,1,49.59,15.79,32.69
Hirat,2021,1,69.73,18.83,44.28
Jawzjan,2021,1,17.15,50.89,34.02
Kabul,2021,1,91.9,19.77,55.84
Kandahar,2021,1,82.94,11.73,47.33
Kapisa,2021,1,69.14,12.91,41.02
Kunar,2021,1,87.41,13.37,50.39
Kunduz,2021,1,30.84,25.39,28.11
Laghman,2021,1,93.93,3.3,48.61
Logar,2021,1,82.34,17.54,49.94
Nangarhar,2021,1,100.0,16.29,58.14
Nimroz,2021,1,68.49,19.47,43.98
Nuristan,2021,1,71.64,16.09,43.87
Paktya,2021,1,85.51,22.41,53.96
Samangan,2021,1,27.27,41.35,34.31
Sar-e-Pul,2021,1,11.34,51.52,31.43
Takhar,2021,1,40.33,3.89,22.11
Wardak,2021,1,50.18,38.44,44.31
Zabul,2021,1,100.0,5.37,52.68
Khost,2021,2,92.29,0.0,46.14
Paktika,2021,2,100.0,0.0,50.0
Daykundi,2021,2,100.0,0.0,50.0
Panjsher,2021,2,100.0,0.0,50.0
Parwan,2021,2,100.0,0.0,50.0
Uruzgan,2021,2,100.0,0.0,50.0
Badakhshan,2021,2,100.0,3.65,51.82
Badghis,2021,2,70.31,0.0,35.15
Baghlan,2021,2,100.0,0.0,50.0
Balkh,2021,2,58.05,0.0,29.03
Bamyan,2021,2,83.34,0.0,41.67
Farah,2021,2,100.0,0.0,50.0
Faryab,2021,2,43.51,0.0,21.75
